repeat,alpha_C,alpha_rho,alpha_F,alpha_Q,alpha_eta,TP,FP,TN,FN,recall,frr,precision,specificity,f1,mcc,balanced_accuracy
39,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1366,184,7776,246,0.847394540942928,0.023115577889447236,0.8812903225806452,0.9768844221105528,0.8640101201771031,0.8373481994152417,0.9121394815267404
40,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1384,188,7761,228,0.858560794044665,0.02365077368222418,0.8804071246819338,0.9763492263177759,0.8693467336683416,0.8433463296472192,0.9174550101812204
41,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1378,185,7741,236,0.8537794299876085,0.023340903356043403,0.8816378758797185,0.9766590966439566,0.867485048788165,0.841176252333819,0.9152192633157825
42,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1367,192,7766,235,0.8533083645443196,0.02412666499120382,0.876844130853111,0.9758733350087961,0.8649161657703258,0.8382773637112024,0.9145908497765578
43,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1367,189,7766,235,0.8533083645443196,0.023758642363293527,0.87853470437018,0.9762413576367065,0.8657378087397087,0.8392992568028333,0.9147748610905131
44,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1372,187,7767,230,0.8564294631710362,0.023510183555443803,0.8800513149454778,0.9764898164445562,0.8680797216070862,0.8420548050456579,0.9164596398077962
45,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1383,188,7774,223,0.861145703611457,0.02361215774930922,0.8803309993634627,0.9763878422506908,0.8706326723323891,0.844956648421206,0.9187667729310739
46,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1376,190,7759,240,0.8514851485148515,0.02390237765756699,0.8786717752234994,0.976097622342433,0.8648648648648649,0.8380590882894031,0.9137913854286422
47,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1369,189,7777,235,0.8534912718204489,0.023725834797891036,0.8786906290115533,0.976274165202109,0.8659076533839343,0.8395053667822856,0.9148827185112789
48,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1385,185,7780,219,0.8634663341645885,0.02322661644695543,0.8821656050955414,0.9767733835530445,0.8727158160050409,0.8474822364972815,0.9201198588588165
49,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1369,186,7748,235,0.8534912718204489,0.02344340811696496,0.8803858520900322,0.976556591883035,0.866729977841089,0.8404331123203219,0.9150239318517419
50,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1364,194,7787,240,0.8503740648379052,0.024307730860794387,0.8754813863928113,0.9756922691392056,0.8627450980392156,0.8357673523097522,0.9130331669885554
51,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1373,188,7769,229,0.8570536828963795,0.023626995098655273,0.8795643818065343,0.9763730049013447,0.8681631362630414,0.8421339708113568,0.9167133438988622
52,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1381,183,7749,231,0.8566997518610422,0.023071104387291982,0.8829923273657289,0.976928895612708,0.8696473551637279,0.8437750553357364,0.9168143237368751
53,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1376,187,7771,230,0.8567870485678705,0.023498366423724555,0.8803582853486884,0.9765016335762754,0.8684127485011045,0.8424004629973584,0.9166443410720729
54,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1371,185,7783,243,0.8494423791821561,0.023217871485943776,0.8811053984575835,0.9767821285140562,0.8649842271293374,0.8384364044306828,0.9131122538481062
55,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1371,187,7766,239,0.8515527950310559,0.02351313969571231,0.87997432605905,0.9764868603042877,0.8655303030303031,0.8390062004219998,0.9140198276676718
56,0.24941804215425473,0.1335951292533616,0.10087363977443363,0.5109901668695779,0.005123021948372288,1377,193,7781,225,0.8595505617977528,0.02420366190117883,0.8770700636942675,0.9757963380988212,0.8682219419924339,0.8421289892484587,0.917673449948287
57,0.24941804215425473,0.1335951292533616,0.10087363977443363,0.5109901668695779,0.005123021948372288,1395,187,7788,217,0.8653846153846154,0.023448275862068966,0.881795195954488,0.976551724137931,0.8735128365685659,0.8482877818391643,0.9209681697612733
58,0.24941804215425473,0.1335951292533616,0.10087363977443363,0.5109901668695779,0.005123021948372288,1383,191,7772,217,0.864375,0.02398593494913977,0.8786531130876747,0.9760140650508602,0.8714555765595463,0.8459217031021129,0.9201945325254302
59,0.24941804215425473,0.1335951292533616,0.10087363977443363,0.5109901668695779,0.005123021948372288,1381,197,7783,225,0.8599003735990037,0.02468671679197995,0.8751584283903675,0.97531328320802,0.8674623115577889,0.8411167303536945,0.9176068284035119
60,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1380,185,7772,232,0.8560794044665012,0.023249968581123538,0.8817891373801917,0.9767500314188765,0.8687440982058545,0.8427573590336351,0.9164147179426889
61,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1375,183,7759,237,0.8529776674937966,0.02304205489801058,0.8825417201540436,0.9769579451019894,0.8675078864353313,0.8413403954780655,0.914967806297893
62,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1373,190,7760,237,0.8527950310559006,0.02389937106918239,0.8784388995521433,0.9761006289308176,0.8654270406555309,0.838790167746358,0.9144478299933592
63,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1387,183,7740,223,0.8614906832298137,0.023097311624384703,0.8834394904458599,0.9769026883756153,0.8723270440251573,0.8468713056297417,0.9191966858027145
64,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1368,189,7762,236,0.8528678304239401,0.02377059489372406,0.8786127167630058,0.976229405106276,0.865548876937678,0.8390416497413088,0.9145486177651081
65,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1372,185,7770,240,0.8511166253101737,0.023255813953488372,0.8811817597944765,0.9767441860465116,0.865888292836857,0.8394587710533281,0.9139304056783426
66,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1386,185,7743,228,0.8587360594795539,0.023335015136226035,0.8822406110757479,0.976664984863774,0.8703296703296703,0.8444697606889903,0.9177005221716639
67,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1384,184,7744,230,0.8574969021065675,0.02320887991927346,0.8826530612244898,0.9767911200807265,0.8698931489629165,0.8439922322662116,0.9171440110936471
68,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1389,187,7737,231,0.8574074074074074,0.023599192327107523,0.8813451776649747,0.9764008076728925,0.8692115143929913,0.843030216322473,0.91690410754015
69,0.24941804215425473,0.1335951292533616,0.10087363977443363,0.5109901668695779,0.005123021948372288,1362,198,7805,234,0.8533834586466166,0.024740722229164062,0.8730769230769231,0.975259277770836,0.8631178707224334,0.8362706718786783,0.9143213682087263
70,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1379,187,7770,233,0.8554590570719603,0.023501319592811362,0.8805874840357599,0.9764986804071887,0.8678414096916299,0.8416590074959136,0.9159788687395745
71,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1361,193,7772,237,0.8516896120150188,0.02423101067168864,0.8758043758043758,0.9757689893283114,0.8635786802030456,0.8367830958153811,0.9137293006716651
72,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1375,188,7772,231,0.8561643835616438,0.023618090452261306,0.8797184900831734,0.9763819095477387,0.8677816345850426,0.8416505243989335,0.9162731465546913
73,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1377,182,7755,235,0.8542183622828784,0.022930578304145143,0.8832584990378448,0.9770694216958549,0.8684957426679281,0.842491756422753,0.9156438919893666
74,0.3652673861753211,0.16195260151983162,0.06370517641034751,0.40608957775126925,0.0029852581432305157,1375,183,7778,235,0.8540372670807453,0.022987061926893607,0.8825417201540436,0.9770129380731064,0.8680555555555555,0.8420593703047162,0.9155251025769259
