event_id,case_id,observation_root_id,seed,vehicle_id,pseudonym,message_id,attack_type,detected_by,source_kind,validator_rsu_id,detected_at,ground_truth_malicious,direction,detector_confidence,source_reliability,freshness,verifiability,independence,raw_evidence_hash,geographic_cell,administrative_domain_id,sensor_modality,reason_codes,payload
det-6232fc407ece9705fb5439b7,case-grid-1009-veh_000-benign,root-348890a4c3d1dd491a740e5a,1009,veh_000,ps-0bc4c4ba1b73cca2,cam-1009-veh_000-000000,benign,rsu-1,rsu,rsu-1,1.0,False,-1,0.78,0.96,0.99,0.76,0.92,17cbaf48b6140094cf06bd27ee9ba0942b28deea33ae279e694d4097011e6a3d,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 191.7066769833539}"
det-c4d9bb45994624bfd436fc6f,case-grid-1009-veh_000-benign,root-348890a4c3d1dd491a740e5a,1009,veh_000,ps-0bc4c4ba1b73cca2,cam-1009-veh_000-000000,benign,rsu-6,rsu,rsu-6,1.0,False,-1,0.78,0.8999999999999999,0.99,0.76,0.68,c259d0ea23256a6e537dacec263646f64edd94c4d2715f4abee2862187e41a24,cell-0-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 401.6857602654095}"
det-101d11dbc75ebf41a027d326,case-grid-1009-veh_000-benign,root-31be627836cab870471f156a,1009,veh_000,ps-0bc4c4ba1b73cca2,cam-1009-veh_000-000001,benign,rsu-1,rsu,rsu-1,2.0,False,-1,0.78,0.96,0.99,0.76,0.92,b600232cfcd625333f38e1e27b069fd8a8c316e16dd9581f0d1235be1a3d80e5,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 177.88513892022195}"
det-a33001db84c3958aa2f678d3,case-grid-1009-veh_000-benign,root-31be627836cab870471f156a,1009,veh_000,ps-0bc4c4ba1b73cca2,cam-1009-veh_000-000001,benign,rsu-6,rsu,rsu-6,2.0,False,-1,0.78,0.8999999999999999,0.99,0.76,0.68,6fad14f320b76f2783c33b8542fe00bfec79cf26c2d41e33558db6d66274e651,cell-0-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 402.2088330713212}"
det-cd85192529f76fb80f40a2c0,case-grid-1009-veh_001-benign,root-542767353061274d68c580ae,1009,veh_001,ps-1f6ac7ebade2bd62,cam-1009-veh_001-000000,benign,rsu-3,rsu,rsu-3,2.0,False,-1,0.78,0.9359999999999999,0.99,0.76,0.92,d028d09ed800372347d159437a55bfe5faeb0e3bfda104602e7480f8b9deb698,cell-3-1,domain-2,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 391.70326779336415}"
det-b2f295210a50d0f2a9630186,case-grid-1009-veh_001-benign,root-542767353061274d68c580ae,1009,veh_001,ps-1f6ac7ebade2bd62,cam-1009-veh_001-000000,benign,rsu-4,rsu,rsu-4,2.0,False,-1,0.78,0.9239999999999999,0.99,0.76,0.68,96ed6a438dd7cb4b54de0a67f6edaf76a729c295df38ecf643956252794d63c3,cell-2-3,domain-2,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 198.57353801551704}"
det-0c57ad0ddd7a62af812f4e1d,case-grid-1009-veh_000-benign,root-530682945593aad26205ae8c,1009,veh_000,ps-0bc4c4ba1b73cca2,cam-1009-veh_000-000002,benign,rsu-1,rsu,rsu-1,3.0,False,-1,0.78,0.96,0.99,0.76,0.92,8fbef2155c951a88cb105e3ea913a72239218696b9f3d2825f32c03847861026,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 163.9288640613906}"
det-b5e855e1b4e10855651728df,case-grid-1009-veh_000-benign,root-530682945593aad26205ae8c,1009,veh_000,ps-0bc4c4ba1b73cca2,cam-1009-veh_000-000002,benign,rsu-6,rsu,rsu-6,3.0,False,-1,0.78,0.8999999999999999,0.99,0.76,0.68,e554a1a089a0befd388ed5ccac3b54e1d89c8cef4309c3d0f5e9c16408dc6764,cell-0-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 403.21737342066655}"
det-85b4385c937a1fde00a2c6ce,case-grid-1009-veh_001-benign,root-24b833c2a5a837da1753cc00,1009,veh_001,ps-1f6ac7ebade2bd62,cam-1009-veh_001-000001,benign,rsu-3,rsu,rsu-3,3.0,False,-1,0.78,0.9359999999999999,0.99,0.76,0.92,c53ba1bee5c1b04338118c906db594b6780938c50e469305316cce8d0ec48ff6,cell-3-1,domain-2,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 377.5042933544988}"
det-133854e82a18dd2842ed5397,case-grid-1009-veh_001-benign,root-24b833c2a5a837da1753cc00,1009,veh_001,ps-1f6ac7ebade2bd62,cam-1009-veh_001-000001,benign,rsu-4,rsu,rsu-4,3.0,False,-1,0.78,0.9239999999999999,0.99,0.76,0.68,0d78d31318a7af1b552b3a3c48e6eaa275656e86b57aef126d5829b7a82a967f,cell-2-3,domain-2,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 199.67165392612364}"
