event_id,case_id,observation_root_id,seed,vehicle_id,pseudonym,message_id,attack_type,detected_by,source_kind,validator_rsu_id,detected_at,ground_truth_malicious,direction,detector_confidence,source_reliability,freshness,verifiability,independence,raw_evidence_hash,geographic_cell,administrative_domain_id,sensor_modality,reason_codes,payload
det-f4791f76fde449f92ea2817c,case-corridor-1001-veh_000-benign,root-cdc9f869cf524b35d42110a1,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000000,benign,rsu-1,rsu,rsu-1,1.0,False,-1,0.78,0.96,0.99,0.76,0.92,f9b91e7b4899708df008707959599c8f2a323e1c306a462ddc9b6a8f21772f34,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 99.46883934177578}"
det-2bbdf4fd46839915f214c7c9,case-corridor-1001-veh_000-benign,root-cdc9f869cf524b35d42110a1,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000000,benign,rsu-2,rsu,rsu-2,1.0,False,-1,0.78,0.948,0.99,0.76,0.68,b26a4de5b500cf16996bafdc7b3228818245ef7b6eb9161ad58dfb4d6342da6e,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 376.08250424607627}"
det-0fd6c879620b0a039a7cc388,case-corridor-1001-veh_000-benign,root-183cc94014dd12223f9014d0,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000001,benign,rsu-1,rsu,rsu-1,2.0,False,-1,0.78,0.96,0.99,0.76,0.92,08210193ce153d3bf25e6e463cbd9e3d42fe3928db0e44b9ef11a51ee843740b,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 86.0586886491607}"
det-bcbcb193d1f40f446cb1b13e,case-corridor-1001-veh_000-benign,root-183cc94014dd12223f9014d0,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000001,benign,rsu-2,rsu,rsu-2,2.0,False,-1,0.78,0.948,0.99,0.76,0.68,879e75dbfcb1c1df3f5a359e9012d150606d1318e69183a6b8c6cc17286b5ef2,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 361.96327486234713}"
det-2554e6c531731d9bd6bf2c97,case-corridor-1001-veh_001-benign,root-d891f6c8cbc045bdbf04a246,1001,veh_001,ps-11b4aa50327f89a0,cam-1001-veh_001-000000,benign,rsu-5,rsu,rsu-5,2.0,False,-1,0.78,0.9119999999999999,0.99,0.76,0.92,6755572f3622818402d46f1eef287fc6548ffb76fc132a4c4345e1892808ddc5,cell-5-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 315.5472230903008}"
det-93d8656c1b5e2e19b8a2bde9,case-corridor-1001-veh_001-benign,root-d891f6c8cbc045bdbf04a246,1001,veh_001,ps-11b4aa50327f89a0,cam-1001-veh_001-000000,benign,rsu-6,rsu,rsu-6,2.0,False,-1,0.78,0.8999999999999999,0.99,0.76,0.68,ea9773b808d4de4cf8c36f9c2d4ca0bd840cb132aa3ce2f7d65051c884c891e9,cell-6-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 49.23464227553612}"
det-c42137e404f7f46f2b0b9e85,case-corridor-1001-veh_000-benign,root-a636bac97b95bab191d2bf2b,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000002,benign,rsu-1,rsu,rsu-1,3.0,False,-1,0.78,0.96,0.99,0.76,0.92,4b822a0f20cb44fe8aa30d52713a987ed9a518aa0b86f13f7886a668c7c219b8,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 70.84086344451127}"
det-1afbdfa18730508ebcd31527,case-corridor-1001-veh_000-benign,root-a636bac97b95bab191d2bf2b,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000002,benign,rsu-2,rsu,rsu-2,3.0,False,-1,0.78,0.948,0.99,0.76,0.68,b586a9effab4fca64bdd596abfdd0c0b8bf6b2aeffe816a1e8fb85dc286340f8,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 345.55543794294624}"
wdet-4d9e670006dec0376fc02600,case-corridor-1001-veh_000-benign,wroot-21468fc62586f45bae0449fc,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000002,benign,veh_002,vehicle_witness,rsu-1,3.0,False,-1,0.78,0.8941484366906929,0.99,0.76,0.9125447036035298,3a4886d1cdf7a8b9dbcbed47c5d08092b2afac7b8f8af43352dbe42a4e2840b5,cell-0--1,domain-1,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 3.0, ""compromised_witness"": false, ""witness_distance_m"": 30.63190578861162}"
det-4e0d304498cf351410b41796,case-corridor-1001-veh_001-benign,root-0d16555e056404a7dd0f068d,1001,veh_001,ps-11b4aa50327f89a0,cam-1001-veh_001-000001,benign,rsu-5,rsu,rsu-5,3.0,False,-1,0.78,0.9119999999999999,0.99,0.76,0.92,1cb5e0f950c865d9a44eee82066c5a4261ff568dca6eeac6c7fe16f6eed35178,cell-5-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 300.06610144827323}"
det-3d984fb5a0cda1eea296dc27,case-corridor-1001-veh_001-benign,root-0d16555e056404a7dd0f068d,1001,veh_001,ps-11b4aa50327f89a0,cam-1001-veh_001-000001,benign,rsu-6,rsu,rsu-6,3.0,False,-1,0.78,0.8999999999999999,0.99,0.76,0.68,c75f1a2d98d73a0f71733021965dc2067dfccd52587be3d1a3d2b0d4a4545746,cell-6-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 35.658694168662116}"
det-592af6755487bea631ee3379,case-corridor-1001-veh_002-benign,root-4e4d51c7dbe4be39b2e283c3,1001,veh_002,ps-e0bc27433007a32c,cam-1001-veh_002-000000,benign,rsu-1,rsu,rsu-1,3.0,False,-1,0.78,0.96,0.99,0.76,0.92,778fc0ee5155d6ad54fa2d084eed20106b327653ad340b7da11f4016685c7ef2,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 99.46883934177578}"
det-2c94a191c5c69455b1265c73,case-corridor-1001-veh_002-benign,root-4e4d51c7dbe4be39b2e283c3,1001,veh_002,ps-e0bc27433007a32c,cam-1001-veh_002-000000,benign,rsu-2,rsu,rsu-2,3.0,False,-1,0.78,0.948,0.99,0.76,0.68,6217b939fe1d680bf175021f53f99ac94db25feb6cb6986790a64b16243285fb,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 376.08250424607627}"
wdet-8f0ebbb0f735dfe4e0331847,case-corridor-1001-veh_002-benign,wroot-9db590c770b07a3e04e57944,1001,veh_002,ps-e0bc27433007a32c,cam-1001-veh_002-000000,benign,veh_000,vehicle_witness,rsu-1,3.0,False,-1,0.78,0.651209431482877,0.99,0.76,0.8467456833631843,33f3a3afc23933674ef489b67cefbbc70a37fb84bd3073ae7b8ee1206a5fe4ac,cell-0--1,domain-1,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 3.0, ""compromised_witness"": false, ""witness_distance_m"": 30.63190578861162}"
det-f6e14e834447b727cb9b5405,case-corridor-1001-veh_000-benign,root-5a8753e0d710f8d27e96754f,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000003,benign,rsu-1,rsu,rsu-1,4.0,False,-1,0.78,0.96,0.99,0.76,0.92,312a2fc8eaac0b599305568f535111d30a51a3f3e2d8f6592b9d7197bc0171dd,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 4.0, ""compromised_rsu"": false, ""observer_distance_m"": 56.193567495652616}"
det-2474650f9d70836a543a687f,case-corridor-1001-veh_000-benign,root-5a8753e0d710f8d27e96754f,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000003,benign,rsu-2,rsu,rsu-2,4.0,False,-1,0.78,0.948,0.99,0.76,0.68,522fa7d0a1e963fb8452f31a89003cd9a0d0e89abfacde547d427164946fb5de,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 4.0, ""compromised_rsu"": false, ""observer_distance_m"": 328.9935385666198}"
wdet-b31c215841ad1b048f194cc3,case-corridor-1001-veh_000-benign,wroot-e6aec5d6424be8b67ac1de5b,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000003,benign,veh_002,vehicle_witness,rsu-1,4.0,False,-1,0.78,0.8941484366906929,0.99,0.76,0.8764784064828907,a488a6fe3e8ab1712195b090c00cdb12797faacf00acaefeb61887b25cda8e8f,cell-0--1,domain-1,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 4.0, ""compromised_witness"": false, ""witness_distance_m"": 33.393044223450126}"
det-5a10bfce9fbe7af7ed13d20f,case-corridor-1001-veh_001-benign,root-e32f65c71e5f3b7cb949e54c,1001,veh_001,ps-11b4aa50327f89a0,cam-1001-veh_001-000002,benign,rsu-5,rsu,rsu-5,4.0,False,-1,0.78,0.9119999999999999,0.99,0.76,0.92,6cb88133d49f6f3ef44b3ba786db273320cb01d19b0c2c0695d480b12b2c700d,cell-5-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 4.0, ""compromised_rsu"": false, ""observer_distance_m"": 284.12467296359347}"
det-b07d8a0580bd6457ed740330,case-corridor-1001-veh_001-benign,root-e32f65c71e5f3b7cb949e54c,1001,veh_001,ps-11b4aa50327f89a0,cam-1001-veh_001-000002,benign,rsu-6,rsu,rsu-6,4.0,False,-1,0.78,0.8999999999999999,0.99,0.76,0.68,b10183fdbf42878bd9abbc6f456f5771315978bc07ae1dc7eb47161c625fe0a3,cell-6-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 4.0, ""compromised_rsu"": false, ""observer_distance_m"": 24.243612455913023}"
wdet-f35bef89974cd38f77840f26,case-corridor-1001-veh_001-benign,wroot-88f6babcfb24162790df0560,1001,veh_001,ps-11b4aa50327f89a0,cam-1001-veh_001-000002,benign,veh_003,vehicle_witness,rsu-6,4.0,False,-1,0.78,0.7800717340585752,0.99,0.76,0.8009009681365934,e733bcfc96e20c452e953bae611c82e9e25b1d3e53921453e1df72ff5206a2f2,cell-6-0,domain-3,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 4.0, ""compromised_witness"": false, ""witness_distance_m"": 31.494301774525184}"
det-7b28c080342dc980baecc38b,case-corridor-1001-veh_002-benign,root-c3ce91ae9c7712c494296ec4,1001,veh_002,ps-e0bc27433007a32c,cam-1001-veh_002-000001,benign,rsu-1,rsu,rsu-1,4.0,False,-1,0.78,0.96,0.99,0.76,0.92,862a015ee3d273e50c75c6902606e85c2f2fab3e9830d7f802245a54f58147f4,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 4.0, ""compromised_rsu"": false, ""observer_distance_m"": 86.33989219482146}"
det-619c3955f8b79da24c85774c,case-corridor-1001-veh_002-benign,root-c3ce91ae9c7712c494296ec4,1001,veh_002,ps-e0bc27433007a32c,cam-1001-veh_002-000001,benign,rsu-2,rsu,rsu-2,4.0,False,-1,0.78,0.948,0.99,0.76,0.68,fe0eb9af7bf171b562ae6acbf07a361ed8c99bb3545ee3b157e33c9bc9df94d6,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 4.0, ""compromised_rsu"": false, ""observer_distance_m"": 362.2619399551145}"
wdet-8a64a238b2a83022cb76b969,case-corridor-1001-veh_002-benign,wroot-00950761a3f5413592d2aca3,1001,veh_002,ps-e0bc27433007a32c,cam-1001-veh_002-000001,benign,veh_000,vehicle_witness,rsu-1,4.0,False,-1,0.78,0.651209431482877,0.99,0.76,0.8263552283707213,705d550cb634210e8fed9f05ad29567d21600e57beb91fde9fab73ed2d8f1d3b,cell-0--1,domain-1,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 4.0, ""compromised_witness"": false, ""witness_distance_m"": 33.393044223450126}"
det-fb9f49a51c76c15d9455cf2e,case-corridor-1001-veh_003-benign,root-97a2193d3695cf2ead5e2664,1001,veh_003,ps-13247f0afc865149,cam-1001-veh_003-000000,benign,rsu-5,rsu,rsu-5,4.0,False,-1,0.78,0.9119999999999999,0.99,0.76,0.92,06e67835a6a8ccbe579e145b997d5674e451f75277cf2cf68c03f314e254135a,cell-5-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 4.0, ""compromised_rsu"": false, ""observer_distance_m"": 315.5472230903008}"
det-ca7fb497425fcbab8d4628e3,case-corridor-1001-veh_003-benign,root-97a2193d3695cf2ead5e2664,1001,veh_003,ps-13247f0afc865149,cam-1001-veh_003-000000,benign,rsu-6,rsu,rsu-6,4.0,False,-1,0.78,0.8999999999999999,0.99,0.76,0.68,85996bfab85c0112ecdd522ec7164e6e306e41a8a7e5eb9db4518290ec279f94,cell-6-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 4.0, ""compromised_rsu"": false, ""observer_distance_m"": 49.23464227553612}"
wdet-e3a2194ec13c86ea4956f059,case-corridor-1001-veh_003-benign,wroot-89d0ca251385f5de6622a1d5,1001,veh_003,ps-13247f0afc865149,cam-1001-veh_003-000000,benign,veh_001,vehicle_witness,rsu-6,4.0,False,-1,0.78,0.688920409959125,0.99,0.76,0.9350995031896705,67e71395439a0cb06bc731b899706400625f8559d5b427f1f84221799c04235e,cell-6-0,domain-3,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 4.0, ""compromised_witness"": false, ""witness_distance_m"": 31.494301774525184}"
det-997a943f71c3bae4513c924d,case-corridor-1001-veh_000-benign,root-5d22def66e8027073950d90e,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000004,benign,rsu-1,rsu,rsu-1,5.0,False,-1,0.78,0.96,0.99,0.76,0.92,cc3a565afb9158302d7d7582f58d5039d3430d750b8de590972c2f6e03239a17,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 5.0, ""compromised_rsu"": false, ""observer_distance_m"": 43.12826999915921}"
det-595c21aa50869a13027af2d9,case-corridor-1001-veh_000-benign,root-5d22def66e8027073950d90e,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000004,benign,rsu-2,rsu,rsu-2,5.0,False,-1,0.78,0.948,0.99,0.76,0.68,e6f63c4d952c2a090d7898526ae80e644a2eaffa87ed2529ae50fe4b839ba70c,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 5.0, ""compromised_rsu"": false, ""observer_distance_m"": 312.6006857407784}"
wdet-c31ed4ae9059e54788cd645a,case-corridor-1001-veh_000-benign,wroot-d46e6e2259f36d73d86fb651,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000004,benign,veh_002,vehicle_witness,rsu-1,5.0,False,-1,0.78,0.8941484366906929,0.99,0.76,0.8649657251151042,5d53ebc305f8e833f0ddc29e0755f1b00ff36668e2532a525ffcf694cf1d5893,cell-0--1,domain-1,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 5.0, ""compromised_witness"": false, ""witness_distance_m"": 34.03786849880125}"
wdet-53dc75de097c6b9298c95946,case-corridor-1001-veh_000-benign,wroot-5d2c6eb77c82fd5b983a8746,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000004,benign,veh_004,vehicle_witness,rsu-1,5.0,False,-1,0.78,0.7450992909510977,0.99,0.76,0.8968419637940374,07fbccb29fca249dfd9d36f4f6ede7e28787f8798392aab1f7511a11c71326be,cell-0--1,domain-1,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 5.0, ""compromised_witness"": false, ""witness_distance_m"": 63.72296240627765}"
det-46b17ccc5753dea07e8076e3,case-corridor-1001-veh_001-benign,root-050b83e620fe322831673f27,1001,veh_001,ps-11b4aa50327f89a0,cam-1001-veh_001-000003,benign,rsu-5,rsu,rsu-5,5.0,False,-1,0.78,0.9119999999999999,0.99,0.76,0.92,5ec80b8e8ea413765d869bff1d14daa32d78aa651863cf633d25fc4cac067696,cell-5-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 5.0, ""compromised_rsu"": false, ""observer_distance_m"": 267.96808095640273}"
det-9b2dcd3c9b6cb070b84fc653,case-corridor-1001-veh_001-benign,root-050b83e620fe322831673f27,1001,veh_001,ps-11b4aa50327f89a0,cam-1001-veh_001-000003,benign,rsu-6,rsu,rsu-6,5.0,False,-1,0.78,0.8999999999999999,0.99,0.76,0.68,9df352d58e8941768046a7f24003869f520715021dedd83dc0b1cda6f81f7e11,cell-6-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 5.0, ""compromised_rsu"": false, ""observer_distance_m"": 20.392362906787277}"
