case_id,observation_root_id,seed,attack_type,label,validity,direction,source_id,source_kind,validator_rsu_id,administrative_domain_id,geographic_cell,sensor_modality,detector_confidence,source_reliability,freshness,verifiability,independence,observed_at,reason_codes
case-intersection-1005-veh_000-benign,root-63120c563e05bdcf854b9729,1005,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,1.0,clean_observation
case-intersection-1005-veh_000-benign,root-63120c563e05bdcf854b9729,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,1.0,clean_observation
case-intersection-1005-veh_000-benign,root-5ba81a295f38f65d0aaeaea1,1005,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,2.0,clean_observation
case-intersection-1005-veh_000-benign,root-5ba81a295f38f65d0aaeaea1,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,2.0,clean_observation
case-intersection-1005-veh_001-benign,root-1e97471f7ad2b22033b3e1fe,1005,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,2.0,clean_observation
case-intersection-1005-veh_001-benign,root-1e97471f7ad2b22033b3e1fe,1005,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,2.0,clean_observation
case-intersection-1005-veh_000-benign,root-3edad6acb605e07ae338c301,1005,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,3.0,clean_observation
case-intersection-1005-veh_000-benign,root-3edad6acb605e07ae338c301,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,3.0,clean_observation
case-intersection-1005-veh_001-benign,root-ec3b8a5af57df814f083a227,1005,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,3.0,clean_observation
case-intersection-1005-veh_001-benign,root-ec3b8a5af57df814f083a227,1005,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,3.0,clean_observation
case-intersection-1005-veh_002-benign,root-786abcd345f3ab3d0356d40f,1005,benign,0,1,-1,rsu-3,rsu,rsu-3,domain-2,cell-2-1,rsu_cam_plausibility,0.78,0.94,0.99,0.76,0.92,3.0,clean_observation
case-intersection-1005-veh_002-benign,root-786abcd345f3ab3d0356d40f,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,3.0,clean_observation
case-intersection-1005-veh_000-benign,root-8ea0ff2de0e1599840177a59,1005,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,4.0,clean_observation
case-intersection-1005-veh_000-benign,root-8ea0ff2de0e1599840177a59,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,4.0,clean_observation
case-intersection-1005-veh_001-benign,root-5093dc8a77240db35315fbe8,1005,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,4.0,clean_observation
case-intersection-1005-veh_001-benign,root-5093dc8a77240db35315fbe8,1005,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,4.0,clean_observation
case-intersection-1005-veh_002-benign,root-30cf1dc674e80c22a2606246,1005,benign,0,1,-1,rsu-3,rsu,rsu-3,domain-2,cell-2-1,rsu_cam_plausibility,0.78,0.94,0.99,0.76,0.92,4.0,clean_observation
case-intersection-1005-veh_002-benign,root-30cf1dc674e80c22a2606246,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,4.0,clean_observation
case-intersection-1005-veh_003-benign,root-dcba62f71cee4048de29b40a,1005,benign,0,1,-1,rsu-4,rsu,rsu-4,domain-2,cell-2-3,rsu_cam_plausibility,0.78,0.93,0.99,0.76,0.92,4.0,clean_observation
case-intersection-1005-veh_003-benign,root-dcba62f71cee4048de29b40a,1005,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,4.0,clean_observation
case-intersection-1005-veh_000-benign,root-608297960cec0357628b7f0c,1005,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,5.0,clean_observation
case-intersection-1005-veh_000-benign,root-608297960cec0357628b7f0c,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,5.0,clean_observation
case-intersection-1005-veh_000-benign,wroot-f8ed08420e06c06f90d19cc4,1005,benign,0,1,-1,veh_004,vehicle_witness,rsu-1,domain-1,cell-0-1,vehicle_witness_observation,0.78,0.9599527643285126,0.99,0.76,0.8886142625736724,5.0,clean_observation
case-intersection-1005-veh_001-benign,root-accddd57b4ecebdcf12696e5,1005,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,5.0,clean_observation
case-intersection-1005-veh_001-benign,root-accddd57b4ecebdcf12696e5,1005,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,5.0,clean_observation
case-intersection-1005-veh_002-benign,root-f202ad08cc627d7f0c203e0b,1005,benign,0,1,-1,rsu-3,rsu,rsu-3,domain-2,cell-2-1,rsu_cam_plausibility,0.78,0.94,0.99,0.76,0.92,5.0,clean_observation
case-intersection-1005-veh_002-benign,root-f202ad08cc627d7f0c203e0b,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,5.0,clean_observation
case-intersection-1005-veh_003-benign,root-6add7d6db71fd49c03edc0ac,1005,benign,0,1,-1,rsu-4,rsu,rsu-4,domain-2,cell-2-3,rsu_cam_plausibility,0.78,0.93,0.99,0.76,0.92,5.0,clean_observation
case-intersection-1005-veh_003-benign,root-6add7d6db71fd49c03edc0ac,1005,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,5.0,clean_observation
case-intersection-1005-veh_004-benign,root-e5f008045cedda0e563bae7d,1005,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,5.0,clean_observation
case-intersection-1005-veh_004-benign,root-e5f008045cedda0e563bae7d,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,5.0,clean_observation
case-intersection-1005-veh_004-benign,wroot-4ce93df3e7fb334722813e48,1005,benign,0,1,-1,veh_000,vehicle_witness,rsu-1,domain-1,cell-0-1,vehicle_witness_observation,0.78,0.8523715754093291,0.99,0.76,0.9492040461135494,5.0,clean_observation
case-intersection-1005-veh_000-benign,root-3a1fac9164426962fba60b82,1005,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,6.0,clean_observation
case-intersection-1005-veh_000-benign,root-3a1fac9164426962fba60b82,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,6.0,clean_observation
case-intersection-1005-veh_000-benign,wroot-643f2b88f695b3066814a4e6,1005,benign,0,1,-1,veh_004,vehicle_witness,rsu-1,domain-1,cell-0-1,vehicle_witness_observation,0.78,0.9599527643285126,0.99,0.76,0.9370216456157208,6.0,clean_observation
case-intersection-1005-veh_001-benign,root-ba0e897595588eeb64426f7a,1005,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,6.0,clean_observation
case-intersection-1005-veh_001-benign,root-ba0e897595588eeb64426f7a,1005,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,6.0,clean_observation
case-intersection-1005-veh_001-benign,wroot-4ed217857edf51890b62d7c6,1005,benign,0,1,-1,veh_005,vehicle_witness,rsu-2,domain-1,cell-3-2,vehicle_witness_observation,0.78,0.8918572483775311,0.99,0.76,0.8671333841207842,6.0,clean_observation
case-intersection-1005-veh_002-benign,root-977765a3023de8bf0febca49,1005,benign,0,1,-1,rsu-3,rsu,rsu-3,domain-2,cell-2-1,rsu_cam_plausibility,0.78,0.94,0.99,0.76,0.92,6.0,clean_observation
case-intersection-1005-veh_002-benign,root-977765a3023de8bf0febca49,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,6.0,clean_observation
case-intersection-1005-veh_003-benign,root-06e75565e6badfd63ef80773,1005,benign,0,1,-1,rsu-4,rsu,rsu-4,domain-2,cell-2-3,rsu_cam_plausibility,0.78,0.93,0.99,0.76,0.92,6.0,clean_observation
case-intersection-1005-veh_003-benign,root-06e75565e6badfd63ef80773,1005,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,6.0,clean_observation
case-intersection-1005-veh_004-benign,root-2c93ab78b52f0f6411b4af77,1005,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,6.0,clean_observation
case-intersection-1005-veh_004-benign,root-2c93ab78b52f0f6411b4af77,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,6.0,clean_observation
case-intersection-1005-veh_004-benign,wroot-634d8be8198ee242b120338b,1005,benign,0,1,-1,veh_000,vehicle_witness,rsu-1,domain-1,cell-0-1,vehicle_witness_observation,0.78,0.8523715754093291,0.99,0.76,0.8596558940922933,6.0,clean_observation
case-intersection-1005-veh_005-benign,root-8db4944414374f84e59cdcd5,1005,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,6.0,clean_observation
case-intersection-1005-veh_005-benign,root-8db4944414374f84e59cdcd5,1005,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,6.0,clean_observation
case-intersection-1005-veh_005-benign,wroot-ab7aed93d55ed3a6ce87683c,1005,benign,0,1,-1,veh_001,vehicle_witness,rsu-2,domain-1,cell-3-2,vehicle_witness_observation,0.78,0.8055148555230334,0.99,0.76,0.9233540039995398,6.0,clean_observation
case-intersection-1005-veh_000-benign,root-088b54126935770330def4f9,1005,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,7.0,clean_observation
case-intersection-1005-veh_000-benign,root-088b54126935770330def4f9,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,7.0,clean_observation
case-intersection-1005-veh_000-benign,wroot-a2d985acb690197a1442f142,1005,benign,0,1,-1,veh_004,vehicle_witness,rsu-1,domain-1,cell-0-1,vehicle_witness_observation,0.78,0.9599527643285126,0.99,0.76,0.862801994241667,7.0,clean_observation
case-intersection-1005-veh_001-benign,root-60963cd6fbe736dcffcde114,1005,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,7.0,clean_observation
case-intersection-1005-veh_001-benign,root-60963cd6fbe736dcffcde114,1005,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,7.0,clean_observation
case-intersection-1005-veh_001-benign,wroot-26abd95a684eed6b8cffa87b,1005,benign,0,1,-1,veh_005,vehicle_witness,rsu-2,domain-1,cell-3-2,vehicle_witness_observation,0.78,0.8918572483775311,0.99,0.76,0.9418242168756537,7.0,clean_observation
case-intersection-1005-veh_002-benign,root-d05fedfc66ba6021f7478d48,1005,benign,0,1,-1,rsu-3,rsu,rsu-3,domain-2,cell-2-1,rsu_cam_plausibility,0.78,0.94,0.99,0.76,0.92,7.0,clean_observation
case-intersection-1005-veh_002-benign,root-d05fedfc66ba6021f7478d48,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,7.0,clean_observation
case-intersection-1005-veh_002-benign,wroot-0144d1a31b0073339773f630,1005,benign,0,1,-1,veh_006,vehicle_witness,rsu-3,domain-2,cell-2-0,vehicle_witness_observation,0.78,0.7014580970867365,0.99,0.76,0.8311212613285412,7.0,clean_observation
case-intersection-1005-veh_003-benign,root-4474b95e4e151e266b0225e4,1005,benign,0,1,-1,rsu-4,rsu,rsu-4,domain-2,cell-2-3,rsu_cam_plausibility,0.78,0.93,0.99,0.76,0.92,7.0,clean_observation
case-intersection-1005-veh_003-benign,root-4474b95e4e151e266b0225e4,1005,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,7.0,clean_observation
case-intersection-1005-veh_004-benign,root-fbfbc7896a753832a02c76e5,1005,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,7.0,clean_observation
case-intersection-1005-veh_004-benign,root-fbfbc7896a753832a02c76e5,1005,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,7.0,clean_observation
case-intersection-1005-veh_004-benign,wroot-56158e30373cbf11007e63e0,1005,benign,0,1,-1,veh_000,vehicle_witness,rsu-1,domain-1,cell-0-1,vehicle_witness_observation,0.78,0.8523715754093291,0.99,0.76,0.9038119200421543,7.0,clean_observation
case-intersection-1005-veh_005-benign,root-9c12f51cf228b00e270f212f,1005,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,7.0,clean_observation
case-intersection-1005-veh_005-benign,root-9c12f51cf228b00e270f212f,1005,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,7.0,clean_observation
case-intersection-1005-veh_005-benign,wroot-c5ee5337ddaa5a3f82a542c6,1005,benign,0,1,-1,veh_001,vehicle_witness,rsu-2,domain-1,cell-3-2,vehicle_witness_observation,0.78,0.8055148555230334,0.99,0.76,0.8297198978108999,7.0,clean_observation
