topology,architecture,TP,FP,TN,FN,trust_precision,malicious_revocation_recall,false_revocation_rate,malicious_acceptance_rate,specificity,trust_f1,mcc,detection_latency_p95_ms,qualification_latency_p95_ms,consensus_latency_p95_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ledger_consistency_delay_p95_ms,messages_total,messages_per_decision,bytes_total,bytes_per_decision,retransmissions,mean_queue_delay_ms,packet_delivery_ratio,consensus_success_rate,consensus_liveness_failures,safety_violations,view_changes,ledger_blocks,ledger_consistent,state_recoveries,false_revocations_from_compromise,runtime_seconds,cpu_time_seconds,peak_memory_kb,seed
corridor,centralized_vpuft,20,2,131,5,0.9090909090909092,0.8,0.0150375939849624,0.2,0.9849624060150376,0.8510638297872342,0.8274921602653108,8000.0,14153.55577269158,0.0,14064.80268007616,14197.596819489898,14221.52940092323,1.0000000000047748,6930,43.86075949367088,4878720,30877.974683544304,138,5913.408716883417,0.98008658008658,,0,0,0,22,1,0,0,1.683647199999541,1.6875,6159.7451171875,1007
corridor,distributed_rsu_vpuft,20,2,131,5,0.9090909090909092,0.8,0.0150375939849624,0.2,0.9849624060150376,0.8510638297872342,0.8274921602653108,8000.0,14347.28702788144,44.44706605550195,14168.060439824272,14391.215227731776,14420.441278708786,14.635705088199202,6802,43.050632911392405,4614464,29205.46835443038,141,5481.4043779429685,0.9792708027050868,1.0,0,0,0,22,1,0,0,1.716024599969387,1.71875,6133.2275390625,1007
corridor,ahmed_inspired_witness_vpuft,24,4,129,1,0.8571428571428571,0.96,0.0300751879699248,0.04,0.9699248120300752,0.9056603773584904,0.888777330115168,8000.0,14839.028657154531,42.95197038668519,14322.874578065595,14871.093421788437,14995.08803997133,13.673821757966206,34340,217.34177215189877,25635152,162247.79746835443,671,3099.394727085506,0.9804601048340128,1.0,0,0,0,28,1,0,0,4.843543899944052,4.8125,19426.4111328125,1007
corridor,centralized_vpuft,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14163.982158107308,0.0,14061.44155431301,14204.026546374922,14236.4698211969,1.0000000000047748,6926,43.83544303797469,4875904,30860.151898734177,135,5913.077590528744,0.9805082298585042,,0,0,0,24,1,0,0,1.6647012999746948,1.65625,6144.8134765625,1008
corridor,distributed_rsu_vpuft,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14354.748257321991,44.816419027890205,14170.219793241356,14394.1671770709,14420.640919059302,16.28262738640451,6858,43.40506329113924,4640064,29367.49367088608,138,5433.613430169882,0.9798775153105862,1.0,0,0,0,24,1,0,0,1.6309437999734655,1.609375,6142.6845703125,1008
corridor,ahmed_inspired_witness_vpuft,24,4,129,1,0.8571428571428571,0.96,0.0300751879699248,0.04,0.9699248120300752,0.9056603773584904,0.888777330115168,8000.0,14883.427505261894,46.35609383198318,14313.347617691796,14918.582685639894,15006.940035774827,14.707765113226577,34371,217.5379746835443,25659976,162404.91139240508,710,3100.9733969151725,0.9793430508277328,1.0,0,0,0,28,1,0,0,4.523380400030874,4.484375,19393.3388671875,1008
corridor,centralized_vpuft,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14148.44444042139,0.0,14058.08967284976,14208.933446671252,14226.752291568078,1.0000000000047748,6929,43.85443037974684,4878016,30873.518987341773,124,5924.251706162806,0.9821041997402222,,0,0,0,24,1,0,0,1.5920051999855789,1.578125,6139.6240234375,1009
corridor,distributed_rsu_vpuft,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14379.05082659625,40.0255977832682,14164.068499826317,14418.799546994664,14433.309526604247,15.24279532788917,6870,43.48101265822785,4652416,29445.67088607595,136,5443.253043995867,0.9802037845705968,1.0,0,0,0,24,1,0,0,1.631070900009945,1.625,6141.10546875,1009
corridor,ahmed_inspired_witness_vpuft,24,4,129,1,0.8571428571428571,0.96,0.0300751879699248,0.04,0.9699248120300752,0.9056603773584904,0.888777330115168,8000.0,14835.036829479104,42.22872513253133,14317.350097551624,14874.285928375031,14992.055687761404,15.809115962814245,34309,217.1455696202532,25614024,162114.07594936708,644,3102.3877027780086,0.9812294150222972,1.0,0,0,0,28,1,0,0,5.0997672000085,5.109375,19623.5625,1009
corridor,centralized_vpuft,22,3,130,3,0.88,0.88,0.0225563909774436,0.12,0.9774436090225564,0.88,0.8574436090225563,8000.0,14147.89332161448,0.0,14060.104116684988,14201.989491410244,14222.900593366336,1.0000000000047748,6947,43.96835443037975,4890688,30953.721518987342,151,5901.518587016278,0.97812005182093,,0,0,0,25,1,0,0,1.582369200012181,1.546875,6211.7177734375,1010
