architecture,TP,FP,TN,FN,trust_precision,malicious_revocation_recall,false_revocation_rate,malicious_acceptance_rate,specificity,trust_f1,mcc,detection_latency_p95_ms,qualification_latency_p95_ms,consensus_latency_p95_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ledger_consistency_delay_p95_ms,messages_total,messages_per_decision,bytes_total,bytes_per_decision,retransmissions,mean_queue_delay_ms,packet_delivery_ratio,consensus_success_rate,consensus_liveness_failures,safety_violations,view_changes,ledger_blocks,ledger_consistent,state_recoveries,false_revocations_from_compromise,runtime_seconds,seed,topology,cpu_time_seconds,peak_memory_kb,fault_activated_count,semantic_invalid_proposals,validator_recheck_failures,evidence_guard_checks,evidence_guard_rejections
distributed_extension_concealment_rsu,14,3,130,11,0.8235294117647058,0.56,0.0225563909774436,0.44,0.9774436090225564,0.6666666666666666,0.6329868832587955,8000.0,14270.422413016571,197.95375728792092,14159.21517073341,14363.35897127167,14445.351643949509,13.728249039016305,4134,26.16455696202532,4613760,29201.01265822785,62,4579.616167199797,0.9850024189646832,1.0,0,0,0,17,1,0,0,2.138449499994749,1010,smoke,2.125,4661.091796875,0,0,0,0,0
distributed_extension_malicious_validator,19,3,130,6,0.8636363636363636,0.76,0.0225563909774436,0.24,0.9774436090225564,0.8085106382978724,0.7773987651228131,8000.0,14779.61238314391,408.46746462383794,14368.273665916431,14955.632656175208,15024.966133236152,15.377792805935895,4243,26.854430379746837,5548416,35116.556962025315,63,4352.192208615643,0.9851520150836672,1.0,0,0,11,22,1,0,0,2.4157317000062903,1010,smoke,2.359375,4623.2763671875,11,11,0,0,0
distributed_extension_guard_honest,9,2,131,16,0.8181818181818182,0.36,0.0150375939849624,0.64,0.9849624060150376,0.5,0.4946665948008856,8000.0,14291.987692938865,166.35798523306633,14124.765141209622,14375.14260345318,14432.150420808646,17.368178540170476,3820,24.17721518987342,3669696,23225.92405063291,58,4725.601038442441,0.9848167539267016,1.0,0,0,0,11,1,0,0,1.7368223999947077,1010,smoke,1.5625,4476.63671875,0,0,0,27,11
distributed_extension_guard_false_accusation_rsu,9,2,131,16,0.8181818181818182,0.36,0.0150375939849624,0.64,0.9849624060150376,0.5,0.4946665948008856,8000.0,14286.23820960697,163.7360769208165,14143.273256049028,14370.096662075675,14432.526068667545,14.391204120123293,4360,27.59493670886076,4109344,26008.506329113923,66,4958.266186042526,0.9848623853211008,1.0,0,0,0,11,1,0,0,1.8657634000119288,1010,smoke,1.65625,4992.79296875,0,0,0,28,11
distributed_extension_honest,21,2,131,4,0.9130434782608696,0.84,0.0150375939849624,0.16,0.9849624060150376,0.8749999999999999,0.8536880074557871,8000.0,14575.476411121768,132.47546328186812,14248.604238225553,14684.633624646083,14741.454240194224,15.937941470993165,5627,35.61392405063291,7660608,48484.86075949367,125,4730.776107999799,0.9777856762040164,1.0,0,0,0,23,1,0,0,3.311891100005596,1001,corridor,3.203125,6141.3515625,0,0,0,0,0
distributed_extension_false_accusation_rsu,21,4,129,4,0.84,0.84,0.0300751879699248,0.16,0.9699248120300752,0.8399999999999999,0.8099248120300752,8000.0,14564.112061479344,128.07165449084576,14230.349795552484,14667.393573571186,14703.00533412088,15.761814191107248,6238,39.48101265822785,8195296,51868.96202531645,134,4709.507492467283,0.978518756011542,1.0,0,0,0,25,1,0,0,3.48422520000895,1001,corridor,3.359375,6514.181640625,0,0,0,0,0
distributed_extension_concealment_rsu,16,2,131,9,0.8888888888888888,0.64,0.0150375939849624,0.36,0.9849624060150376,0.7441860465116279,0.7178760227279067,8000.0,14391.54424444343,141.2557800512633,14204.553113206175,14561.029971249658,14564.870599838943,15.822749104805922,5552,35.13924050632912,6579520,41642.53164556962,125,4785.07719376461,0.977485590778098,1.0,0,0,0,18,1,0,0,2.793928800005233,1001,corridor,2.59375,6002.67578125,0,0,0,0,0
distributed_extension_malicious_validator,21,2,131,4,0.9130434782608696,0.84,0.0150375939849624,0.16,0.9849624060150376,0.8749999999999999,0.8536880074557871,8000.0,14615.88380522524,214.62690284537084,14314.82060581311,14836.445251572966,14920.400697664794,15.780762411352356,5645,35.72784810126582,7747520,49034.93670886076,125,4756.059263049468,0.9778565101860052,1.0,0,0,6,23,1,0,0,3.2517916000069818,1001,corridor,3.125,5934.3154296875,6,6,0,0,0
distributed_extension_guard_honest,18,2,131,7,0.9,0.72,0.0150375939849624,0.28,0.9849624060150376,0.7999999999999999,0.7737617222308057,8000.0,14397.341549265171,130.26625020675093,14217.828577277403,14528.704804959323,14540.729865544756,16.010534383035594,5522,34.949367088607595,6743264,42678.88607594937,125,4804.985139521765,0.9773632741760232,1.0,0,0,0,20,1,0,0,2.9713571000029333,1001,corridor,2.890625,5895.9580078125,0,0,0,50,3
distributed_extension_guard_false_accusation_rsu,18,2,131,7,0.9,0.72,0.0150375939849624,0.28,0.9849624060150376,0.7999999999999999,0.7737617222308057,8000.0,14384.112250267915,124.28810482377877,14217.967032738035,14505.436176051178,14538.700493464905,16.115981372182024,6057,38.33544303797469,7056960,44664.303797468354,128,4830.792302219225,0.9788674261185404,1.0,0,0,0,20,1,0,0,3.099340500004473,1001,corridor,3.0625,6408.9921875,0,0,0,55,5
distributed_extension_honest,21,2,131,4,0.9130434782608696,0.84,0.0150375939849624,0.16,0.9849624060150376,0.8749999999999999,0.8536880074557871,8000.0,14593.930273599635,127.03772825299922,14245.34121377326,14710.998642484908,14730.297113465693,14.083043754085622,5600,35.44303797468354,7621184,48235.3417721519,124,4792.887341855551,0.9778571428571428,1.0,0,0,0,23,1,0,0,3.2859718999970937,1002,corridor,3.234375,5933.033203125,0,0,0,0,0
distributed_extension_false_accusation_rsu,21,4,129,4,0.84,0.84,0.0300751879699248,0.16,0.9699248120300752,0.8399999999999999,0.8099248120300752,8000.0,14598.61228054272,130.96031907870156,14246.642403412508,14698.058059584591,14746.020700434889,17.572144888418954,6212,39.31645569620253,8266624,52320.40506329114,134,4807.1686787806375,0.9784288473921442,1.0,0,0,0,25,1,0,0,3.554251900000964,1002,corridor,3.5,6472.9208984375,0,0,0,0,0
distributed_extension_concealment_rsu,16,2,131,9,0.8888888888888888,0.64,0.0150375939849624,0.36,0.9849624060150376,0.7441860465116279,0.7178760227279067,8000.0,14400.908457220832,131.68966048030944,14225.653832741737,14532.598117701142,14656.675451488709,14.132710311388053,5525,34.96835443037975,6493472,41097.92405063291,124,4848.915413321657,0.9775565610859728,1.0,0,0,0,18,1,0,0,2.8930315999896266,1002,corridor,2.828125,5971.5712890625,0,0,0,0,0
distributed_extension_malicious_validator,21,2,131,4,0.9130434782608696,0.84,0.0150375939849624,0.16,0.9849624060150376,0.8749999999999999,0.8536880074557871,8000.0,14570.918001781254,182.5425833833787,14272.768154040026,14678.213986158617,14760.323893092263,16.230536700393117,5607,35.4873417721519,7721152,48868.05063291139,125,4791.213484334821,0.9777064383805956,1.0,0,0,2,23,1,0,0,3.2681413999962388,1002,corridor,3.21875,5932.2216796875,2,2,0,0,0
distributed_extension_guard_honest,18,2,131,7,0.9,0.72,0.0150375939849624,0.28,0.9849624060150376,0.7999999999999999,0.7737617222308057,8000.0,14373.510618736698,126.0275564524626,14239.200667017794,14494.18845231534,14553.819358161809,15.99345996125976,5495,34.778481012658226,6706880,42448.60759493671,124,4868.663234245177,0.9774340309372156,1.0,0,0,0,20,1,0,0,2.964279400010128,1002,corridor,2.953125,5891.4375,0,0,0,51,3
distributed_extension_guard_false_accusation_rsu,18,2,131,7,0.9,0.72,0.0150375939849624,0.28,0.9849624060150376,0.7999999999999999,0.7737617222308057,8000.0,14373.50606883634,128.80767011522707,14232.541192865245,14497.701502503456,14565.441328451128,15.396967208139502,6035,38.19620253164557,7099616,44934.27848101266,132,4928.084625378911,0.9781275890637944,1.0,0,0,0,20,1,0,0,3.106428200000664,1002,corridor,3.09375,6410.705078125,0,0,0,55,5
distributed_extension_honest,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14553.125248574335,123.4097712545896,14240.374067098666,14665.05475952744,14704.44285725568,14.855182010558996,5635,35.66455696202532,7678528,48598.27848101266,109,4718.628636452411,0.9806566104702752,1.0,0,0,0,24,1,0,0,3.290475999994669,1003,corridor,3.28125,5933.6142578125,0,0,0,0,0
distributed_extension_false_accusation_rsu,22,3,130,3,0.88,0.88,0.0225563909774436,0.12,0.9774436090225564,0.88,0.8574436090225563,8000.0,14546.338814717434,129.11474159483305,14241.547818755862,14662.03529882818,14767.373936449154,14.846325838762196,6216,39.34177215189873,8363968,52936.50632911392,123,4695.599227845984,0.9802123552123552,1.0,0,0,0,25,1,0,0,3.5216336000012234,1003,corridor,3.484375,6468.00390625,0,0,0,0,0
distributed_extension_concealment_rsu,15,2,131,10,0.8823529411764706,0.6,0.0150375939849624,0.4,0.9849624060150376,0.7142857142857143,0.6889532668933168,8000.0,14296.975616555532,109.95509451983452,14167.223925599636,14406.930711075369,14471.474950596432,15.37105622737158,5486,34.721518987341774,5990016,37911.49367088608,105,4816.665422404918,0.9808603718556326,1.0,0,0,0,17,1,0,0,2.672295399999712,1003,corridor,2.671875,5950.666015625,0,0,0,0,0
distributed_extension_malicious_validator,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14707.34390660761,182.99516007456373,14352.756579459525,14825.700743423196,14837.207503756708,14.855182010558996,5651,35.765822784810126,7752288,49065.11392405063,110,4751.930650319103,0.980534418686958,1.0,0,0,5,24,1,0,0,3.4501413999969373,1003,corridor,3.453125,5924.8876953125,5,5,0,0,0
distributed_extension_guard_honest,18,2,131,7,0.9,0.72,0.0150375939849624,0.28,0.9849624060150376,0.7999999999999999,0.7737617222308057,8000.0,14368.236930053004,126.9577646052852,14223.443077094333,14492.442671941855,14556.57952342297,14.721168010976092,5491,34.75316455696203,6650304,42090.53164556962,105,4825.671964870597,0.9808778000364232,1.0,0,0,0,20,1,0,0,2.9468234999949345,1003,corridor,2.9375,5865.6298828125,0,0,0,51,4
distributed_extension_guard_false_accusation_rsu,18,2,131,7,0.9,0.72,0.0150375939849624,0.28,0.9849624060150376,0.7999999999999999,0.7737617222308057,8000.0,14377.782040586026,127.4898807614978,14231.216446733944,14500.47211597619,14566.560319038486,15.164387501479483,6038,38.21518987341772,7052576,44636.55696202532,120,4813.582250960908,0.9801258694932096,1.0,0,0,0,20,1,0,0,3.077794199998607,1003,corridor,3.03125,6388.76171875,0,0,0,52,5
distributed_extension_honest,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14564.98925527096,127.33211592018492,14239.55931188879,14669.69168870412,14731.980965329363,14.161191801087725,5661,35.82911392405063,7737920,48974.17721518988,96,4738.27173244535,0.9830418653948064,1.0,0,0,0,24,1,0,0,3.331098299997393,1004,corridor,3.265625,5928.724609375,0,0,0,0,0
distributed_extension_false_accusation_rsu,22,4,129,3,0.8461538461538461,0.88,0.0300751879699248,0.12,0.9699248120300752,0.8627450980392156,0.836570783400992,8000.0,14566.356357555338,126.20152612148772,14241.416145273495,14670.792292648552,14711.654996782812,14.650379026111436,6273,39.70253164556962,8413568,53250.43037974684,106,4716.848763770751,0.983102183963016,1.0,0,0,0,26,1,0,0,3.62087800000154,1004,corridor,3.515625,6471.595703125,0,0,0,0,0
distributed_extension_concealment_rsu,15,2,131,10,0.8823529411764706,0.6,0.0150375939849624,0.4,0.9849624060150376,0.7142857142857143,0.6889532668933168,8000.0,14287.055846155672,123.86343557202932,14166.280190697016,14410.919281727702,14461.329913406533,14.598991012019267,5516,34.91139240506329,5999840,37973.670886075946,96,4833.702410274055,0.9825960841189268,1.0,0,0,0,17,1,0,0,2.648437700001523,1004,corridor,2.625,5952.5927734375,0,0,0,0,0
distributed_extension_malicious_validator,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14852.265480184527,194.56660774335856,14365.47289216443,14975.187572413934,15051.768470145438,14.59392973355662,5679,35.94303797468354,7939584,50250.53164556962,96,4787.801251113498,0.9830956154252508,1.0,0,0,6,24,1,0,0,3.321822199999588,1004,corridor,3.25,5933.0078125,6,6,0,0,0
distributed_extension_guard_honest,18,2,131,7,0.9,0.72,0.0150375939849624,0.28,0.9849624060150376,0.7999999999999999,0.7737617222308057,8000.0,14398.83510337241,128.77342646061544,14208.435530814864,14526.860544260982,14582.723839941138,14.803780708612637,5521,34.94303797468354,6691712,42352.60759493671,96,4837.984742895831,0.9826118456801304,1.0,0,0,0,20,1,0,0,2.9724935999984154,1004,corridor,2.921875,5881.837890625,0,0,0,49,4
distributed_extension_guard_false_accusation_rsu,18,2,131,7,0.9,0.72,0.0150375939849624,0.28,0.9849624060150376,0.7999999999999999,0.7737617222308057,8000.0,14404.283104570475,127.16280470498128,14213.826988225876,14524.430107504044,14588.114729810984,14.70267827549776,6059,38.348101265822784,7139616,45187.443037974685,102,4866.33729868725,0.9831655388678,1.0,0,0,0,20,1,0,0,3.147809599991888,1004,corridor,3.078125,6403.1005859375,0,0,0,57,6
distributed_extension_honest,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14623.704531078103,131.09241263170333,14254.107163318782,14739.90117464248,14833.411922453712,16.379670549298094,5716,36.177215189873415,7972896,50461.36708860759,110,4666.524008058998,0.9807557732680195,1.0,0,0,0,24,1,0,0,3.3442133000062317,1005,corridor,3.109375,5942.4248046875,0,0,0,0,0
distributed_extension_false_accusation_rsu,22,4,129,3,0.8461538461538461,0.88,0.0300751879699248,0.12,0.9699248120300752,0.8627450980392156,0.836570783400992,8000.0,14581.246273023207,129.79642348518183,14253.7248181896,14683.612842455632,14746.327457990716,18.15460939381985,6333,40.08227848101266,8411104,53234.83544303798,125,4676.336180440323,0.9802621190588978,1.0,0,0,0,26,1,0,0,4.27560259999882,1005,corridor,4.09375,6718.58984375,0,0,0,0,0
distributed_extension_concealment_rsu,16,2,131,9,0.8888888888888888,0.64,0.0150375939849624,0.36,0.9849624060150376,0.7441860465116279,0.7178760227279067,8000.0,14372.10052976158,113.85229413248506,14205.489507352177,14480.88166530783,14565.340749537858,16.57373787319791,5605,35.4746835443038,6517920,41252.6582278481,109,4756.389370766866,0.9805530776092776,1.0,0,0,0,18,1,0,0,2.868740499994601,1005,corridor,2.8125,6217.25390625,0,0,0,0,0
distributed_extension_malicious_validator,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14690.650983631944,187.6900777403968,14320.49009425136,14867.23335218855,14997.742303766834,17.594689589451562,5734,36.29113924050633,7798784,49359.39240506329,110,4683.8268489680295,0.980816184164632,1.0,0,0,6,24,1,0,0,3.362694099996588,1005,corridor,3.296875,6060.0283203125,6,6,0,0,0
distributed_extension_guard_honest,20,2,131,5,0.9090909090909092,0.8,0.0150375939849624,0.2,0.9849624060150376,0.8510638297872342,0.8274921602653108,8000.0,14513.851719000657,128.74089962597816,14240.54730889947,14577.625384641597,14580.3773417069,19.118822031860105,5645,35.72784810126582,6981600,44187.3417721519,109,4703.988707169414,0.9806908768821966,1.0,0,0,0,22,1,0,0,3.0695636000018567,1005,corridor,3.03125,5952.1015625,0,0,0,54,2
distributed_extension_guard_false_accusation_rsu,20,2,131,5,0.9090909090909092,0.8,0.0150375939849624,0.2,0.9849624060150376,0.8510638297872342,0.8274921602653108,8000.0,14494.667440722003,122.3392381250445,14234.856325154282,14580.336945385789,14600.610614080806,14.857097069025116,6191,39.18354430379747,7480096,47342.379746835446,123,4770.603530507749,0.9801324503311258,1.0,0,0,0,22,1,0,0,3.224282099996344,1005,corridor,3.203125,6474.880859375,0,0,0,59,4
distributed_extension_honest,21,2,131,4,0.9130434782608696,0.84,0.0150375939849624,0.16,0.9849624060150376,0.8749999999999999,0.8536880074557871,8000.0,14552.268725225254,136.43973622866525,14256.796649441363,14671.391233670513,14719.892750500065,16.35893289379453,5633,35.651898734177216,7764544,49142.6835443038,113,4728.370673779155,0.9799396413988992,1.0,0,0,0,23,1,0,0,3.2593777000001865,1006,corridor,3.21875,5958.9853515625,0,0,0,0,0
distributed_extension_false_accusation_rsu,21,4,129,4,0.84,0.84,0.0300751879699248,0.16,0.9699248120300752,0.8399999999999999,0.8099248120300752,8000.0,14523.471058813016,123.1378182761304,14247.419407429676,14626.338318171773,14688.267678960428,14.502923697841652,6247,39.53797468354431,8238016,52139.3417721519,125,4726.665694605542,0.979990395389787,1.0,0,0,0,25,1,0,0,3.500344000000041,1006,corridor,3.46875,6471.9677734375,0,0,0,0,0
distributed_extension_concealment_rsu,16,2,131,9,0.8888888888888888,0.64,0.0150375939849624,0.36,0.9849624060150376,0.7441860465116279,0.7178760227279067,8000.0,14362.4521199637,137.17509926397142,14194.299843076296,14499.627219227672,14537.142097626274,13.820311899246104,5556,35.16455696202532,6602752,41789.56962025316,111,4789.802623199283,0.9800215982721382,1.0,0,0,0,18,1,0,0,2.801423299999442,1006,corridor,2.765625,5969.345703125,0,0,0,0,0
distributed_extension_malicious_validator,21,2,131,4,0.9130434782608696,0.84,0.0150375939849624,0.16,0.9849624060150376,0.8749999999999999,0.8536880074557871,8000.0,14701.922065117857,196.26752595113427,14376.576058783314,14840.951267037635,14926.4713084503,15.537068127164844,5651,35.765822784810126,7662432,48496.40506329114,113,4758.675131390199,0.9800035391966024,1.0,0,0,6,23,1,0,0,3.2785017999995034,1006,corridor,3.28125,5933.2529296875,6,6,0,0,0
distributed_extension_guard_honest,19,2,131,6,0.9047619047619048,0.76,0.0150375939849624,0.24,0.9849624060150376,0.8260869565217391,0.8008667271573939,8000.0,14439.940257264863,131.927483540359,14255.933716454025,14524.851720528148,14594.021910108137,15.509668973038517,5561,35.19620253164557,6830880,43233.417721518985,111,4775.834191367373,0.9800395612299946,1.0,0,0,0,21,1,0,0,3.0073652999999467,1006,corridor,2.96875,5901.3330078125,0,0,0,50,2
distributed_extension_guard_false_accusation_rsu,19,2,131,6,0.9047619047619048,0.76,0.0150375939849624,0.24,0.9849624060150376,0.8260869565217391,0.8008667271573939,8000.0,14443.905690243551,127.42637208192777,14240.517444863322,14514.77893000451,14576.57908980402,13.682767966457732,6106,38.64556962025316,7213984,45658.12658227848,124,4819.875592361395,0.9796921061251228,1.0,0,0,0,21,1,0,0,3.1374915999913355,1006,corridor,3.125,6421.525390625,0,0,0,57,4
distributed_extension_honest,20,2,131,5,0.9090909090909092,0.8,0.0150375939849624,0.2,0.9849624060150376,0.8510638297872342,0.8274921602653108,8000.0,14529.423488182643,128.23845576062814,14230.163289300472,14609.843585334982,14707.504351153497,14.764525523681725,5624,35.59493670886076,7547776,47770.73417721519,119,4698.357525232018,0.9788406827880513,1.0,0,0,0,22,1,0,0,3.23477080000157,1007,corridor,3.203125,5923.6953125,0,0,0,0,0
distributed_extension_false_accusation_rsu,20,2,131,5,0.9090909090909092,0.8,0.0150375939849624,0.2,0.9849624060150376,0.8510638297872342,0.8274921602653108,8000.0,14517.174457745035,124.51414189323592,14223.33293842386,14631.756311380212,14690.964298929575,13.202544382552972,6167,39.03164556962025,7917472,50110.582278481015,130,4721.779400609808,0.978920058375223,1.0,0,0,0,22,1,0,0,3.487268099997891,1007,corridor,3.453125,6443.4169921875,0,0,0,0,0
distributed_extension_concealment_rsu,15,2,131,10,0.8823529411764706,0.6,0.0150375939849624,0.4,0.9849624060150376,0.7142857142857143,0.6889532668933168,8000.0,14327.739145788952,108.53687466603218,14180.783048002697,14439.94337028067,14448.850861444404,14.69395374279543,5549,35.120253164556964,6040288,38229.670886075946,119,4745.113838334357,0.9785546945395568,1.0,0,0,0,17,1,0,0,2.702517400000943,1007,corridor,2.703125,5964.5341796875,0,0,0,0,0
distributed_extension_malicious_validator,20,2,131,5,0.9090909090909092,0.8,0.0150375939849624,0.2,0.9849624060150376,0.8510638297872342,0.8274921602653108,8000.0,14612.947369671045,188.1342538775524,14258.843597924282,14790.829435847343,14928.072932914716,14.723436134794808,5637,35.677215189873415,7659680,48478.98734177216,120,4732.009239280744,0.9787120808940926,1.0,0,0,4,22,1,0,0,3.376825400002417,1007,corridor,3.359375,5926.7470703125,4,4,0,0,0
distributed_extension_guard_honest,17,2,131,8,0.8947368421052632,0.68,0.0150375939849624,0.32,0.9849624060150376,0.7727272727272727,0.7461200611592187,8000.0,14347.578416907989,129.2400029332221,14226.41726804526,14478.230321660243,14490.419965076226,15.638236423835394,5519,34.93037974683544,6602048,41785.11392405063,119,4772.222319519802,0.978438122848342,1.0,0,0,0,19,1,0,0,2.927106899995124,1007,corridor,2.828125,5885.7939453125,0,0,0,46,3
distributed_extension_guard_false_accusation_rsu,17,2,131,8,0.8947368421052632,0.68,0.0150375939849624,0.32,0.9849624060150376,0.7727272727272727,0.7461200611592187,8000.0,14357.875691197296,129.81463220140267,14208.490534138577,14482.967868805905,14509.393257317852,13.132921916479036,6062,38.36708860759494,7036544,44535.08860759494,130,4793.662812932846,0.978554932365556,1.0,0,0,0,19,1,0,0,3.144919900005334,1007,corridor,3.09375,6393.921875,0,0,0,46,3
distributed_extension_honest,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14587.714843450764,132.8188188061912,14240.924317155544,14693.9979843973,14776.59772272777,16.190692769114,5642,35.70886075949367,7835648,49592.70886075949,112,4626.257232725322,0.98014888337469,1.0,0,0,0,24,1,0,0,3.320170400009374,1008,corridor,3.25,5913.5859375,0,0,0,0,0
distributed_extension_false_accusation_rsu,22,4,129,3,0.8461538461538461,0.88,0.0300751879699248,0.12,0.9699248120300752,0.8627450980392156,0.836570783400992,8000.0,14608.049588093816,128.91676657441133,14243.34041450852,14708.401095242376,14796.39222121534,16.12303033623963,6253,39.57594936708861,8512736,53878.07594936709,121,4596.942436489483,0.980649288341596,1.0,0,0,0,26,1,0,0,3.5416141000023345,1008,corridor,3.546875,6454.1669921875,0,0,0,0,0
distributed_extension_concealment_rsu,16,2,131,9,0.8888888888888888,0.64,0.0150375939849624,0.36,0.9849624060150376,0.7441860465116279,0.7178760227279067,8000.0,14417.592661372371,116.34698922433554,14202.356353284626,14544.697016149776,14649.553838223228,15.649154695082675,5528,34.9873417721519,6497920,41126.07594936709,108,4689.247636811336,0.9804630969609262,1.0,0,0,0,18,1,0,0,2.8472235000081128,1008,corridor,2.765625,5947.287109375,0,0,0,0,0
distributed_extension_malicious_validator,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14688.12376304746,210.66140198219503,14304.12837068668,14798.883022689752,14892.407497003976,15.913921059243028,5658,35.81012658227848,7875264,49843.443037974685,113,4644.946350101179,0.980028278543655,1.0,0,0,5,24,1,0,0,3.3068578999955207,1008,corridor,3.265625,5917.28125,5,5,0,0,0
distributed_extension_guard_honest,17,2,131,8,0.8947368421052632,0.68,0.0150375939849624,0.32,0.9849624060150376,0.7727272727272727,0.7461200611592187,8000.0,14368.814454150572,130.69879477570154,14206.591902861435,14496.539759836862,14504.688748653964,15.683224522556216,5462,34.56962025316456,6563296,41539.84810126582,107,4752.563885024769,0.9804101061882096,1.0,0,0,0,19,1,0,0,2.954399299997021,1008,corridor,2.84375,5856.013671875,0,0,0,52,5
distributed_extension_guard_false_accusation_rsu,17,2,131,8,0.8947368421052632,0.68,0.0150375939849624,0.32,0.9849624060150376,0.7727272727272727,0.7461200611592187,8000.0,14355.129973368412,129.98710305918095,14216.981689485174,14480.020822095636,14484.503020381577,17.32735246930089,6005,38.00632911392405,6963424,44072.303797468354,118,4752.54261285522,0.9803497085761864,1.0,0,0,0,19,1,0,0,3.076307800001814,1008,corridor,2.875,6379.5693359375,0,0,0,57,7
distributed_extension_honest,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14563.91106723984,122.87351240726352,14233.587471262275,14671.728440846044,14703.735548612676,16.85944868426148,5684,35.9746835443038,7803392,49388.55696202532,111,4651.767711517773,0.9804714989444052,1.0,0,0,0,24,1,0,0,3.321053200008464,1009,corridor,3.171875,5933.6259765625,0,0,0,0,0
distributed_extension_false_accusation_rsu,22,4,129,3,0.8461538461538461,0.88,0.0300751879699248,0.12,0.9699248120300752,0.8627450980392156,0.836570783400992,8000.0,14568.10908969825,126.26391406625004,14221.221416425968,14665.475797051844,14701.917462351255,16.7873647353467,6297,39.85443037974684,8383616,53060.86075949367,122,4650.811466579156,0.9806256947752898,1.0,0,0,0,26,1,0,0,3.550334200001089,1009,corridor,3.46875,6476.615234375,0,0,0,0,0
distributed_extension_concealment_rsu,16,2,131,9,0.8888888888888888,0.64,0.0150375939849624,0.36,0.9849624060150376,0.7441860465116279,0.7178760227279067,8000.0,14377.802925325746,126.83697730658992,14194.0369883432,14503.020288169038,14604.448992284648,16.354861041858015,5571,35.25949367088607,6582784,41663.18987341772,108,4747.177955137736,0.9806138933764136,1.0,0,0,0,18,1,0,0,2.815930500000832,1009,corridor,2.75,5967.1328125,0,0,0,0,0
distributed_extension_malicious_validator,22,2,131,3,0.9166666666666666,0.88,0.0150375939849624,0.12,0.9849624060150376,0.8979591836734694,0.8794983658474717,8000.0,14676.4767522168,224.66320955972336,14336.62738536234,14848.682199857802,15004.216445968035,16.156407768484012,5705,36.107594936708864,7774304,49204.45569620253,111,4683.926485627569,0.9805433829973708,1.0,0,0,7,24,1,0,0,3.335413200009498,1009,corridor,3.3125,5938.552734375,7,7,0,0,0
distributed_extension_guard_honest,18,2,131,7,0.9,0.72,0.0150375939849624,0.28,0.9849624060150376,0.7999999999999999,0.7737617222308057,8000.0,14376.457516743563,127.59424126181356,14219.917346504308,14497.171309215064,14497.267538978149,16.973262268080447,5539,35.05696202531646,6773280,42868.86075949367,106,4754.924491801124,0.9808629716555336,1.0,0,0,0,20,1,0,0,2.974204600002849,1009,corridor,2.9375,5885.7578125,0,0,0,52,4
distributed_extension_guard_false_accusation_rsu,18,2,131,7,0.9,0.72,0.0150375939849624,0.28,0.9849624060150376,0.7999999999999999,0.7737617222308057,8000.0,14378.89387673427,132.6803213009807,14215.00318099835,14508.185417484774,14527.54804551875,16.37103207439239,6083,38.5,7164480,45344.81012658228,118,4795.784901182779,0.9806016768042084,1.0,0,0,0,20,1,0,0,3.104176599998027,1009,corridor,3.09375,6407.66015625,0,0,0,56,6
distributed_extension_honest,22,3,130,3,0.88,0.88,0.0225563909774436,0.12,0.9774436090225564,0.88,0.8574436090225563,8000.0,14569.477728954704,124.7610240430191,14239.775411911232,14671.128277994078,14705.996962389168,15.539479031735937,5711,36.14556962025316,8017504,50743.696202531646,90,4634.294939624416,0.9842409385396604,1.0,0,0,0,25,1,0,0,3.395187799993437,1010,corridor,3.3125,5935.3232421875,0,0,0,0,0
distributed_extension_false_accusation_rsu,22,5,128,3,0.8148148148148148,0.88,0.037593984962406,0.12,0.962406015037594,0.8461538461538461,0.8167699555807348,8000.0,14546.097332196548,127.51814009273656,14241.167603829688,14643.68910941885,14679.1565629104,15.191968432826286,6324,40.0253164556962,8551072,54120.70886075949,101,4659.753943482175,0.9840290955091714,1.0,0,0,0,27,1,0,0,3.6402693999989424,1010,corridor,3.609375,6477.234375,0,0,0,0,0
