seed,simulation_time,vehicle_id,x,y,speed_mps,acceleration_mps2,lane_id,lane_position_m,road_id
1005,1.0,veh_000,8.3,-1.6,12.0,0.0,e01_0,5.1,e01
1005,2.0,veh_000,22.812222321103324,-1.6,14.512222321103327,2.5122223211033265,e01_0,19.612222321103324,e01
1005,2.0,veh_001,1.6,8.3,12.0,0.0,e05_0,5.1,e05
1005,3.0,veh_000,39.04738345285412,-1.6,16.235161131750793,1.7229388106474666,e01_0,35.84738345285412,e01
1005,3.0,veh_001,1.6,22.836845350642687,14.536845350642688,2.536845350642688,e05_0,19.636845350642687,e05
1005,3.0,veh_002,8.3,-1.6,13.0,0.0,e01_0,5.1,e01
1005,4.0,veh_000,54.99942865971942,-1.6,15.952045206865298,-0.28311592488549486,e01_0,51.79942865971942,e01
1005,4.0,veh_001,1.6,38.59249876310362,15.755653412460932,1.218808061818244,e05_0,35.39249876310362,e05
1005,4.0,veh_002,23.88441217080224,-1.6,15.584412170802242,2.584412170802242,e01_0,20.68441217080224,e01
1005,4.0,veh_003,1.6,8.3,13.0,0.0,e05_0,5.1,e05
1005,5.0,veh_000,71.30047722950113,-1.6,16.301048569781706,0.34900336291640777,e01_0,68.10047722950112,e01
1005,5.0,veh_001,1.6,53.65530067588226,15.062801912778639,-0.692851499682293,e05_0,50.455300675882256,e05
1005,5.0,veh_002,40.09579597379547,-1.6,16.211383802993225,0.6269716321909833,e01_0,36.895795973795465,e01
1005,5.0,veh_003,1.6,22.49963527076397,14.199635270763972,1.199635270763972,e05_0,19.29963527076397,e05
1005,5.0,veh_004,8.3,-1.6,12.0,0.0,e01_0,5.1,e01
1005,6.0,veh_000,87.45641269235406,-1.6,16.15593546285294,-0.14511310692876478,e01_0,84.25641269235406,e01
1005,6.0,veh_001,1.6,68.8688295583314,15.213528882449143,0.15072696967050447,e05_0,65.6688295583314,e05
1005,6.0,veh_002,56.39154296506662,-1.6,16.295746991271155,0.08436318827792988,e01_0,53.19154296506662,e01
1005,6.0,veh_003,1.6,37.188357438458766,14.688722167694793,0.4890868969308215,e05_0,33.98835743845876,e05
1005,6.0,veh_004,21.887033156741726,-1.6,13.587033156741725,1.5870331567417253,e01_0,18.687033156741727,e01
1005,6.0,veh_005,1.6,8.3,12.0,0.0,e05_0,5.1,e05
1005,7.0,veh_000,103.52843625312205,-1.6,16.072023560767995,-0.08391190208494592,e01_0,100.32843625312205,e01
1005,7.0,veh_001,1.6,84.29468362705828,15.425854068726883,0.21232518627773977,e05_0,81.09468362705827,e05
1005,7.0,veh_002,72.66169888185803,-1.6,16.27015591679141,-0.0255910744797454,e01_0,69.46169888185803,e01
1005,7.0,veh_003,1.6,51.92519882851702,14.73684139005825,0.048119222363457226,e05_0,48.725198828517016,e05
1005,7.0,veh_004,35.56681539846275,-1.6,13.679782241721021,0.09274908497929601,e01_0,32.36681539846275,e01
1005,7.0,veh_005,1.6,22.77764561724849,14.47764561724849,2.4776456172484895,e05_0,19.57764561724849,e05
1005,7.0,veh_006,8.3,-1.6,13.0,0.0,e01_0,5.1,e01
1005,8.0,veh_000,119.65315660271794,-1.6,16.124720349595883,0.05269678882788753,e01_0,116.45315660271794,e01
1005,8.0,veh_001,1.6,99.98690652884834,15.692222901790053,0.2663688330631704,e05_0,96.78690652884833,e05
