architecture,TP,FP,TN,FN,trust_precision,malicious_revocation_recall,false_revocation_rate,malicious_acceptance_rate,specificity,trust_f1,mcc,detection_latency_p95_ms,qualification_latency_p95_ms,consensus_latency_p95_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ledger_consistency_delay_p95_ms,messages_total,messages_per_decision,bytes_total,bytes_per_decision,retransmissions,mean_queue_delay_ms,packet_delivery_ratio,consensus_success_rate,consensus_liveness_failures,safety_violations,view_changes,ledger_blocks,ledger_consistent,state_recoveries,false_revocations_from_compromise,runtime_seconds,topology,vehicle_count,seed,backhaul_extra_latency_ms,cpu_time_seconds,peak_memory_kb,fault_activated_count,invalid_proposal_attempt_count
centralized_remote_100ms,9,2,143,6,0.8181818181818182,0.6,0.013793103448275862,0.4,0.9862068965517241,0.6923076923076923,0.675291179870137,10049.999999999984,14215.195399676308,0.0,14165.662395136798,14227.976508923264,14242.060381383824,1.0000000000012221,4250,26.5625,2992000,18700.0,75,5768.201129411871,0.9823529411764705,,0,0,0,11,1,0,0,0.9653746000039973,urban_roundabout,80,1009,100.0,0.96875,3773.0615234375,0,0
distributed_density_honest,10,2,144,4,0.8333333333333334,0.7142857142857143,0.0136986301369863,0.2857142857142857,0.9863013698630136,0.7692307692307692,0.7515901702828918,10099.999999999965,14286.786851561597,73.6768094769614,14188.287705443992,14402.520534591486,14441.79024285575,15.427852195323764,2785,17.40625,3145248,19657.8,41,4509.184163141185,0.985278276481149,1.0,0,0,0,12,1,0,0,1.5109312999993563,urban_roundabout,80,1010,,1.421875,3427.91015625,0,0
centralized_remote_0ms_control,10,2,144,4,0.8333333333333334,0.7142857142857143,0.0136986301369863,0.2857142857142857,0.9863013698630136,0.7692307692307692,0.7515901702828918,10099.999999999965,14131.354813356747,0.0,14069.0726947851,14141.818047890762,14157.30991490598,1.0000000000012221,4191,26.19375,2950464,18440.4,93,5726.4894220950755,0.9778095919828204,,0,0,0,12,1,0,0,0.9532703000004403,urban_roundabout,80,1010,0.0,0.9375,3714.6513671875,0,0
centralized_remote_100ms,10,2,144,4,0.8333333333333334,0.7142857142857143,0.0136986301369863,0.2857142857142857,0.9863013698630136,0.7692307692307692,0.7515901702828918,10099.999999999965,14231.35481335675,0.0,14169.072694785096,14241.818047890756,14257.309914905974,1.0000000000012221,4191,26.19375,2950464,18440.4,93,5726.4894220950755,0.9778095919828204,,0,0,0,12,1,0,0,0.9518679000029806,urban_roundabout,80,1010,100.0,0.953125,3713.4091796875,0,0
distributed_density_honest,16,2,173,11,0.8888888888888888,0.5925925925925926,0.011428571428571429,0.4074074074074074,0.9885714285714285,0.711111111111111,0.6941518132004303,10000.0,14373.757305486826,92.96274195336167,14228.180653863987,14523.275763941523,14543.772073437387,16.008674123159672,4155,20.56930693069307,4778976,23658.29702970297,87,4684.434833311591,0.9790613718411553,1.0,0,0,0,18,1,0,0,2.1446164999942994,urban_roundabout,100,1001,,2.125,5010.6875,0,0
centralized_remote_0ms_control,16,2,173,11,0.8888888888888888,0.5925925925925926,0.011428571428571429,0.4074074074074074,0.9885714285714285,0.711111111111111,0.6941518132004303,10000.0,14152.85412499962,0.0,14070.24725270275,14148.954931782053,14161.278529414,1.0000000000012221,5910,29.257425742574256,4160640,20597.227722772277,106,5856.498862944289,0.9820642978003384,,0,0,0,18,1,0,0,1.3528670000014245,urban_roundabout,100,1001,0.0,1.3125,5334.720703125,0,0
centralized_remote_100ms,16,2,173,11,0.8888888888888888,0.5925925925925926,0.011428571428571429,0.4074074074074074,0.9885714285714285,0.711111111111111,0.6941518132004303,10000.0,14252.85412499962,0.0,14170.24725270275,14248.95493178206,14261.278529414001,1.0000000000012221,5910,29.257425742574256,4160640,20597.227722772277,106,5856.498862944289,0.9820642978003384,,0,0,0,18,1,0,0,1.3433787999965716,urban_roundabout,100,1001,100.0,1.3125,5332.501953125,0,0
distributed_density_honest,18,2,172,9,0.9,0.6666666666666666,0.011494252873563218,0.3333333333333333,0.9885057471264368,0.7659574468085106,0.7463762714467663,10000.0,14407.546059477298,87.84337402991707,14236.718540867947,14554.493507391247,14612.676449849594,16.07443167949754,4235,21.069651741293534,4991584,24833.751243781095,95,4664.483273269125,0.9775678866587958,1.0,0,0,0,20,1,0,0,2.2930560000022524,urban_roundabout,100,1002,,2.25,5016.0732421875,0,0
centralized_remote_0ms_control,18,2,172,9,0.9,0.6666666666666666,0.011494252873563218,0.3333333333333333,0.9885057471264368,0.7659574468085106,0.7463762714467663,10000.0,14153.97098388615,0.0,14074.106334823548,14151.585075341885,14164.77844423805,1.0000000000012221,5912,29.412935323383085,4162048,20706.70646766169,127,5873.924296346535,0.9785182679296346,,0,0,0,20,1,0,0,1.390860799998336,urban_roundabout,100,1002,0.0,1.359375,5332.0380859375,0,0
centralized_remote_100ms,18,2,172,9,0.9,0.6666666666666666,0.011494252873563218,0.3333333333333333,0.9885057471264368,0.7659574468085106,0.7463762714467663,10000.0,14253.970983886153,0.0,14174.106334823542,14251.585075341878,14264.778444238045,1.0000000000012221,5912,29.412935323383085,4162048,20706.70646766169,127,5873.924296346535,0.9785182679296346,,0,0,0,20,1,0,0,1.3458356000046479,urban_roundabout,100,1002,100.0,1.3125,5329.4912109375,0,0
distributed_density_honest,17,2,171,10,0.8947368421052632,0.6296296296296297,0.011560693641618497,0.37037037037037035,0.9884393063583815,0.7391304347826088,0.7203204793439593,10000.0,14345.75213159902,76.65850837873478,14235.66877864598,14557.988011706328,14612.25469403754,15.173691307371229,4298,21.49,4839104,24195.52,78,4650.853463812367,0.9818520241973011,1.0,0,0,0,19,1,0,0,2.386073400004534,urban_roundabout,100,1003,,2.390625,5097.376953125,0,0
centralized_remote_0ms_control,17,2,171,10,0.8947368421052632,0.6296296296296297,0.011560693641618497,0.37037037037037035,0.9884393063583815,0.7391304347826088,0.7203204793439593,10000.0,14155.096078199422,0.0,14070.713001398764,14154.232854468979,14171.224930766002,1.0000000000012221,6010,30.05,4231040,21155.2,112,5993.70885856918,0.9813643926788685,,0,0,0,19,1,0,0,1.5515147999976762,urban_roundabout,100,1003,0.0,1.546875,5421.0498046875,0,0
centralized_remote_100ms,17,2,171,10,0.8947368421052632,0.6296296296296297,0.011560693641618497,0.37037037037037035,0.9884393063583815,0.7391304347826088,0.7203204793439593,10000.0,14255.096078199418,0.0,14170.713001398766,14254.232854468974,14271.224930766,1.0000000000012221,6010,30.05,4231040,21155.2,112,5993.70885856918,0.9813643926788685,,0,0,0,19,1,0,0,1.5867772999990848,urban_roundabout,100,1003,100.0,1.546875,5420.0263671875,0,0
distributed_density_honest,16,1,175,11,0.9411764705882353,0.5925925925925926,0.005681818181818182,0.4074074074074074,0.9943181818181818,0.7272727272727272,0.7194976262843806,10899.999999999978,14422.219472496206,75.02904764923385,14246.505690145643,14564.97224625288,14570.008387841654,14.791248629561693,3971,19.561576354679804,4536928,22349.399014778326,70,4672.468536635562,0.9823721984386804,1.0,0,0,0,17,1,0,0,2.245830499996373,urban_roundabout,100,1004,,2.25,4892.8310546875,0,0
centralized_remote_0ms_control,16,1,175,11,0.9411764705882353,0.5925925925925926,0.005681818181818182,0.4074074074074074,0.9943181818181818,0.7272727272727272,0.7194976262843806,10899.999999999978,14164.313415149143,0.0,14080.212012436496,14164.579434125259,14183.583800377508,1.0000000000012221,5809,28.61576354679803,4089536,20145.49753694581,121,5828.2074587710085,0.9791702530556033,,0,0,0,17,1,0,0,1.3988160000008065,urban_roundabout,100,1004,0.0,1.375,5248.6806640625,0,0
centralized_remote_100ms,16,1,175,11,0.9411764705882353,0.5925925925925926,0.005681818181818182,0.4074074074074074,0.9943181818181818,0.7272727272727272,0.7194976262843806,10899.999999999978,14264.313415149145,0.0,14180.212012436492,14264.579434125266,14283.583800377502,1.0000000000012221,5809,28.61576354679803,4089536,20145.49753694581,121,5828.2074587710085,0.9791702530556033,,0,0,0,17,1,0,0,1.3805700999946566,urban_roundabout,100,1004,100.0,1.359375,5247.2548828125,0,0
distributed_density_honest,17,2,171,10,0.8947368421052632,0.6296296296296297,0.011560693641618497,0.37037037037037035,0.9884393063583815,0.7391304347826088,0.7203204793439593,10000.0,14350.75493078672,78.9782199896798,14226.534594883191,14556.190676967757,14616.269992557303,15.391944065787296,4104,20.52,4659968,23299.84,81,4795.218094546854,0.9802631578947368,1.0,0,0,0,19,1,0,0,2.3249328000019887,urban_roundabout,100,1005,,2.296875,4929.86328125,0,0
centralized_remote_0ms_control,17,2,171,10,0.8947368421052632,0.6296296296296297,0.011560693641618497,0.37037037037037035,0.9884393063583815,0.7391304347826088,0.7203204793439593,10000.0,14158.530736912808,0.0,14068.345096983478,14157.864933687135,14172.553844690743,1.0000000000012221,5844,29.22,4114176,20570.88,125,5880.125126625728,0.9786105407255304,,0,0,0,19,1,0,0,1.4173912000042037,urban_roundabout,100,1005,0.0,1.421875,5258.9765625,0,0
centralized_remote_100ms,17,2,171,10,0.8947368421052632,0.6296296296296297,0.011560693641618497,0.37037037037037035,0.9884393063583815,0.7391304347826088,0.7203204793439593,10000.0,14258.530736912808,0.0,14168.345096983483,14257.864933687137,14272.553844690745,1.0000000000012221,5844,29.22,4114176,20570.88,125,5880.125126625728,0.9786105407255304,,0,0,0,19,1,0,0,1.5714539999971748,urban_roundabout,100,1005,100.0,1.53125,5323.390625,0,0
distributed_density_honest,16,2,176,11,0.8888888888888888,0.5925925925925926,0.011235955056179775,0.4074074074074074,0.9887640449438202,0.711111111111111,0.6946682707026964,10000.0,14414.954837795794,92.76607369357261,14243.087073038061,14586.595865723306,14639.407907355635,15.52408988138989,4163,20.307317073170733,4706464,22958.360975609758,84,4616.532745097484,0.9798222435743454,1.0,0,0,0,18,1,0,0,2.348170099998242,urban_roundabout,100,1006,,2.328125,4992.0947265625,0,0
centralized_remote_0ms_control,16,2,176,11,0.8888888888888888,0.5925925925925926,0.011235955056179775,0.4074074074074074,0.9887640449438202,0.711111111111111,0.6946682707026964,10000.0,14152.20180596555,0.0,14073.679921602075,14151.9780722888,14166.49158394458,1.0000000000012221,5892,28.741463414634147,4147968,20233.990243902437,109,5902.71335777338,0.9815003394433129,,0,0,0,18,1,0,0,1.4935459999978775,urban_roundabout,100,1006,0.0,1.5,5324.1513671875,0,0
centralized_remote_100ms,16,2,176,11,0.8888888888888888,0.5925925925925926,0.011235955056179775,0.4074074074074074,0.9887640449438202,0.711111111111111,0.6946682707026964,10000.0,14252.201805965551,0.0,14173.679921602077,14251.9780722888,14266.491583944575,1.0000000000012221,5892,28.741463414634147,4147968,20233.990243902437,109,5902.71335777338,0.9815003394433129,,0,0,0,18,1,0,0,1.4335370999979204,urban_roundabout,100,1006,100.0,1.421875,5322.0966796875,0,0
distributed_density_honest,18,2,172,9,0.9,0.6666666666666666,0.011494252873563218,0.3333333333333333,0.9885057471264368,0.7659574468085106,0.7463762714467663,10000.0,14404.482441645945,88.19883575697887,14229.491908168804,14567.239181103245,14640.25128984018,15.578840195014545,4235,21.069651741293534,4967840,24715.621890547263,96,4732.179167086926,0.977331759149941,1.0,0,0,0,20,1,0,0,2.4676238000029116,urban_roundabout,100,1007,,2.34375,5018.8564453125,0,0
centralized_remote_0ms_control,18,2,172,9,0.9,0.6666666666666666,0.011494252873563218,0.3333333333333333,0.9885057471264368,0.7659574468085106,0.7463762714467663,10000.0,14162.701906543343,0.0,14071.869191535825,14153.76733858406,14182.879460118776,1.0000000000012221,5903,29.3681592039801,4155712,20675.18407960199,111,5924.635772996911,0.9811960020328646,,0,0,0,20,1,0,0,1.4456131999977515,urban_roundabout,100,1007,0.0,1.390625,5331.92578125,0,0
centralized_remote_100ms,18,2,172,9,0.9,0.6666666666666666,0.011494252873563218,0.3333333333333333,0.9885057471264368,0.7659574468085106,0.7463762714467663,10000.0,14262.701906543345,0.0,14171.869191535827,14253.76733858407,14282.879460118778,1.0000000000012221,5903,29.3681592039801,4155712,20675.18407960199,111,5924.635772996911,0.9811960020328646,,0,0,0,20,1,0,0,1.51857430000382,urban_roundabout,100,1007,100.0,1.5,5531.12109375,0,0
distributed_density_honest,17,2,172,10,0.8947368421052632,0.6296296296296297,0.011494252873563218,0.37037037037037035,0.9885057471264368,0.7391304347826088,0.7204894258439367,10000.0,14347.020499463506,75.12892061407115,14238.805278405314,14543.60627022228,14602.566450196948,16.385768181822158,4190,20.845771144278608,4748160,23622.68656716418,85,4709.783679578787,0.9797136038186157,1.0,0,0,0,19,1,0,0,2.369451400001708,urban_roundabout,100,1008,,2.34375,5024.6318359375,0,0
centralized_remote_0ms_control,17,2,172,10,0.8947368421052632,0.6296296296296297,0.011494252873563218,0.37037037037037035,0.9885057471264368,0.7391304347826088,0.7204894258439367,10000.0,14165.126821034715,0.0,14076.112491865651,14150.370246117112,14170.541828328374,1.0000000000012221,5902,29.36318407960199,4155008,20671.6815920398,111,5900.656540833742,0.9811928159945781,,0,0,0,19,1,0,0,1.4268986999959452,urban_roundabout,100,1008,0.0,1.421875,5349.244140625,0,0
centralized_remote_100ms,17,2,172,10,0.8947368421052632,0.6296296296296297,0.011494252873563218,0.37037037037037035,0.9885057471264368,0.7391304347826088,0.7204894258439367,10000.0,14265.126821034717,0.0,14176.112491865651,14250.370246117114,14270.541828328376,1.0000000000012221,5902,29.36318407960199,4155008,20671.6815920398,111,5900.656540833742,0.9811928159945781,,0,0,0,19,1,0,0,1.4381343999993987,urban_roundabout,100,1008,100.0,1.421875,5346.783203125,0,0
distributed_density_honest,15,2,174,12,0.8823529411764706,0.5555555555555556,0.011363636363636364,0.4444444444444444,0.9886363636363636,0.6818181818181819,0.6671283117860912,10000.0,14284.49192596842,74.47026935830507,14204.667474506521,14539.089462707212,14590.501178182309,17.21493794589719,4099,20.192118226600986,4488032,22108.532019704435,73,4733.36683043673,0.9821907782385948,1.0,0,0,0,17,1,0,0,2.1728708000009647,urban_roundabout,100,1009,,2.15625,4989.015625,0,0
centralized_remote_0ms_control,15,2,174,12,0.8823529411764706,0.5555555555555556,0.011363636363636364,0.4444444444444444,0.9886363636363636,0.6818181818181819,0.6671283117860912,10000.0,14168.709167942818,0.0,14072.43376913955,14157.336575365443,14173.666269037652,1.0000000000012221,5922,29.17241379310345,4169088,20537.379310344826,100,5953.378597771157,0.9831138129010469,,0,0,0,17,1,0,0,1.5515138000046136,urban_roundabout,100,1009,0.0,1.515625,5538.4306640625,0,0
centralized_remote_100ms,15,2,174,12,0.8823529411764706,0.5555555555555556,0.011363636363636364,0.4444444444444444,0.9886363636363636,0.6818181818181819,0.6671283117860912,10000.0,14268.70916794282,0.0,14172.43376913956,14257.336575365438,14273.666269037652,1.0000000000012221,5922,29.17241379310345,4169088,20537.379310344826,100,5953.378597771157,0.9831138129010469,,0,0,0,17,1,0,0,1.3902570999998716,urban_roundabout,100,1009,100.0,1.375,5430.2197265625,0,0
distributed_density_honest,18,2,172,9,0.9,0.6666666666666666,0.011494252873563218,0.3333333333333333,0.9885057471264368,0.7659574468085106,0.7463762714467663,10000.0,14432.271824956906,74.40834007778321,14234.977621657308,14581.583160987077,14583.312543421118,14.523063727891028,4130,20.54726368159204,4792288,23842.228855721394,62,4752.291753638276,0.9849878934624697,1.0,0,0,0,20,1,0,0,2.255323400000634,urban_roundabout,100,1010,,2.21875,4999.65234375,0,0
centralized_remote_0ms_control,18,2,172,9,0.9,0.6666666666666666,0.011494252873563218,0.3333333333333333,0.9885057471264368,0.7659574468085106,0.7463762714467663,10000.0,14166.79468713713,0.0,14079.556197637956,14165.330956777381,14177.384482981537,1.0000000000012221,5900,29.35323383084577,4153600,20664.67661691542,132,5935.989766779787,0.977457627118644,,0,0,0,20,1,0,0,1.3842215999975451,urban_roundabout,100,1010,0.0,1.375,5333.1806640625,0,0
centralized_remote_100ms,18,2,172,9,0.9,0.6666666666666666,0.011494252873563218,0.3333333333333333,0.9885057471264368,0.7659574468085106,0.7463762714467663,10000.0,14266.79468713713,0.0,14179.556197637958,14265.330956777376,14277.384482981546,1.0000000000012221,5900,29.35323383084577,4153600,20664.67661691542,132,5935.989766779787,0.977457627118644,,0,0,0,20,1,0,0,1.3920611999928951,urban_roundabout,100,1010,100.0,1.359375,5330.5517578125,0,0
