architecture,TP,FP,TN,FN,trust_precision,malicious_revocation_recall,false_revocation_rate,malicious_acceptance_rate,specificity,trust_f1,mcc,detection_latency_p95_ms,qualification_latency_p95_ms,consensus_latency_p95_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ledger_consistency_delay_p95_ms,messages_total,messages_per_decision,bytes_total,bytes_per_decision,retransmissions,mean_queue_delay_ms,packet_delivery_ratio,consensus_success_rate,consensus_liveness_failures,safety_violations,view_changes,ledger_blocks,ledger_consistent,state_recoveries,false_revocations_from_compromise,runtime_seconds,topology,vehicle_count,seed,backhaul_extra_latency_ms,cpu_time_seconds,peak_memory_kb,fault_activated_count,invalid_proposal_attempt_count
centralized_remote_0ms_control,4,0,68,4,1.0,0.5,0.0,0.5,1.0,0.6666666666666666,0.6871842709362768,8500.0,13571.494865389017,0.0,14041.793278822737,14081.002701478781,14090.226524800915,1.0000000000009557,2444,32.1578947368421,1720576,22639.157894736843,40,5403.9544026186695,0.983633387888707,,0,0,0,4,1,0,0,0.7994040999983554,urban_roundabout,40,1009,0.0,0.796875,2242.1474609375,0,0
centralized_remote_100ms,4,0,68,4,1.0,0.5,0.0,0.5,1.0,0.6666666666666666,0.6871842709362768,8500.0,13671.494865389019,0.0,14141.793278822739,14181.002701478785,14190.226524800917,1.0000000000009557,2444,32.1578947368421,1720576,22639.157894736843,40,5403.9544026186695,0.983633387888707,,0,0,0,4,1,0,0,0.865671100000327,urban_roundabout,40,1009,100.0,0.828125,2238.7724609375,0,0
distributed_density_honest,4,1,68,4,0.8,0.5,0.014492753623188406,0.5,0.9855072463768116,0.6153846153846154,0.6011931239649515,9000.0,14021.502374202119,86.26352600720395,14082.975895408012,14106.123055556227,14110.507673262306,12.636131833485464,1639,21.285714285714285,1456608,18916.987012987014,26,4347.137199873905,0.984136668700427,1.0,0,0,0,5,1,0,0,1.017542899993714,urban_roundabout,40,1010,,1.0,2060.248046875,0,0
centralized_remote_0ms_control,4,1,68,4,0.8,0.5,0.014492753623188406,0.5,0.9855072463768116,0.6153846153846154,0.6011931239649515,9000.0,14054.176231877907,0.0,14044.947319153838,14082.901134979964,14095.839551287008,1.0000000000008669,2416,31.376623376623378,1700864,22089.14285714286,48,5363.920589403987,0.9801324503311258,,0,0,0,5,1,0,0,0.9471422999995411,urban_roundabout,40,1010,0.0,0.890625,2215.2607421875,0,0
centralized_remote_100ms,4,1,68,4,0.8,0.5,0.014492753623188406,0.5,0.9855072463768116,0.6153846153846154,0.6011931239649515,9000.0,14154.17623187791,0.0,14144.94731915384,14182.901134979964,14195.839551287005,1.0000000000008669,2416,31.376623376623378,1700864,22089.14285714286,48,5363.920589403987,0.9801324503311258,,0,0,0,5,1,0,0,0.8616722999940976,urban_roundabout,40,1010,100.0,0.796875,2215.0966796875,0,0
distributed_density_honest,6,1,111,4,0.8571428571428571,0.6,0.008928571428571428,0.4,0.9910714285714286,0.7058823529411764,0.6971898212467279,9949.999999999989,14097.203545622198,103.41129299829582,14086.486568512904,14174.728333939536,14190.435306274829,14.7303270172614,2068,16.950819672131146,1897984,15557.245901639344,43,4405.74194559497,0.9792069632495164,1.0,0,0,0,7,1,0,0,1.6096989000070607,urban_roundabout,60,1001,,1.578125,2626.09375,0,0
centralized_remote_0ms_control,6,1,111,4,0.8571428571428571,0.6,0.008928571428571428,0.4,0.9910714285714286,0.7058823529411764,0.6971898212467279,9949.999999999989,14069.603089729027,0.0,14051.312077820356,14092.385756529544,14105.615847248468,1.0000000000012221,3224,26.42622950819672,2269696,18604.06557377049,52,5557.623379652666,0.9838709677419355,,0,0,0,7,1,0,0,1.2198205999957281,urban_roundabout,60,1001,0.0,1.1875,2859.625,0,0
centralized_remote_100ms,6,1,111,4,0.8571428571428571,0.6,0.008928571428571428,0.4,0.9910714285714286,0.7058823529411764,0.6971898212467279,9949.999999999989,14169.603089729027,0.0,14151.312077820357,14192.385756529544,14205.61584724847,1.0000000000012221,3224,26.42622950819672,2269696,18604.06557377049,52,5557.623379652666,0.9838709677419355,,0,0,0,7,1,0,0,1.2495191999987583,urban_roundabout,60,1001,100.0,1.234375,2859.1328125,0,0
distributed_density_honest,7,0,110,3,1.0,0.7,0.0,0.3,1.0,0.8235294117647058,0.8254792118542659,10000.0,14167.811251616991,138.28293697698797,14141.888089824683,14238.13066654377,14239.892572167377,14.09429065328478,2096,17.466666666666665,1979200,16493.333333333332,44,4354.341504417708,0.9790076335877863,1.0,0,0,0,7,1,0,0,1.5543497999969986,urban_roundabout,60,1002,,1.515625,2597.724609375,0,0
centralized_remote_0ms_control,7,0,110,3,1.0,0.7,0.0,0.3,1.0,0.8235294117647058,0.8254792118542659,10000.0,14073.629408235742,0.0,14053.329219854326,14109.3301752807,14115.811523638537,1.0000000000012221,3190,26.583333333333332,2245760,18714.666666666668,68,5504.842994357424,0.9786833855799373,,0,0,0,7,1,0,0,1.1353146000037668,urban_roundabout,60,1002,0.0,1.078125,2817.94921875,0,0
centralized_remote_100ms,7,0,110,3,1.0,0.7,0.0,0.3,1.0,0.8235294117647058,0.8254792118542659,10000.0,14173.629408235744,0.0,14153.329219854328,14209.330175280695,14215.811523638544,1.0000000000012221,3190,26.583333333333332,2245760,18714.666666666668,68,5504.842994357424,0.9786833855799373,,0,0,0,7,1,0,0,1.2450196999998298,urban_roundabout,60,1002,100.0,1.234375,2817.2421875,0,0
distributed_density_honest,7,0,108,3,1.0,0.7,0.0,0.3,1.0,0.8235294117647058,0.8252763664864523,10000.0,14130.57470004884,107.15424975646425,14110.802809777177,14200.556377860628,14201.969182784334,15.31448271996716,2165,18.347457627118644,2049664,17370.033898305086,36,4152.977241607972,0.9833718244803695,1.0,0,0,0,7,1,0,0,1.5657897999990382,urban_roundabout,60,1003,,1.515625,2649.17578125,0,0
centralized_remote_0ms_control,7,0,108,3,1.0,0.7,0.0,0.3,1.0,0.8235294117647058,0.8252763664864523,10000.0,14079.388297808877,0.0,14053.984676003509,14098.785212704373,14112.794534437482,1.0000000000012221,3250,27.54237288135593,2288000,19389.830508474577,59,5594.009408000063,0.9818461538461538,,0,0,0,7,1,0,0,1.4321837999959826,urban_roundabout,60,1003,0.0,1.359375,2867.79296875,0,0
centralized_remote_100ms,7,0,108,3,1.0,0.7,0.0,0.3,1.0,0.8235294117647058,0.8252763664864523,10000.0,14179.38829780887,0.0,14153.984676003503,14198.785212704368,14212.794534437484,1.0000000000012221,3250,27.54237288135593,2288000,19389.830508474577,59,5594.009408000063,0.9818461538461538,,0,0,0,7,1,0,0,1.27255619999778,urban_roundabout,60,1003,100.0,1.25,2867.302734375,0,0
distributed_density_honest,6,0,112,4,1.0,0.6,0.0,0.4,1.0,0.7499999999999999,0.7611243951073873,10000.0,14129.196035179757,113.19029462203378,14103.041857533877,14206.895085225979,14211.077642855334,11.7863768392783,2037,16.69672131147541,1980352,16232.393442622952,34,3993.36245941934,0.9833087874324987,1.0,0,0,0,6,1,0,0,1.7679227999979048,urban_roundabout,60,1004,,1.703125,2599.3447265625,0,0
centralized_remote_0ms_control,6,0,112,4,1.0,0.6,0.0,0.4,1.0,0.7499999999999999,0.7611243951073873,10000.0,14069.337172438249,0.0,14051.00834539246,14095.837548551955,14106.442082757228,1.0000000000012221,3207,26.28688524590164,2257728,18505.967213114753,59,5533.141166199008,0.9816027439975055,,0,0,0,6,1,0,0,1.276113500003703,urban_roundabout,60,1004,0.0,1.234375,2837.4443359375,0,0
centralized_remote_100ms,6,0,112,4,1.0,0.6,0.0,0.4,1.0,0.7499999999999999,0.7611243951073873,10000.0,14169.33717243825,0.0,14151.008345392462,14195.83754855195,14206.44208275723,1.0000000000012221,3207,26.28688524590164,2257728,18505.967213114753,59,5533.141166199008,0.9816027439975055,,0,0,0,6,1,0,0,1.1798405000008643,urban_roundabout,60,1004,100.0,1.125,2834.4443359375,0,0
distributed_density_honest,7,1,107,3,0.875,0.7,0.009259259259259259,0.3,0.9907407407407407,0.7777777777777777,0.7652187689215185,9000.0,14132.063829036979,101.47421808215744,14093.508740126019,14204.052544646622,14207.667153487457,14.948202564019562,2133,18.076271186440678,2010592,17038.915254237287,42,4243.757883008689,0.980309423347398,1.0,0,0,0,8,1,0,0,1.6963437000013073,urban_roundabout,60,1005,,1.421875,2681.7294921875,0,0
centralized_remote_0ms_control,7,1,107,3,0.875,0.7,0.009259259259259259,0.3,0.9907407407407407,0.7777777777777777,0.7652187689215185,9000.0,14076.938297069273,0.0,14054.999933371979,14106.263491101901,14118.997166285275,1.0000000000012221,3156,26.74576271186441,2221824,18829.01694915254,62,5549.8910595691295,0.9803548795944234,,0,0,0,8,1,0,0,1.1352318999997806,urban_roundabout,60,1005,0.0,1.03125,2795.341796875,0,0
centralized_remote_100ms,7,1,107,3,0.875,0.7,0.009259259259259259,0.3,0.9907407407407407,0.7777777777777777,0.7652187689215185,9000.0,14176.938297069273,0.0,14154.999933371979,14206.263491101898,14218.997166285277,1.0000000000012221,3156,26.74576271186441,2221824,18829.01694915254,62,5549.8910595691295,0.9803548795944234,,0,0,0,8,1,0,0,1.1097829999998794,urban_roundabout,60,1005,100.0,1.078125,2793.263671875,0,0
distributed_density_honest,6,1,110,4,0.8571428571428571,0.6,0.009009009009009009,0.4,0.990990990990991,0.7058823529411764,0.6970130418894777,10000.0,14094.742798422521,108.66947423397339,14086.716854479328,14176.331333597202,14192.044017375792,13.468059429419554,2124,17.553719008264462,1912704,15807.471074380166,48,4082.027918212128,0.9774011299435028,1.0,0,0,0,7,1,0,0,2.008151399997587,urban_roundabout,60,1006,,1.984375,2643.931640625,0,0
centralized_remote_0ms_control,6,1,110,4,0.8571428571428571,0.6,0.009009009009009009,0.4,0.990990990990991,0.7058823529411764,0.6970130418894777,10000.0,14070.817387365367,0.0,14054.515676764182,14103.559997460248,14116.810549449274,1.0000000000012221,3240,26.776859504132233,2280960,18850.909090909092,58,5568.090967901296,0.9820987654320987,,0,0,0,7,1,0,0,1.5803669000015361,urban_roundabout,60,1006,0.0,1.578125,2867.048828125,0,0
centralized_remote_100ms,6,1,110,4,0.8571428571428571,0.6,0.009009009009009009,0.4,0.990990990990991,0.7058823529411764,0.6970130418894777,10000.0,14170.817387365365,0.0,14154.515676764187,14203.559997460243,14216.810549449268,1.0000000000012221,3240,26.776859504132233,2280960,18850.909090909092,58,5568.090967901296,0.9820987654320987,,0,0,0,7,1,0,0,1.4937140999973053,urban_roundabout,60,1006,100.0,1.453125,2866.560546875,0,0
distributed_density_honest,6,1,107,4,0.8571428571428571,0.6,0.009259259259259259,0.4,0.9907407407407407,0.7058823529411764,0.6964633886486198,9000.0,14130.369968236728,120.65651729852996,14082.869220531355,14207.856037337386,14227.844002142785,13.23163982246136,2102,17.8135593220339,1883936,15965.559322033898,45,4348.133953336847,0.9785918173168411,1.0,0,0,0,7,1,0,0,1.4955055999962497,urban_roundabout,60,1007,,1.46875,2593.21484375,0,0
centralized_remote_0ms_control,6,1,107,4,0.8571428571428571,0.6,0.009259259259259259,0.4,0.9907407407407407,0.7058823529411764,0.6964633886486198,9000.0,14072.060160301846,0.0,14054.139070784175,14100.414636304073,14108.870583329526,1.0000000000012221,3179,26.940677966101696,2238016,18966.237288135595,55,5577.056986473792,0.9826989619377162,,0,0,0,7,1,0,0,1.1638973000008264,urban_roundabout,60,1007,0.0,1.140625,2809.6484375,0,0
centralized_remote_100ms,6,1,107,4,0.8571428571428571,0.6,0.009259259259259259,0.4,0.9907407407407407,0.7058823529411764,0.6964633886486198,9000.0,14172.060160301842,0.0,14154.139070784173,14200.414636304073,14208.870583329528,1.0000000000012221,3179,26.940677966101696,2238016,18966.237288135595,55,5577.056986473792,0.9826989619377162,,0,0,0,7,1,0,0,1.2682295000049635,urban_roundabout,60,1007,100.0,1.21875,2809.3203125,0,0
distributed_density_honest,6,1,107,3,0.8571428571428571,0.6666666666666666,0.009259259259259259,0.3333333333333333,0.9907407407407407,0.75,0.7386222109866251,9199.999999999989,14126.884644218624,86.29855288513042,14075.978947208145,14213.183197103755,14218.372353108869,14.970535066777478,2133,18.23076923076923,2076384,17746.871794871793,49,4117.3917800315685,0.9770276605719643,1.0,0,0,0,7,1,0,0,1.7259054000023752,urban_roundabout,60,1008,,1.65625,2597.509765625,0,0
centralized_remote_0ms_control,6,1,107,3,0.8571428571428571,0.6666666666666666,0.009259259259259259,0.3333333333333333,0.9907407407407407,0.75,0.7386222109866251,9199.999999999989,14073.946404499411,0.0,14051.66898073989,14099.985505695371,14108.73926009805,1.0000000000012221,3176,27.145299145299145,2235904,19110.290598290598,56,5544.7524811083695,0.982367758186398,,0,0,0,7,1,0,0,1.2337831999975606,urban_roundabout,60,1008,0.0,1.15625,2806.103515625,0,0
centralized_remote_100ms,6,1,107,3,0.8571428571428571,0.6666666666666666,0.009259259259259259,0.3333333333333333,0.9907407407407407,0.75,0.7386222109866251,9199.999999999989,14173.946404499413,0.0,14151.6689807399,14199.985505695373,14208.73926009805,1.0000000000012221,3176,27.145299145299145,2235904,19110.290598290598,56,5544.7524811083695,0.982367758186398,,0,0,0,7,1,0,0,1.0795351999986451,urban_roundabout,60,1008,100.0,1.046875,2805.611328125,0,0
distributed_density_honest,5,1,109,4,0.8333333333333334,0.5555555555555556,0.00909090909090909,0.4444444444444444,0.990909090909091,0.6666666666666667,0.6603357661799196,9000.0,14109.156394195385,98.24810374570791,14096.957747519273,14181.193364292722,14199.097207753808,13.11333116999247,2086,17.529411764705884,1913568,16080.403361344537,32,4355.856893088769,0.9846596356663471,1.0,0,0,0,6,1,0,0,1.5626579000017955,urban_roundabout,60,1009,,1.46875,2623.3134765625,0,0
centralized_remote_0ms_control,5,1,109,4,0.8333333333333334,0.5555555555555556,0.00909090909090909,0.4444444444444444,0.990909090909091,0.6666666666666667,0.6603357661799196,9000.0,14060.833564387069,0.0,14051.022649045066,14102.725351652043,14118.718482086062,1.0000000000012221,3239,27.218487394957982,2280256,19161.81512605042,56,5594.601205310335,0.9827107131830812,,0,0,0,6,1,0,0,1.2439824000030058,urban_roundabout,60,1009,0.0,1.171875,2859.0400390625,0,0
centralized_remote_100ms,5,1,109,4,0.8333333333333334,0.5555555555555556,0.00909090909090909,0.4444444444444444,0.990909090909091,0.6666666666666667,0.6603357661799196,9000.0,14160.83356438707,0.0,14151.022649045068,14202.725351652045,14218.718482086062,1.0000000000012221,3239,27.218487394957982,2280256,19161.81512605042,56,5594.601205310335,0.9827107131830812,,0,0,0,6,1,0,0,1.3047641000011936,urban_roundabout,60,1009,100.0,1.21875,2858.7119140625,0,0
distributed_density_honest,5,0,111,4,1.0,0.5555555555555556,0.0,0.4444444444444444,1.0,0.7142857142857143,0.7322785563281031,9049.999999999996,14102.510836634743,90.16556400162798,14083.99829319367,14176.591776101299,14188.842583802056,11.637015742557821,2016,16.8,1798400,14986.666666666666,31,4168.753526930777,0.9846230158730159,1.0,0,0,0,5,1,0,0,1.4762582000039401,urban_roundabout,60,1010,,1.453125,2582.8193359375,0,0
centralized_remote_0ms_control,5,0,111,4,1.0,0.5555555555555556,0.0,0.4444444444444444,1.0,0.7142857142857143,0.7322785563281031,9049.999999999996,14071.394381545928,0.0,14056.758659263287,14109.700410489524,14123.72299820287,1.0000000000008669,3212,26.766666666666666,2261248,18843.733333333334,69,5546.307698630196,0.9785180572851806,,0,0,0,5,1,0,0,1.195793799997773,urban_roundabout,60,1010,0.0,1.15625,2829.8681640625,0,0
centralized_remote_100ms,5,0,111,4,1.0,0.5555555555555556,0.0,0.4444444444444444,1.0,0.7142857142857143,0.7322785563281031,9049.999999999996,14171.394381545928,0.0,14156.758659263289,14209.700410489517,14223.722998202864,1.0000000000008669,3212,26.766666666666666,2261248,18843.733333333334,69,5546.307698630196,0.9785180572851806,,0,0,0,5,1,0,0,1.1472979999962263,urban_roundabout,60,1010,100.0,1.09375,2828.2763671875,0,0
distributed_density_honest,8,2,142,6,0.8,0.5714285714285714,0.013888888888888888,0.42857142857142855,0.9861111111111112,0.6666666666666666,0.6507140584994194,10000.0,14213.673148499029,74.3181409686855,14157.178475976032,14342.26351700334,14367.596107189978,15.13583414801154,2782,17.60759493670886,2899264,18349.772151898735,57,4425.347329153287,0.9795111430625449,1.0,0,0,0,10,1,0,0,2.3293305999977747,urban_roundabout,80,1001,,2.21875,3442.556640625,0,0
centralized_remote_0ms_control,8,2,142,6,0.8,0.5714285714285714,0.013888888888888888,0.42857142857142855,0.9861111111111112,0.6666666666666666,0.6507140584994194,10000.0,14111.826353565035,0.0,14060.39683450933,14124.868477185215,14137.299764551513,1.0000000000012221,4181,26.462025316455698,2943424,18629.26582278481,73,5743.81186893098,0.9825400621860799,,0,0,0,10,1,0,0,1.5150558000023011,urban_roundabout,80,1001,0.0,1.5,3713.8232421875,0,0
centralized_remote_100ms,8,2,142,6,0.8,0.5714285714285714,0.013888888888888888,0.42857142857142855,0.9861111111111112,0.6666666666666666,0.6507140584994194,10000.0,14211.826353565037,0.0,14160.396834509324,14224.868477185211,14237.299764551515,1.0000000000012221,4181,26.462025316455698,2943424,18629.26582278481,73,5743.81186893098,0.9825400621860799,,0,0,0,10,1,0,0,1.6213861999931396,urban_roundabout,80,1001,100.0,1.5625,3712.9091796875,0,0
distributed_density_honest,9,2,141,5,0.8181818181818182,0.6428571428571429,0.013986013986013986,0.35714285714285715,0.986013986013986,0.7200000000000001,0.7021354863032107,10199.999999999989,14252.541257011733,75.67903433377765,14164.651192508789,14391.593634791252,14425.89171803057,14.313105586753139,2827,18.006369426751593,3080000,19617.834394904457,58,4273.686670538894,0.9794835514679873,1.0,0,0,0,11,1,0,0,2.3710730000020703,urban_roundabout,80,1002,,2.265625,3415.3203125,0,0
centralized_remote_0ms_control,9,2,141,5,0.8181818181818182,0.6428571428571429,0.013986013986013986,0.35714285714285715,0.986013986013986,0.7200000000000001,0.7021354863032107,10199.999999999989,14130.325365423474,0.0,14061.54072898307,14128.73479761423,14153.204848763271,1.0000000000012221,4148,26.420382165605094,2920192,18599.94904458599,82,5726.567130183318,0.9802314368370298,,0,0,0,11,1,0,0,1.6057723999983864,urban_roundabout,80,1002,0.0,1.546875,3683.6162109375,0,0
centralized_remote_100ms,9,2,141,5,0.8181818181818182,0.6428571428571429,0.013986013986013986,0.35714285714285715,0.986013986013986,0.7200000000000001,0.7021354863032107,10199.999999999989,14230.325365423476,0.0,14161.540728983064,14228.734797614226,14253.20484876327,1.0000000000012221,4148,26.420382165605094,2920192,18599.94904458599,82,5726.567130183318,0.9802314368370298,,0,0,0,11,1,0,0,1.736157400002412,urban_roundabout,80,1002,100.0,1.671875,3682.5380859375,0,0
distributed_density_honest,8,2,142,5,0.8,0.6153846153846154,0.013888888888888888,0.38461538461538464,0.9861111111111112,0.6956521739130435,0.6787765043667908,10000.0,14224.829136157432,83.41597935023958,14170.469466443537,14341.544996000248,14359.15521887617,14.850966318948265,2872,18.29299363057325,3056224,19466.394904458597,48,4390.242327397727,0.9832869080779945,1.0,0,0,0,10,1,0,0,2.3527258000030997,urban_roundabout,80,1003,,2.171875,3489.150390625,0,0
centralized_remote_0ms_control,8,2,142,5,0.8,0.6153846153846154,0.013888888888888888,0.38461538461538464,0.9861111111111112,0.6956521739130435,0.6787765043667908,10000.0,14116.665121669512,0.0,14064.101424244975,14121.143344979182,14133.644617498165,1.0000000000012221,4262,27.146496815286625,3000448,19111.133757961783,79,5754.683157203297,0.9814641013608635,,0,0,0,10,1,0,0,1.6512739999961923,urban_roundabout,80,1003,0.0,1.625,3776.8095703125,0,0
centralized_remote_100ms,8,2,142,5,0.8,0.6153846153846154,0.013888888888888888,0.38461538461538464,0.9861111111111112,0.6956521739130435,0.6787765043667908,10000.0,14216.665121669512,0.0,14164.101424244976,14221.143344979186,14233.64461749817,1.0000000000012221,4262,27.146496815286625,3000448,19111.133757961783,79,5754.683157203297,0.9814641013608635,,0,0,0,10,1,0,0,1.7210879999984172,urban_roundabout,80,1003,100.0,1.59375,3775.8955078125,0,0
distributed_density_honest,9,1,146,4,0.9,0.6923076923076923,0.006802721088435374,0.3076923076923077,0.9931972789115646,0.7826086956521738,0.773740487199348,10049.999999999984,14264.033389599397,87.52515877804878,14172.669646702081,14429.97382202588,14465.155363221356,14.463465278969778,2670,16.6875,2978720,18617.0,49,4378.372625749584,0.9816479400749064,1.0,0,0,0,10,1,0,0,2.11451020000095,urban_roundabout,80,1004,,2.03125,3352.7275390625,0,0
centralized_remote_0ms_control,9,1,146,4,0.9,0.6923076923076923,0.006802721088435374,0.3076923076923077,0.9931972789115646,0.7826086956521738,0.773740487199348,10049.999999999984,14119.566771538972,0.0,14061.406680338592,14130.210942133494,14137.8452612861,1.0000000000012221,4113,25.70625,2895552,18097.2,78,5698.920686603566,0.9810357403355215,,0,0,0,10,1,0,0,1.3170606000057887,urban_roundabout,80,1004,0.0,1.28125,3649.7958984375,0,0
centralized_remote_100ms,9,1,146,4,0.9,0.6923076923076923,0.006802721088435374,0.3076923076923077,0.9931972789115646,0.7826086956521738,0.773740487199348,10049.999999999984,14219.56677153897,0.0,14161.406680338587,14230.210942133494,14237.8452612861,1.0000000000012221,4113,25.70625,2895552,18097.2,78,5698.920686603566,0.9810357403355215,,0,0,0,10,1,0,0,1.577539699996123,urban_roundabout,80,1004,100.0,1.53125,3748.3740234375,0,0
distributed_density_honest,10,2,142,4,0.8333333333333334,0.7142857142857143,0.013888888888888888,0.2857142857142857,0.9861111111111112,0.7692307692307692,0.7513155575678971,10150.000000000005,14297.409262183335,75.40980467595197,14192.32502126013,14410.410785721251,14436.149867023012,18.909602639882543,2768,17.518987341772153,3110048,19683.848101265823,56,4439.084339017301,0.9797687861271677,1.0,0,0,0,12,1,0,0,2.35171590000391,urban_roundabout,80,1005,,2.234375,3391.1064453125,0,0
centralized_remote_0ms_control,10,2,142,4,0.8333333333333334,0.7142857142857143,0.013888888888888888,0.2857142857142857,0.9861111111111112,0.7692307692307692,0.7513155575678971,10150.000000000005,14119.938380959098,0.0,14064.65148917512,14127.685535145294,14136.01491362421,1.0000000000012221,4137,26.18354430379747,2912448,18433.21518987342,91,5688.56025139,0.9780033840947546,,0,0,0,12,1,0,0,1.4821292000051471,urban_roundabout,80,1005,0.0,1.453125,3668.4462890625,0,0
centralized_remote_100ms,10,2,142,4,0.8333333333333334,0.7142857142857143,0.013888888888888888,0.2857142857142857,0.9861111111111112,0.7692307692307692,0.7513155575678971,10150.000000000005,14219.938380959096,0.0,14164.651489175114,14227.685535145289,14236.014913624216,1.0000000000012221,4137,26.18354430379747,2912448,18433.21518987342,91,5688.56025139,0.9780033840947546,,0,0,0,12,1,0,0,1.5894327999994857,urban_roundabout,80,1005,100.0,1.515625,3667.2041015625,0,0
distributed_density_honest,9,2,145,5,0.8181818181818182,0.6428571428571429,0.013605442176870748,0.35714285714285715,0.9863945578231292,0.7200000000000001,0.7027568881677674,10000.0,14248.4370405097,81.29206510186293,14192.141389434993,14357.571897402659,14360.536067535028,14.899299702690882,2784,17.29192546583851,3051072,18950.757763975154,62,4242.800701864351,0.9777298850574713,1.0,0,0,0,11,1,0,0,2.455679400001827,urban_roundabout,80,1006,,2.28125,3439.02734375,0,0
centralized_remote_0ms_control,9,2,145,5,0.8181818181818182,0.6428571428571429,0.013605442176870748,0.35714285714285715,0.9863945578231292,0.7200000000000001,0.7027568881677674,10000.0,14113.523207270955,0.0,14061.12047830182,14119.946930848231,14129.97755691374,1.0000000000012221,4159,25.832298136645964,2927936,18185.937888198758,78,5719.716056744517,0.9812454917047367,,0,0,0,11,1,0,0,1.5564783000008902,urban_roundabout,80,1006,0.0,1.515625,3697.2900390625,0,0
centralized_remote_100ms,9,2,145,5,0.8181818181818182,0.6428571428571429,0.013605442176870748,0.35714285714285715,0.9863945578231292,0.7200000000000001,0.7027568881677674,10000.0,14213.523207270957,0.0,14161.120478301822,14219.94693084824,14229.977556913738,1.0000000000012221,4159,25.832298136645964,2927936,18185.937888198758,78,5719.716056744517,0.9812454917047367,,0,0,0,11,1,0,0,1.5591234999956214,urban_roundabout,80,1006,100.0,1.53125,3693.8212890625,0,0
distributed_density_honest,10,2,142,5,0.8333333333333334,0.6666666666666666,0.013888888888888888,0.3333333333333333,0.9861111111111112,0.7407407407407408,0.7223421320307484,12000.0,14292.297445379345,75.00561437867273,14194.099934378493,14408.370701312155,14422.645111263548,18.724123698642355,2870,18.050314465408807,3202080,20138.867924528302,61,4340.563097457261,0.9787456445993031,1.0,0,0,0,12,1,0,0,1.4952478999985033,urban_roundabout,80,1007,,1.453125,3431.9765625,0,0
centralized_remote_0ms_control,10,2,142,5,0.8333333333333334,0.6666666666666666,0.013888888888888888,0.3333333333333333,0.9861111111111112,0.7407407407407408,0.7223421320307484,12000.0,14117.504031878967,0.0,14063.82019450369,14123.732211123499,14136.09061786993,1.0000000000012221,4157,26.144654088050313,2926528,18405.83647798742,82,5751.424733221181,0.9802742362280491,,0,0,0,12,1,0,0,0.943155699998897,urban_roundabout,80,1007,0.0,0.90625,3690.634765625,0,0
centralized_remote_100ms,10,2,142,5,0.8333333333333334,0.6666666666666666,0.013888888888888888,0.3333333333333333,0.9861111111111112,0.7407407407407408,0.7223421320307484,12000.0,14217.504031878969,0.0,14163.820194503693,14223.7322111235,14236.09061786993,1.0000000000012221,4157,26.144654088050313,2926528,18405.83647798742,82,5751.424733221181,0.9802742362280491,,0,0,0,12,1,0,0,0.9474981000021216,urban_roundabout,80,1007,100.0,0.921875,3689.556640625,0,0
distributed_density_honest,8,2,142,5,0.8,0.6153846153846154,0.013888888888888888,0.38461538461538464,0.9861111111111112,0.6956521739130435,0.6787765043667908,10000.0,14213.537613051905,74.71744464724033,14160.997849903293,14328.834412479931,14340.861090822875,19.882825622780842,2812,17.910828025477706,2939008,18719.79617834395,67,4413.038694384948,0.9761735419630156,1.0,0,0,0,10,1,0,0,1.3861672999992152,urban_roundabout,80,1008,,1.34375,3413.5849609375,0,0
centralized_remote_0ms_control,8,2,142,5,0.8,0.6153846153846154,0.013888888888888888,0.38461538461538464,0.9861111111111112,0.6956521739130435,0.6787765043667908,10000.0,14122.581007360943,0.0,14062.536977788952,14127.03444663936,14135.39802302878,1.0000000000012221,4157,26.477707006369428,2926528,18640.305732484077,76,5726.9260582151655,0.9817175847967284,,0,0,0,10,1,0,0,1.0516652999940561,urban_roundabout,80,1008,0.0,1.03125,3790.8935546875,0,0
centralized_remote_100ms,8,2,142,5,0.8,0.6153846153846154,0.013888888888888888,0.38461538461538464,0.9861111111111112,0.6956521739130435,0.6787765043667908,10000.0,14222.581007360945,0.0,14162.536977788954,14227.03444663936,14235.398023028774,1.0000000000012221,4157,26.477707006369428,2926528,18640.305732484077,76,5726.9260582151655,0.9817175847967284,,0,0,0,10,1,0,0,0.964014600001974,urban_roundabout,80,1008,100.0,0.953125,3714.2529296875,0,0
distributed_density_honest,9,2,143,6,0.8181818181818182,0.6,0.013793103448275862,0.4,0.9862068965517241,0.6923076923076923,0.675291179870137,10049.999999999984,14233.64147415485,81.4410450103491,14163.241545572326,14381.538353742792,14415.923448769103,14.931405659085684,2844,17.775,3077312,19233.2,48,4374.712975110866,0.9831223628691983,1.0,0,0,0,11,1,0,0,1.4588928000011947,urban_roundabout,80,1009,,1.453125,3487.3896484375,0,0
centralized_remote_0ms_control,9,2,143,6,0.8181818181818182,0.6,0.013793103448275862,0.4,0.9862068965517241,0.6923076923076923,0.675291179870137,10049.999999999984,14115.195399676306,0.0,14065.662395136798,14127.97650892327,14142.060381383826,1.0000000000012221,4250,26.5625,2992000,18700.0,75,5768.201129411871,0.9823529411764705,,0,0,0,11,1,0,0,0.9648242999974173,urban_roundabout,80,1009,0.0,0.9375,3774.1396484375,0,0
