topology,vehicle_count,seed,architecture,backhaul_extra_latency_ms,case_id,committed,view,leader,prepare_votes,commit_votes,started_at,committed_at,view_changes,reason,message_count,bytes_sent,safety_violation,semantic_proposal_valid,fault_activated,validator_rechecks,validator_recheck_failures,invalid_proposal_attempted
urban_roundabout,40,1007,distributed_density_honest,,case-urban_roundabout-1007-veh_027-w0002,True,0,rsu-3,4,4,44.058195758444036,44.09466819048646,0,committed,28,10624,False,True,False,4,0,False
urban_roundabout,40,1007,distributed_density_honest,,case-urban_roundabout-1007-veh_027-w0003,True,0,rsu-1,4,4,59.03895952694145,59.0773734715511,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,40,1008,distributed_density_honest,,case-urban_roundabout-1008-veh_003-w0000,True,0,rsu-4,4,4,14.03479695678464,14.075978947208144,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,40,1008,distributed_density_honest,,case-urban_roundabout-1008-veh_003-w0001,True,0,rsu-2,4,4,29.049365217506214,29.083759192816558,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,40,1008,distributed_density_honest,,case-urban_roundabout-1008-veh_006-w0002,True,0,rsu-2,4,4,44.01158908994766,44.046467674278794,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,40,1008,distributed_density_honest,,case-urban_roundabout-1008-veh_027-w0002,True,0,rsu-2,4,4,44.07009694805839,44.106852709837774,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,40,1008,distributed_density_honest,,case-urban_roundabout-1008-veh_027-w0003,True,0,rsu-1,4,4,59.04293561167519,59.07986948708593,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,40,1009,distributed_density_honest,,case-urban_roundabout-1009-veh_003-w0000,True,0,rsu-4,4,4,14.043584532935787,14.080531342357709,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,40,1009,distributed_density_honest,,case-urban_roundabout-1009-veh_003-w0001,True,0,rsu-4,4,4,29.040007527678185,29.075736899708208,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,40,1009,distributed_density_honest,,case-urban_roundabout-1009-veh_006-w0002,True,0,rsu-2,4,4,44.01417475832492,44.05140722347205,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,40,1009,distributed_density_honest,,case-urban_roundabout-1009-veh_027-w0002,True,0,rsu-4,4,4,44.055431265698154,44.096011540940005,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,40,1010,distributed_density_honest,,case-urban_roundabout-1010-veh_003-w0000,True,0,rsu-2,4,4,14.031741770804102,14.070608287017482,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,40,1010,distributed_density_honest,,case-urban_roundabout-1010-veh_003-w0001,True,0,rsu-3,4,4,29.04781046658409,29.082975895408012,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,40,1010,distributed_density_honest,,case-urban_roundabout-1010-veh_006-w0002,True,0,rsu-2,4,4,44.01417423170586,44.050381161608456,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,40,1010,distributed_density_honest,,case-urban_roundabout-1010-veh_027-w0002,True,0,rsu-2,4,4,44.07174060960612,44.111603827688825,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,40,1010,distributed_density_honest,,case-urban_roundabout-1010-veh_027-w0003,True,0,rsu-1,4,4,59.04436389869462,59.08419996702583,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1001,distributed_density_honest,,case-urban_roundabout-1001-veh_003-w0000,True,0,rsu-1,4,4,14.051469396652017,14.086486568512905,0,committed,29,10784,False,True,False,4,0,False
urban_roundabout,60,1001,distributed_density_honest,,case-urban_roundabout-1001-veh_003-w0001,True,0,rsu-2,4,4,29.044904849692866,29.081386877826642,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1001,distributed_density_honest,,case-urban_roundabout-1001-veh_027-w0001,True,0,rsu-3,4,4,29.09067153399739,29.128916331294928,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1001,distributed_density_honest,,case-urban_roundabout-1001-veh_006-w0002,True,0,rsu-2,4,4,44.01635399585808,44.05491889947639,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1001,distributed_density_honest,,case-urban_roundabout-1001-veh_027-w0002,True,0,rsu-1,4,4,44.06728223084006,44.10958017236329,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1001,distributed_density_honest,,case-urban_roundabout-1001-veh_035-w0002,True,0,rsu-4,4,4,44.1597926446797,44.19436204935865,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1001,distributed_density_honest,,case-urban_roundabout-1001-veh_047-w0003,True,0,rsu-2,4,4,59.01675850239028,59.05345553305738,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1002,distributed_density_honest,,case-urban_roundabout-1002-veh_003-w0000,True,0,rsu-3,4,4,14.036322094105088,14.068395538371686,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1002,distributed_density_honest,,case-urban_roundabout-1002-veh_003-w0001,True,0,rsu-3,4,4,29.04597943587036,29.080383233186463,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1002,distributed_density_honest,,case-urban_roundabout-1002-veh_027-w0001,True,0,rsu-3,4,4,29.115796989187125,29.153663245598217,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1002,distributed_density_honest,,case-urban_roundabout-1002-veh_035-w0001,True,0,rsu-1,4,4,29.199613335045147,29.24033304857328,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1002,distributed_density_honest,,case-urban_roundabout-1002-veh_006-w0002,True,0,rsu-2,4,4,44.0169253700982,44.05134258194862,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1002,distributed_density_honest,,case-urban_roundabout-1002-veh_027-w0002,True,0,rsu-1,4,4,44.099327107275215,44.14188808982468,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1002,distributed_density_honest,,case-urban_roundabout-1002-veh_035-w0002,True,0,rsu-2,4,4,44.19745613237594,44.23299177514158,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1003,distributed_density_honest,,case-urban_roundabout-1003-veh_003-w0000,True,0,rsu-3,4,4,14.037267412043446,14.080404820648344,0,committed,29,10784,False,True,False,4,0,False
urban_roundabout,60,1003,distributed_density_honest,,case-urban_roundabout-1003-veh_003-w0001,True,0,rsu-4,4,4,29.04567452216623,29.078601325221175,0,committed,27,10080,False,True,False,4,0,False
