topology,vehicle_count,backhaul_extra_latency_ms,metric,paired_seed_count,distributed_mean,remote_mean,mean_difference_distributed_minus_remote,median_difference_distributed_minus_remote,difference_std,minimum_difference,maximum_difference,mean_difference_ci95_lower,mean_difference_ci95_upper,wilcoxon_raw_p,rank_biserial,holm_adjusted_p_within_metric,holm_reject_0_05,holm_adjusted_p_within_metric_and_backhaul,holm_reject_0_05_within_metric_and_backhaul,analysis_family
urban_roundabout,40,100.0,mean_queue_delay_ms,10,4068.8835121477605,5291.612806179253,-1222.7292940314928,-1190.530204378801,213.32160059198725,-1700.7744173651622,-963.845954723577,-1354.0312321011663,-1102.208969122733,0.001953125,-1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,40,100.0,packet_delivery_ratio,10,0.9812164500404048,0.9823824724581574,-0.0011660224177526212,-0.0004184669590436285,0.003339633424475195,-0.005903397413669076,0.0040042183693012046,-0.0030818004615573236,0.0008060588040671998,0.375,-0.34545454545454546,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,40,100.0,runtime_seconds,10,1.177698949999467,0.9298815699999977,0.24781737999946926,0.25852930000110064,0.06500431205128081,0.15558690000034403,0.36204409999481857,0.20851412499934668,0.285774875498555,0.001953125,1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,40,100.0,cpu_time_seconds,10,1.14375,0.8953125,0.2484375,0.234375,0.07418904741903919,0.15625,0.375,0.20625,0.29375,0.001953125,1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,40,100.0,peak_memory_kb,10,2058.1541015625,2208.13369140625,-149.97958984375,-149.80517578125,9.676925394543956,-164.626953125,-130.5009765625,-155.384609375,-144.037763671875,0.001953125,-1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,trust_precision,10,0.9136904761904763,0.9136904761904763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,60,0.0,malicious_revocation_recall,10,0.6277777777777777,0.6277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,60,0.0,false_revocation_rate,10,0.005480626730626699,0.005480626730626699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,60,0.0,trust_f1,10,0.74234360410831,0.74234360410831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,60,0.0,mcc,10,0.7399001527649096,0.7399001527649096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,60,0.0,detection_latency_p95_ms,10,9519.999999999996,9519.999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,60,0.0,qualification_latency_p95_ms,10,14122.051400321277,14071.794816338079,50.25658398319756,52.06232097958764,20.26207137459574,23.925411057150995,94.18184338124956,39.548583694994086,62.44348358020386,0.001953125,1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,consensus_latency_p95_ms,10,106.7551204600909,0.0,106.7551204600909,105.28277137738003,15.046633271562381,86.29855288513042,138.28293697698797,98.35258121021144,115.77501764043197,0.001953125,1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,latency_p50_ms,10,14096.224912870643,14053.273928903922,42.95098396671983,36.841648723294384,19.310635143037786,24.30996646825406,88.5588699703585,32.974259447434314,55.17766175145113,0.001953125,1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,latency_p95_ms,10,14197.951871664889,14101.898808576972,96.05306308791714,99.78010935048951,20.128823947221775,66.89136561177656,128.8004912630695,85.22038206802792,107.44194666350184,0.001953125,1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,latency_p99_ms,10,14207.724202175265,14113.652302753277,94.07189942198656,88.92231777451616,19.41870155936637,65.1195855991864,124.08104852884026,82.51225895217021,105.5619238072586,0.001953125,1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,ledger_consistency_delay_p95_ms,10,13.72942610250199,1.0000000000011864,12.729426102500803,12.781175041350945,1.3132825296638129,10.637015742556953,14.314482719965937,11.942844689302298,13.470022351492565,0.001953125,1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,messages_per_decision,10,17.546539578960605,26.843257435780977,-9.296717856820374,-9.20902787505253,0.38546619250873115,-9.966666666666665,-8.669491525423727,-9.52576841519573,-9.076520028723408,0.001953125,-1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,bytes_per_decision,10,16327.889404943504,18897.653234789806,-2569.763829846301,-2637.125868296751,755.079567540581,-3857.0666666666675,-1363.4188034188082,-3021.744970260874,-2148.3692489822433,0.001953125,-1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,retransmissions,10,40.4,59.4,-19.0,-21.5,9.83192080250175,-38.0,-7.0,-25.0,-13.4,0.001953125,-1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,mean_queue_delay_ms,10,4222.234510564877,5557.031734720227,-1334.7972241553507,-1341.8436741299297,139.5472889679822,-1539.7787067796676,-1150.5014899397156,-1419.85254571479,-1253.207011657655,0.001953125,-1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,packet_delivery_ratio,10,0.980750789146924,0.9814752386784431,-0.0007244495315189448,0.00013939588041195217,0.003806018649636826,-0.005340097614433548,0.006104958587835441,-0.002820950715973039,0.0015713632834238533,0.76953125,-0.12727272727272726,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,60,0.0,runtime_seconds,10,1.6462583500004258,1.2616487999999664,0.38460955000045943,0.4044567500022823,0.12395616958635677,0.13360600000305567,0.5611118000015267,0.30865017574900777,0.4554306575005466,0.001953125,1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,cpu_time_seconds,10,1.5765625,1.209375,0.3671875,0.390625,0.10079167958522724,0.15625,0.5,0.3062109375,0.421875,0.001953125,1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,0.0,peak_memory_kb,10,2619.4857421875,2834.98623046875,-215.50048828125,-221.6708984375,37.65345105066013,-247.048828125,-113.6123046875,-232.47380371093752,-189.9518017578125,0.001953125,-1.0,0.01953125,True,0.009765625,True,supplementary_exploratory_density
urban_roundabout,60,100.0,trust_precision,10,0.9136904761904763,0.9136904761904763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,60,100.0,malicious_revocation_recall,10,0.6277777777777777,0.6277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,60,100.0,false_revocation_rate,10,0.005480626730626699,0.005480626730626699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,60,100.0,trust_f1,10,0.74234360410831,0.74234360410831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,60,100.0,mcc,10,0.7399001527649096,0.7399001527649096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,1.0,False,supplementary_exploratory_density
urban_roundabout,60,100.0,detection_latency_p95_ms,10,9519.999999999996,9519.999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,1.0,False,supplementary_exploratory_density
