topology,vehicle_count,seed,architecture,backhaul_extra_latency_ms,attack_type,cases,TP,FP,TN,FN,attack_recall,benign_false_revocation_rate
urban_roundabout,40,1007,centralized_remote_100ms,100.0,benign,61,0,0,61,0,,0.0
urban_roundabout,40,1007,centralized_remote_100ms,100.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1007,centralized_remote_100ms,100.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1007,centralized_remote_100ms,100.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1007,centralized_remote_100ms,100.0,position_offset,3,0,0,3,0,,0.0
urban_roundabout,40,1007,centralized_remote_100ms,100.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1007,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1007,distributed_density_honest,,benign,61,0,0,61,0,,0.0
urban_roundabout,40,1007,distributed_density_honest,,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1007,distributed_density_honest,,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1007,distributed_density_honest,,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1007,distributed_density_honest,,position_offset,3,0,0,3,0,,0.0
urban_roundabout,40,1007,distributed_density_honest,,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1007,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1008,centralized_remote_0ms_control,0.0,benign,63,0,0,63,0,,0.0
urban_roundabout,40,1008,centralized_remote_0ms_control,0.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1008,centralized_remote_0ms_control,0.0,mixed,4,0,0,1,3,0.0,0.0
urban_roundabout,40,1008,centralized_remote_0ms_control,0.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1008,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1008,centralized_remote_100ms,100.0,benign,63,0,0,63,0,,0.0
urban_roundabout,40,1008,centralized_remote_100ms,100.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1008,centralized_remote_100ms,100.0,mixed,4,0,0,1,3,0.0,0.0
urban_roundabout,40,1008,centralized_remote_100ms,100.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1008,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1008,distributed_density_honest,,benign,63,0,0,63,0,,0.0
urban_roundabout,40,1008,distributed_density_honest,,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1008,distributed_density_honest,,mixed,4,0,0,1,3,0.0,0.0
urban_roundabout,40,1008,distributed_density_honest,,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1008,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1009,centralized_remote_0ms_control,0.0,benign,63,0,0,63,0,,0.0
urban_roundabout,40,1009,centralized_remote_0ms_control,0.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1009,centralized_remote_0ms_control,0.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1009,centralized_remote_0ms_control,0.0,mixed,4,0,0,1,3,0.0,0.0
urban_roundabout,40,1009,centralized_remote_0ms_control,0.0,position_offset,2,0,0,2,0,,0.0
urban_roundabout,40,1009,centralized_remote_0ms_control,0.0,replay,2,2,0,0,0,1.0,
urban_roundabout,40,1009,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1009,centralized_remote_100ms,100.0,benign,63,0,0,63,0,,0.0
urban_roundabout,40,1009,centralized_remote_100ms,100.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1009,centralized_remote_100ms,100.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1009,centralized_remote_100ms,100.0,mixed,4,0,0,1,3,0.0,0.0
urban_roundabout,40,1009,centralized_remote_100ms,100.0,position_offset,2,0,0,2,0,,0.0
urban_roundabout,40,1009,centralized_remote_100ms,100.0,replay,2,2,0,0,0,1.0,
urban_roundabout,40,1009,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1009,distributed_density_honest,,benign,63,0,0,63,0,,0.0
urban_roundabout,40,1009,distributed_density_honest,,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1009,distributed_density_honest,,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1009,distributed_density_honest,,mixed,4,0,0,1,3,0.0,0.0
urban_roundabout,40,1009,distributed_density_honest,,position_offset,2,0,0,2,0,,0.0
urban_roundabout,40,1009,distributed_density_honest,,replay,2,2,0,0,0,1.0,
urban_roundabout,40,1009,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1010,centralized_remote_0ms_control,0.0,benign,66,0,0,66,0,,0.0
urban_roundabout,40,1010,centralized_remote_0ms_control,0.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1010,centralized_remote_0ms_control,0.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1010,centralized_remote_0ms_control,0.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1010,centralized_remote_0ms_control,0.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1010,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1010,centralized_remote_100ms,100.0,benign,66,0,0,66,0,,0.0
urban_roundabout,40,1010,centralized_remote_100ms,100.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1010,centralized_remote_100ms,100.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1010,centralized_remote_100ms,100.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1010,centralized_remote_100ms,100.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1010,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1010,distributed_density_honest,,benign,66,0,0,66,0,,0.0
urban_roundabout,40,1010,distributed_density_honest,,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1010,distributed_density_honest,,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1010,distributed_density_honest,,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1010,distributed_density_honest,,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1010,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1001,centralized_remote_0ms_control,0.0,benign,107,0,0,107,0,,0.0
urban_roundabout,60,1001,centralized_remote_0ms_control,0.0,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1001,centralized_remote_0ms_control,0.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1001,centralized_remote_0ms_control,0.0,position_offset,2,0,0,2,0,,0.0
urban_roundabout,60,1001,centralized_remote_0ms_control,0.0,replay,4,3,1,0,0,1.0,1.0
urban_roundabout,60,1001,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1001,centralized_remote_100ms,100.0,benign,107,0,0,107,0,,0.0
urban_roundabout,60,1001,centralized_remote_100ms,100.0,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1001,centralized_remote_100ms,100.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1001,centralized_remote_100ms,100.0,position_offset,2,0,0,2,0,,0.0
urban_roundabout,60,1001,centralized_remote_100ms,100.0,replay,4,3,1,0,0,1.0,1.0
urban_roundabout,60,1001,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1001,distributed_density_honest,,benign,107,0,0,107,0,,0.0
urban_roundabout,60,1001,distributed_density_honest,,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1001,distributed_density_honest,,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1001,distributed_density_honest,,position_offset,2,0,0,2,0,,0.0
urban_roundabout,60,1001,distributed_density_honest,,replay,4,3,1,0,0,1.0,1.0
urban_roundabout,60,1001,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1002,centralized_remote_0ms_control,0.0,benign,103,0,0,103,0,,0.0
urban_roundabout,60,1002,centralized_remote_0ms_control,0.0,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1002,centralized_remote_0ms_control,0.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1002,centralized_remote_0ms_control,0.0,position_offset,4,0,0,4,0,,0.0
urban_roundabout,60,1002,centralized_remote_0ms_control,0.0,replay,4,3,0,1,0,1.0,0.0
urban_roundabout,60,1002,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1002,centralized_remote_100ms,100.0,benign,103,0,0,103,0,,0.0
urban_roundabout,60,1002,centralized_remote_100ms,100.0,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1002,centralized_remote_100ms,100.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1002,centralized_remote_100ms,100.0,position_offset,4,0,0,4,0,,0.0
urban_roundabout,60,1002,centralized_remote_100ms,100.0,replay,4,3,0,1,0,1.0,0.0
urban_roundabout,60,1002,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1002,distributed_density_honest,,benign,103,0,0,103,0,,0.0
urban_roundabout,60,1002,distributed_density_honest,,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1002,distributed_density_honest,,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1002,distributed_density_honest,,position_offset,4,0,0,4,0,,0.0
urban_roundabout,60,1002,distributed_density_honest,,replay,4,3,0,1,0,1.0,0.0
urban_roundabout,60,1002,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1003,centralized_remote_0ms_control,0.0,benign,104,0,0,104,0,,0.0
urban_roundabout,60,1003,centralized_remote_0ms_control,0.0,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1003,centralized_remote_0ms_control,0.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1003,centralized_remote_0ms_control,0.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,60,1003,centralized_remote_0ms_control,0.0,replay,4,3,0,1,0,1.0,0.0
urban_roundabout,60,1003,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1003,centralized_remote_100ms,100.0,benign,104,0,0,104,0,,0.0
urban_roundabout,60,1003,centralized_remote_100ms,100.0,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1003,centralized_remote_100ms,100.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1003,centralized_remote_100ms,100.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,60,1003,centralized_remote_100ms,100.0,replay,4,3,0,1,0,1.0,0.0
urban_roundabout,60,1003,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1003,distributed_density_honest,,benign,104,0,0,104,0,,0.0
urban_roundabout,60,1003,distributed_density_honest,,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1003,distributed_density_honest,,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1003,distributed_density_honest,,position_offset,1,0,0,1,0,,0.0
urban_roundabout,60,1003,distributed_density_honest,,replay,4,3,0,1,0,1.0,0.0
urban_roundabout,60,1003,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1004,centralized_remote_0ms_control,0.0,benign,107,0,0,107,0,,0.0
urban_roundabout,60,1004,centralized_remote_0ms_control,0.0,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1004,centralized_remote_0ms_control,0.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1004,centralized_remote_0ms_control,0.0,position_offset,2,0,0,2,0,,0.0
urban_roundabout,60,1004,centralized_remote_0ms_control,0.0,replay,4,2,0,1,1,0.6666666666666666,0.0
urban_roundabout,60,1004,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1004,centralized_remote_100ms,100.0,benign,107,0,0,107,0,,0.0
urban_roundabout,60,1004,centralized_remote_100ms,100.0,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1004,centralized_remote_100ms,100.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1004,centralized_remote_100ms,100.0,position_offset,2,0,0,2,0,,0.0
urban_roundabout,60,1004,centralized_remote_100ms,100.0,replay,4,2,0,1,1,0.6666666666666666,0.0
urban_roundabout,60,1004,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1004,distributed_density_honest,,benign,107,0,0,107,0,,0.0
urban_roundabout,60,1004,distributed_density_honest,,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1004,distributed_density_honest,,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1004,distributed_density_honest,,position_offset,2,0,0,2,0,,0.0
urban_roundabout,60,1004,distributed_density_honest,,replay,4,2,0,1,1,0.6666666666666666,0.0
urban_roundabout,60,1004,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1005,centralized_remote_0ms_control,0.0,benign,101,0,0,101,0,,0.0
urban_roundabout,60,1005,centralized_remote_0ms_control,0.0,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1005,centralized_remote_0ms_control,0.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1005,centralized_remote_0ms_control,0.0,position_offset,4,0,0,4,0,,0.0
urban_roundabout,60,1005,centralized_remote_0ms_control,0.0,replay,4,3,1,0,0,1.0,1.0
urban_roundabout,60,1005,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1005,centralized_remote_100ms,100.0,benign,101,0,0,101,0,,0.0
urban_roundabout,60,1005,centralized_remote_100ms,100.0,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1005,centralized_remote_100ms,100.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1005,centralized_remote_100ms,100.0,position_offset,4,0,0,4,0,,0.0
urban_roundabout,60,1005,centralized_remote_100ms,100.0,replay,4,3,1,0,0,1.0,1.0
urban_roundabout,60,1005,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1005,distributed_density_honest,,benign,101,0,0,101,0,,0.0
urban_roundabout,60,1005,distributed_density_honest,,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1005,distributed_density_honest,,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1005,distributed_density_honest,,position_offset,4,0,0,4,0,,0.0
urban_roundabout,60,1005,distributed_density_honest,,replay,4,3,1,0,0,1.0,1.0
urban_roundabout,60,1005,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1006,centralized_remote_0ms_control,0.0,benign,106,0,0,106,0,,0.0
urban_roundabout,60,1006,centralized_remote_0ms_control,0.0,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1006,centralized_remote_0ms_control,0.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1006,centralized_remote_0ms_control,0.0,position_offset,2,0,0,2,0,,0.0
urban_roundabout,60,1006,centralized_remote_0ms_control,0.0,replay,4,3,1,0,0,1.0,1.0
urban_roundabout,60,1006,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1006,centralized_remote_100ms,100.0,benign,106,0,0,106,0,,0.0
urban_roundabout,60,1006,centralized_remote_100ms,100.0,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1006,centralized_remote_100ms,100.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1006,centralized_remote_100ms,100.0,position_offset,2,0,0,2,0,,0.0
urban_roundabout,60,1006,centralized_remote_100ms,100.0,replay,4,3,1,0,0,1.0,1.0
urban_roundabout,60,1006,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1006,distributed_density_honest,,benign,106,0,0,106,0,,0.0
urban_roundabout,60,1006,distributed_density_honest,,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1006,distributed_density_honest,,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1006,distributed_density_honest,,position_offset,2,0,0,2,0,,0.0
urban_roundabout,60,1006,distributed_density_honest,,replay,4,3,1,0,0,1.0,1.0
urban_roundabout,60,1006,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1007,centralized_remote_0ms_control,0.0,benign,100,0,0,100,0,,0.0
urban_roundabout,60,1007,centralized_remote_0ms_control,0.0,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1007,centralized_remote_0ms_control,0.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1007,centralized_remote_0ms_control,0.0,position_offset,5,0,0,5,0,,0.0
urban_roundabout,60,1007,centralized_remote_0ms_control,0.0,replay,4,3,1,0,0,1.0,1.0
urban_roundabout,60,1007,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1007,centralized_remote_100ms,100.0,benign,100,0,0,100,0,,0.0
urban_roundabout,60,1007,centralized_remote_100ms,100.0,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1007,centralized_remote_100ms,100.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1007,centralized_remote_100ms,100.0,position_offset,5,0,0,5,0,,0.0
urban_roundabout,60,1007,centralized_remote_100ms,100.0,replay,4,3,1,0,0,1.0,1.0
urban_roundabout,60,1007,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1007,distributed_density_honest,,benign,100,0,0,100,0,,0.0
urban_roundabout,60,1007,distributed_density_honest,,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1007,distributed_density_honest,,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1007,distributed_density_honest,,position_offset,5,0,0,5,0,,0.0
urban_roundabout,60,1007,distributed_density_honest,,replay,4,3,1,0,0,1.0,1.0
urban_roundabout,60,1007,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1008,centralized_remote_0ms_control,0.0,benign,102,0,0,102,0,,0.0
urban_roundabout,60,1008,centralized_remote_0ms_control,0.0,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1008,centralized_remote_0ms_control,0.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1008,centralized_remote_0ms_control,0.0,position_offset,3,0,0,3,0,,0.0
urban_roundabout,60,1008,centralized_remote_0ms_control,0.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,60,1008,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1008,centralized_remote_100ms,100.0,benign,102,0,0,102,0,,0.0
urban_roundabout,60,1008,centralized_remote_100ms,100.0,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1008,centralized_remote_100ms,100.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1008,centralized_remote_100ms,100.0,position_offset,3,0,0,3,0,,0.0
urban_roundabout,60,1008,centralized_remote_100ms,100.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,60,1008,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1008,distributed_density_honest,,benign,102,0,0,102,0,,0.0
urban_roundabout,60,1008,distributed_density_honest,,false_denm,3,2,0,0,1,0.6666666666666666,
urban_roundabout,60,1008,distributed_density_honest,,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1008,distributed_density_honest,,position_offset,3,0,0,3,0,,0.0
urban_roundabout,60,1008,distributed_density_honest,,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,60,1008,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1009,centralized_remote_0ms_control,0.0,benign,104,0,0,104,0,,0.0
urban_roundabout,60,1009,centralized_remote_0ms_control,0.0,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1009,centralized_remote_0ms_control,0.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1009,centralized_remote_0ms_control,0.0,position_offset,3,0,0,3,0,,0.0
urban_roundabout,60,1009,centralized_remote_0ms_control,0.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,60,1009,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1009,centralized_remote_100ms,100.0,benign,104,0,0,104,0,,0.0
urban_roundabout,60,1009,centralized_remote_100ms,100.0,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1009,centralized_remote_100ms,100.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1009,centralized_remote_100ms,100.0,position_offset,3,0,0,3,0,,0.0
urban_roundabout,60,1009,centralized_remote_100ms,100.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,60,1009,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1009,distributed_density_honest,,benign,104,0,0,104,0,,0.0
urban_roundabout,60,1009,distributed_density_honest,,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1009,distributed_density_honest,,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1009,distributed_density_honest,,position_offset,3,0,0,3,0,,0.0
urban_roundabout,60,1009,distributed_density_honest,,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,60,1009,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1010,centralized_remote_0ms_control,0.0,benign,108,0,0,108,0,,0.0
urban_roundabout,60,1010,centralized_remote_0ms_control,0.0,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1010,centralized_remote_0ms_control,0.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1010,centralized_remote_0ms_control,0.0,replay,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1010,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1010,centralized_remote_100ms,100.0,benign,108,0,0,108,0,,0.0
urban_roundabout,60,1010,centralized_remote_100ms,100.0,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1010,centralized_remote_100ms,100.0,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1010,centralized_remote_100ms,100.0,replay,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1010,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1010,distributed_density_honest,,benign,108,0,0,108,0,,0.0
urban_roundabout,60,1010,distributed_density_honest,,false_denm,3,1,0,0,2,0.3333333333333333,
urban_roundabout,60,1010,distributed_density_honest,,mixed,3,0,0,1,2,0.0,0.0
urban_roundabout,60,1010,distributed_density_honest,,replay,3,2,0,1,0,1.0,0.0
urban_roundabout,60,1010,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,80,1001,centralized_remote_0ms_control,0.0,benign,132,0,0,132,0,,0.0
urban_roundabout,80,1001,centralized_remote_0ms_control,0.0,certificate_tamper,1,0,0,0,1,0.0,
urban_roundabout,80,1001,centralized_remote_0ms_control,0.0,false_denm,4,0,0,1,3,0.0,0.0
urban_roundabout,80,1001,centralized_remote_0ms_control,0.0,mixed,2,0,0,1,1,0.0,0.0
urban_roundabout,80,1001,centralized_remote_0ms_control,0.0,position_offset,5,0,0,5,0,,0.0
urban_roundabout,80,1001,centralized_remote_0ms_control,0.0,replay,8,4,2,2,0,1.0,0.5
urban_roundabout,80,1001,centralized_remote_0ms_control,0.0,speed_offset,6,4,0,1,1,0.8,0.0
urban_roundabout,80,1001,centralized_remote_100ms,100.0,benign,132,0,0,132,0,,0.0
urban_roundabout,80,1001,centralized_remote_100ms,100.0,certificate_tamper,1,0,0,0,1,0.0,
urban_roundabout,80,1001,centralized_remote_100ms,100.0,false_denm,4,0,0,1,3,0.0,0.0
urban_roundabout,80,1001,centralized_remote_100ms,100.0,mixed,2,0,0,1,1,0.0,0.0
urban_roundabout,80,1001,centralized_remote_100ms,100.0,position_offset,5,0,0,5,0,,0.0
urban_roundabout,80,1001,centralized_remote_100ms,100.0,replay,8,4,2,2,0,1.0,0.5
urban_roundabout,80,1001,centralized_remote_100ms,100.0,speed_offset,6,4,0,1,1,0.8,0.0
urban_roundabout,80,1001,distributed_density_honest,,benign,132,0,0,132,0,,0.0
urban_roundabout,80,1001,distributed_density_honest,,certificate_tamper,1,0,0,0,1,0.0,
urban_roundabout,80,1001,distributed_density_honest,,false_denm,4,0,0,1,3,0.0,0.0
urban_roundabout,80,1001,distributed_density_honest,,mixed,2,0,0,1,1,0.0,0.0
urban_roundabout,80,1001,distributed_density_honest,,position_offset,5,0,0,5,0,,0.0
urban_roundabout,80,1001,distributed_density_honest,,replay,8,4,2,2,0,1.0,0.5
urban_roundabout,80,1001,distributed_density_honest,,speed_offset,6,4,0,1,1,0.8,0.0
urban_roundabout,80,1002,centralized_remote_0ms_control,0.0,benign,134,0,0,134,0,,0.0
urban_roundabout,80,1002,centralized_remote_0ms_control,0.0,certificate_tamper,1,0,0,0,1,0.0,
urban_roundabout,80,1002,centralized_remote_0ms_control,0.0,false_denm,4,1,0,1,2,0.3333333333333333,0.0
urban_roundabout,80,1002,centralized_remote_0ms_control,0.0,mixed,2,0,0,1,1,0.0,0.0
urban_roundabout,80,1002,centralized_remote_0ms_control,0.0,position_offset,2,0,0,2,0,,0.0
urban_roundabout,80,1002,centralized_remote_0ms_control,0.0,replay,8,4,2,2,0,1.0,0.5
urban_roundabout,80,1002,centralized_remote_0ms_control,0.0,speed_offset,6,4,0,1,1,0.8,0.0
urban_roundabout,80,1002,centralized_remote_100ms,100.0,benign,134,0,0,134,0,,0.0
urban_roundabout,80,1002,centralized_remote_100ms,100.0,certificate_tamper,1,0,0,0,1,0.0,
urban_roundabout,80,1002,centralized_remote_100ms,100.0,false_denm,4,1,0,1,2,0.3333333333333333,0.0
urban_roundabout,80,1002,centralized_remote_100ms,100.0,mixed,2,0,0,1,1,0.0,0.0
urban_roundabout,80,1002,centralized_remote_100ms,100.0,position_offset,2,0,0,2,0,,0.0
urban_roundabout,80,1002,centralized_remote_100ms,100.0,replay,8,4,2,2,0,1.0,0.5
urban_roundabout,80,1002,centralized_remote_100ms,100.0,speed_offset,6,4,0,1,1,0.8,0.0
urban_roundabout,80,1002,distributed_density_honest,,benign,134,0,0,134,0,,0.0
urban_roundabout,80,1002,distributed_density_honest,,certificate_tamper,1,0,0,0,1,0.0,
urban_roundabout,80,1002,distributed_density_honest,,false_denm,4,1,0,1,2,0.3333333333333333,0.0
urban_roundabout,80,1002,distributed_density_honest,,mixed,2,0,0,1,1,0.0,0.0
urban_roundabout,80,1002,distributed_density_honest,,position_offset,2,0,0,2,0,,0.0
urban_roundabout,80,1002,distributed_density_honest,,replay,8,4,2,2,0,1.0,0.5
urban_roundabout,80,1002,distributed_density_honest,,speed_offset,6,4,0,1,1,0.8,0.0
urban_roundabout,80,1003,centralized_remote_0ms_control,0.0,benign,135,0,0,135,0,,0.0
