topology,vehicle_count,seed,architecture,backhaul_extra_latency_ms,attack_type,cases,TP,FP,TN,FN,attack_recall,benign_false_revocation_rate
urban_roundabout,20,1005,centralized_remote_0ms_control,0.0,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1005,centralized_remote_0ms_control,0.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1005,centralized_remote_0ms_control,0.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,20,1005,centralized_remote_0ms_control,0.0,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1005,centralized_remote_0ms_control,0.0,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1005,centralized_remote_100ms,100.0,benign,27,0,0,27,0,,0.0
urban_roundabout,20,1005,centralized_remote_100ms,100.0,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1005,centralized_remote_100ms,100.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1005,centralized_remote_100ms,100.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,20,1005,centralized_remote_100ms,100.0,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1005,centralized_remote_100ms,100.0,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1005,distributed_density_honest,,benign,27,0,0,27,0,,0.0
urban_roundabout,20,1005,distributed_density_honest,,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1005,distributed_density_honest,,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1005,distributed_density_honest,,position_offset,1,0,0,1,0,,0.0
urban_roundabout,20,1005,distributed_density_honest,,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1005,distributed_density_honest,,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1006,centralized_remote_0ms_control,0.0,benign,26,0,0,26,0,,0.0
urban_roundabout,20,1006,centralized_remote_0ms_control,0.0,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1006,centralized_remote_0ms_control,0.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1006,centralized_remote_0ms_control,0.0,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1006,centralized_remote_0ms_control,0.0,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1006,centralized_remote_100ms,100.0,benign,26,0,0,26,0,,0.0
urban_roundabout,20,1006,centralized_remote_100ms,100.0,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1006,centralized_remote_100ms,100.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1006,centralized_remote_100ms,100.0,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1006,centralized_remote_100ms,100.0,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1006,distributed_density_honest,,benign,26,0,0,26,0,,0.0
urban_roundabout,20,1006,distributed_density_honest,,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1006,distributed_density_honest,,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1006,distributed_density_honest,,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1006,distributed_density_honest,,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1007,centralized_remote_0ms_control,0.0,benign,24,0,0,24,0,,0.0
urban_roundabout,20,1007,centralized_remote_0ms_control,0.0,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1007,centralized_remote_0ms_control,0.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1007,centralized_remote_0ms_control,0.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,20,1007,centralized_remote_0ms_control,0.0,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1007,centralized_remote_0ms_control,0.0,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1007,centralized_remote_100ms,100.0,benign,24,0,0,24,0,,0.0
urban_roundabout,20,1007,centralized_remote_100ms,100.0,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1007,centralized_remote_100ms,100.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1007,centralized_remote_100ms,100.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,20,1007,centralized_remote_100ms,100.0,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1007,centralized_remote_100ms,100.0,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1007,distributed_density_honest,,benign,24,0,0,24,0,,0.0
urban_roundabout,20,1007,distributed_density_honest,,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1007,distributed_density_honest,,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1007,distributed_density_honest,,position_offset,1,0,0,1,0,,0.0
urban_roundabout,20,1007,distributed_density_honest,,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1007,distributed_density_honest,,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1008,centralized_remote_0ms_control,0.0,benign,23,0,0,23,0,,0.0
urban_roundabout,20,1008,centralized_remote_0ms_control,0.0,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1008,centralized_remote_0ms_control,0.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1008,centralized_remote_0ms_control,0.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,20,1008,centralized_remote_0ms_control,0.0,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1008,centralized_remote_0ms_control,0.0,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1008,centralized_remote_100ms,100.0,benign,23,0,0,23,0,,0.0
urban_roundabout,20,1008,centralized_remote_100ms,100.0,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1008,centralized_remote_100ms,100.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1008,centralized_remote_100ms,100.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,20,1008,centralized_remote_100ms,100.0,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1008,centralized_remote_100ms,100.0,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1008,distributed_density_honest,,benign,23,0,0,23,0,,0.0
urban_roundabout,20,1008,distributed_density_honest,,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1008,distributed_density_honest,,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1008,distributed_density_honest,,position_offset,1,0,0,1,0,,0.0
urban_roundabout,20,1008,distributed_density_honest,,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1008,distributed_density_honest,,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1009,centralized_remote_0ms_control,0.0,benign,28,0,0,28,0,,0.0
urban_roundabout,20,1009,centralized_remote_0ms_control,0.0,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1009,centralized_remote_0ms_control,0.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1009,centralized_remote_0ms_control,0.0,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1009,centralized_remote_0ms_control,0.0,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1009,centralized_remote_100ms,100.0,benign,28,0,0,28,0,,0.0
urban_roundabout,20,1009,centralized_remote_100ms,100.0,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1009,centralized_remote_100ms,100.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1009,centralized_remote_100ms,100.0,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1009,centralized_remote_100ms,100.0,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1009,distributed_density_honest,,benign,28,0,0,28,0,,0.0
urban_roundabout,20,1009,distributed_density_honest,,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1009,distributed_density_honest,,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1009,distributed_density_honest,,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1009,distributed_density_honest,,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1010,centralized_remote_0ms_control,0.0,benign,28,0,0,28,0,,0.0
urban_roundabout,20,1010,centralized_remote_0ms_control,0.0,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1010,centralized_remote_0ms_control,0.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1010,centralized_remote_0ms_control,0.0,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1010,centralized_remote_0ms_control,0.0,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1010,centralized_remote_100ms,100.0,benign,28,0,0,28,0,,0.0
urban_roundabout,20,1010,centralized_remote_100ms,100.0,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1010,centralized_remote_100ms,100.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1010,centralized_remote_100ms,100.0,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1010,centralized_remote_100ms,100.0,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,20,1010,distributed_density_honest,,benign,28,0,0,28,0,,0.0
urban_roundabout,20,1010,distributed_density_honest,,certificate_tamper,3,2,1,0,0,1.0,1.0
urban_roundabout,20,1010,distributed_density_honest,,mixed,3,0,0,0,3,0.0,
urban_roundabout,20,1010,distributed_density_honest,,replay,1,1,0,0,0,1.0,
urban_roundabout,20,1010,distributed_density_honest,,speed_offset,3,1,0,0,2,0.3333333333333333,
urban_roundabout,40,1001,centralized_remote_0ms_control,0.0,benign,65,0,0,65,0,,0.0
urban_roundabout,40,1001,centralized_remote_0ms_control,0.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1001,centralized_remote_0ms_control,0.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1001,centralized_remote_0ms_control,0.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1001,centralized_remote_0ms_control,0.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,40,1001,centralized_remote_0ms_control,0.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1001,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1001,centralized_remote_100ms,100.0,benign,65,0,0,65,0,,0.0
urban_roundabout,40,1001,centralized_remote_100ms,100.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1001,centralized_remote_100ms,100.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1001,centralized_remote_100ms,100.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1001,centralized_remote_100ms,100.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,40,1001,centralized_remote_100ms,100.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1001,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1001,distributed_density_honest,,benign,65,0,0,65,0,,0.0
urban_roundabout,40,1001,distributed_density_honest,,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1001,distributed_density_honest,,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1001,distributed_density_honest,,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1001,distributed_density_honest,,position_offset,1,0,0,1,0,,0.0
urban_roundabout,40,1001,distributed_density_honest,,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1001,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1002,centralized_remote_0ms_control,0.0,benign,65,0,0,65,0,,0.0
urban_roundabout,40,1002,centralized_remote_0ms_control,0.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1002,centralized_remote_0ms_control,0.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1002,centralized_remote_0ms_control,0.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1002,centralized_remote_0ms_control,0.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,40,1002,centralized_remote_0ms_control,0.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1002,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1002,centralized_remote_100ms,100.0,benign,65,0,0,65,0,,0.0
urban_roundabout,40,1002,centralized_remote_100ms,100.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1002,centralized_remote_100ms,100.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1002,centralized_remote_100ms,100.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1002,centralized_remote_100ms,100.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,40,1002,centralized_remote_100ms,100.0,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1002,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1002,distributed_density_honest,,benign,65,0,0,65,0,,0.0
urban_roundabout,40,1002,distributed_density_honest,,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1002,distributed_density_honest,,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1002,distributed_density_honest,,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1002,distributed_density_honest,,position_offset,1,0,0,1,0,,0.0
urban_roundabout,40,1002,distributed_density_honest,,replay,3,2,1,0,0,1.0,1.0
urban_roundabout,40,1002,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1003,centralized_remote_0ms_control,0.0,benign,63,0,0,63,0,,0.0
urban_roundabout,40,1003,centralized_remote_0ms_control,0.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1003,centralized_remote_0ms_control,0.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1003,centralized_remote_0ms_control,0.0,mixed,4,0,0,0,4,0.0,
urban_roundabout,40,1003,centralized_remote_0ms_control,0.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,40,1003,centralized_remote_0ms_control,0.0,replay,2,1,1,0,0,1.0,1.0
urban_roundabout,40,1003,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1003,centralized_remote_100ms,100.0,benign,63,0,0,63,0,,0.0
urban_roundabout,40,1003,centralized_remote_100ms,100.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1003,centralized_remote_100ms,100.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1003,centralized_remote_100ms,100.0,mixed,4,0,0,0,4,0.0,
urban_roundabout,40,1003,centralized_remote_100ms,100.0,position_offset,1,0,0,1,0,,0.0
urban_roundabout,40,1003,centralized_remote_100ms,100.0,replay,2,1,1,0,0,1.0,1.0
urban_roundabout,40,1003,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1003,distributed_density_honest,,benign,63,0,0,63,0,,0.0
urban_roundabout,40,1003,distributed_density_honest,,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1003,distributed_density_honest,,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1003,distributed_density_honest,,mixed,4,0,0,0,4,0.0,
urban_roundabout,40,1003,distributed_density_honest,,position_offset,1,0,0,1,0,,0.0
urban_roundabout,40,1003,distributed_density_honest,,replay,2,1,1,0,0,1.0,1.0
urban_roundabout,40,1003,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1004,centralized_remote_0ms_control,0.0,benign,64,0,0,64,0,,0.0
urban_roundabout,40,1004,centralized_remote_0ms_control,0.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1004,centralized_remote_0ms_control,0.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1004,centralized_remote_0ms_control,0.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1004,centralized_remote_0ms_control,0.0,replay,3,1,1,0,1,0.5,1.0
urban_roundabout,40,1004,centralized_remote_0ms_control,0.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1004,centralized_remote_100ms,100.0,benign,64,0,0,64,0,,0.0
urban_roundabout,40,1004,centralized_remote_100ms,100.0,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1004,centralized_remote_100ms,100.0,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1004,centralized_remote_100ms,100.0,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1004,centralized_remote_100ms,100.0,replay,3,1,1,0,1,0.5,1.0
urban_roundabout,40,1004,centralized_remote_100ms,100.0,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1004,distributed_density_honest,,benign,64,0,0,64,0,,0.0
urban_roundabout,40,1004,distributed_density_honest,,false_denm,1,0,0,0,1,0.0,
urban_roundabout,40,1004,distributed_density_honest,,flood,1,0,0,1,0,,0.0
urban_roundabout,40,1004,distributed_density_honest,,mixed,3,0,0,0,3,0.0,
urban_roundabout,40,1004,distributed_density_honest,,replay,3,1,1,0,1,0.5,1.0
urban_roundabout,40,1004,distributed_density_honest,,speed_offset,3,2,0,1,0,1.0,0.0
urban_roundabout,40,1005,centralized_remote_0ms_control,0.0,benign,63,0,0,63,0,,0.0
