case_id,observation_root_id,seed,attack_type,label,validity,direction,source_id,source_kind,validator_rsu_id,administrative_domain_id,geographic_cell,sensor_modality,detector_confidence,source_reliability,freshness,verifiability,independence,observed_at,reason_codes
case-corridor-1003-veh_000-benign,root-1372a2e9fdbf236a9fce8dc6,1003,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,1.0,clean_observation
case-corridor-1003-veh_000-benign,root-1372a2e9fdbf236a9fce8dc6,1003,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,1.0,clean_observation
case-corridor-1003-veh_000-benign,root-f3b75de632be1096b786a679,1003,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,2.0,clean_observation
case-corridor-1003-veh_000-benign,root-f3b75de632be1096b786a679,1003,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,2.0,clean_observation
case-corridor-1003-veh_001-benign,root-92406b8dc64709369b75548b,1003,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-5-0,rsu_cam_plausibility,0.78,0.9119999999999999,0.99,0.76,0.92,2.0,clean_observation
case-corridor-1003-veh_001-benign,root-92406b8dc64709369b75548b,1003,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-6-0,rsu_cam_plausibility,0.78,0.8999999999999999,0.99,0.76,0.68,2.0,clean_observation
case-corridor-1003-veh_000-benign,root-efdd47ae1bdd5228c3e866a6,1003,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,3.0,clean_observation
case-corridor-1003-veh_000-benign,root-efdd47ae1bdd5228c3e866a6,1003,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,3.0,clean_observation
case-corridor-1003-veh_000-benign,wroot-2d367b8924dfc13e633443ba,1003,benign,0,1,-1,veh_002,vehicle_witness,rsu-1,domain-1,cell-0--1,vehicle_witness_observation,0.78,0.7366856340146957,0.99,0.76,0.9158126582907262,3.0,clean_observation
case-corridor-1003-veh_001-benign,root-7bb2e6dc3b9e4970a959df2d,1003,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-5-0,rsu_cam_plausibility,0.78,0.9119999999999999,0.99,0.76,0.92,3.0,clean_observation
case-corridor-1003-veh_001-benign,root-7bb2e6dc3b9e4970a959df2d,1003,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-6-0,rsu_cam_plausibility,0.78,0.8999999999999999,0.99,0.76,0.68,3.0,clean_observation
case-corridor-1003-veh_002-benign,root-76565598b65a96ebdf76a9db,1003,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,3.0,clean_observation
case-corridor-1003-veh_002-benign,root-76565598b65a96ebdf76a9db,1003,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,3.0,clean_observation
case-corridor-1003-veh_002-benign,wroot-2e1ab96b49f50d6b253755c7,1003,benign,0,1,1,veh_000,vehicle_witness,rsu-1,domain-1,cell-0--1,vehicle_witness_observation,0.62,0.47520877357989116,0.99,0.86,0.9490414223058343,3.0,compromised_witness_false_report
case-corridor-1003-veh_000-benign,root-99f15af706d46d0f7569d17e,1003,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,4.0,clean_observation
case-corridor-1003-veh_000-benign,root-99f15af706d46d0f7569d17e,1003,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,4.0,clean_observation
case-corridor-1003-veh_000-benign,wroot-b603be13fb323eab3773b523,1003,benign,0,1,-1,veh_002,vehicle_witness,rsu-1,domain-1,cell-0--1,vehicle_witness_observation,0.78,0.7366856340146957,0.99,0.76,0.8979878843843407,4.0,clean_observation
case-corridor-1003-veh_001-benign,root-1a60eb47500f04d8b322e01e,1003,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-5-0,rsu_cam_plausibility,0.78,0.9119999999999999,0.99,0.76,0.92,4.0,clean_observation
case-corridor-1003-veh_001-benign,root-1a60eb47500f04d8b322e01e,1003,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-6-0,rsu_cam_plausibility,0.78,0.8999999999999999,0.99,0.76,0.68,4.0,clean_observation
case-corridor-1003-veh_001-benign,wroot-9e81114b83615d93422475ab,1003,benign,0,1,-1,veh_003,vehicle_witness,rsu-6,domain-3,cell-6-0,vehicle_witness_observation,0.78,0.7180507595721475,0.99,0.76,0.8637240147666897,4.0,clean_observation
case-corridor-1003-veh_002-benign,root-c896d67627b87ae068b46b2a,1003,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,4.0,clean_observation
case-corridor-1003-veh_002-benign,root-c896d67627b87ae068b46b2a,1003,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,4.0,clean_observation
case-corridor-1003-veh_002-benign,wroot-3b1a30a78f92a9e76aedb7a3,1003,benign,0,1,1,veh_000,vehicle_witness,rsu-1,domain-1,cell-0--1,vehicle_witness_observation,0.62,0.47520877357989116,0.99,0.86,0.8014808138921139,4.0,compromised_witness_false_report
case-corridor-1003-veh_003-benign,root-ce36dfac021c4984ff3a70be,1003,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-5-0,rsu_cam_plausibility,0.78,0.9119999999999999,0.99,0.76,0.92,4.0,clean_observation
case-corridor-1003-veh_003-benign,root-ce36dfac021c4984ff3a70be,1003,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-6-0,rsu_cam_plausibility,0.78,0.8999999999999999,0.99,0.76,0.68,4.0,clean_observation
case-corridor-1003-veh_003-benign,wroot-5865d7a9af967455c8062034,1003,benign,0,1,-1,veh_001,vehicle_witness,rsu-6,domain-3,cell-6-0,vehicle_witness_observation,0.78,0.6557060757019606,0.99,0.76,0.8140858086241882,4.0,clean_observation
case-corridor-1003-veh_000-benign,root-2351327d1c29b9c68817771a,1003,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,5.0,clean_observation
case-corridor-1003-veh_000-benign,root-2351327d1c29b9c68817771a,1003,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,5.0,clean_observation
case-corridor-1003-veh_000-benign,wroot-0f284e81c545ec4d9359ebde,1003,benign,0,1,-1,veh_002,vehicle_witness,rsu-1,domain-1,cell-0--1,vehicle_witness_observation,0.78,0.7366856340146957,0.99,0.76,0.8707442664336219,5.0,clean_observation
case-corridor-1003-veh_000-benign,wroot-cf4f26a50fe6d99a6848de46,1003,benign,0,1,-1,veh_004,vehicle_witness,rsu-1,domain-1,cell-0--1,vehicle_witness_observation,0.78,0.918120927845036,0.99,0.76,0.8817394611898757,5.0,clean_observation
case-corridor-1003-veh_001-benign,root-c9dbf48efd0a01fa0a851521,1003,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-5-0,rsu_cam_plausibility,0.78,0.9119999999999999,0.99,0.76,0.92,5.0,clean_observation
case-corridor-1003-veh_001-benign,root-c9dbf48efd0a01fa0a851521,1003,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-6-0,rsu_cam_plausibility,0.78,0.8999999999999999,0.99,0.76,0.68,5.0,clean_observation
case-corridor-1003-veh_001-benign,wroot-a4070619a7d8010a690b3665,1003,benign,0,1,-1,veh_003,vehicle_witness,rsu-6,domain-3,cell-6-0,vehicle_witness_observation,0.78,0.7180507595721475,0.99,0.76,0.9018602182338853,5.0,clean_observation
case-corridor-1003-veh_002-benign,root-0ec8bb32b457eaaf90b769a2,1003,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,5.0,clean_observation
case-corridor-1003-veh_002-benign,root-0ec8bb32b457eaaf90b769a2,1003,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,5.0,clean_observation
