architecture,mean_mcc,mean_recall,mean_frr,mean_latency_p95_ms,mean_bytes_per_decision,mean_pdr,mean_consensus_success,mean_cpu_time_seconds,mean_peak_memory_kb,ledger_consistency_rate
ahmed_inspired_witness_vpuft,0.8312433481915159,0.8824615384615384,0.03618979400713422,14562.769669830936,120612.42633368031,0.9802481236360535,1.0,4.16875,13026.36806640625,1.0
centralized_vpuft,0.8056887320424053,0.7724615384615385,0.017111770726856976,14226.235646694326,52904.59489626612,0.979849763892838,,3.128125,9428.36337890625,1.0
distributed_rsu_vpuft,0.8056887320424053,0.7724615384615385,0.017111770726856976,14356.040731109137,46526.374901050076,0.980180792511535,1.0,3.3453125,9233.3001953125,1.0
