event_id,case_id,observation_root_id,seed,vehicle_id,pseudonym,message_id,attack_type,detected_by,source_kind,validator_rsu_id,detected_at,ground_truth_malicious,direction,detector_confidence,source_reliability,freshness,verifiability,independence,raw_evidence_hash,geographic_cell,administrative_domain_id,sensor_modality,reason_codes,payload
det-f4791f76fde449f92ea2817c,case-smoke-1001-veh_000-benign,root-cdc9f869cf524b35d42110a1,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000000,benign,rsu-1,rsu,rsu-1,1.0,False,-1,0.78,0.96,0.99,0.76,0.92,f9b91e7b4899708df008707959599c8f2a323e1c306a462ddc9b6a8f21772f34,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 241.70529576324967}"
det-5ecd25e720e6bf386f97aa54,case-smoke-1001-veh_000-benign,root-cdc9f869cf524b35d42110a1,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000000,benign,rsu-6,rsu,rsu-6,1.0,False,-1,0.78,0.88,0.99,0.76,0.68,c9785b58ba48765dd7ca25767aaaedb7178eaecdc4de96d6c2d37dc03ab5d4d2,cell-0-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 251.7368665889047}"
det-0fd6c879620b0a039a7cc388,case-smoke-1001-veh_000-benign,root-183cc94014dd12223f9014d0,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000001,benign,rsu-1,rsu,rsu-1,2.0,False,-1,0.78,0.96,0.99,0.76,0.92,08210193ce153d3bf25e6e463cbd9e3d42fe3928db0e44b9ef11a51ee843740b,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 227.97727276579099}"
det-d735c8622de7267871a029d6,case-smoke-1001-veh_000-benign,root-183cc94014dd12223f9014d0,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000001,benign,rsu-6,rsu,rsu-6,2.0,False,-1,0.78,0.88,0.99,0.76,0.68,0103423bf775e009d5ef080128635fc86efc8fbafc8740c92ef51a5dbe8b7c04,cell-0-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 252.56248305474776}"
wdet-e05424f6d47303d427699f5a,case-smoke-1001-veh_000-benign,wroot-7ec1375a882263be3a33c178,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000001,benign,veh_001,vehicle_witness,rsu-6,2.0,False,-1,0.78,0.688920409959125,0.99,0.76,0.8325726859699202,5c98716f3a8b8d145388fbba811859fd91a0f065244a26b37719df711444d627,cell-0-0,domain-3,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 2.0, ""compromised_witness"": false, ""witness_distance_m"": 22.700818326787736}"
det-5a7072bed06a3e4d3135dc4c,case-smoke-1001-veh_001-benign,root-d891f6c8cbc045bdbf04a246,1001,veh_001,ps-11b4aa50327f89a0,cam-1001-veh_001-000000,benign,rsu-1,rsu,rsu-1,2.0,False,-1,0.78,0.96,0.99,0.76,0.92,68170f64e09b3bd23ef43d4a5c42fbdebf26861aa423242b2256508999a271d8,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 248.5386287883636}"
det-93d8656c1b5e2e19b8a2bde9,case-smoke-1001-veh_001-benign,root-d891f6c8cbc045bdbf04a246,1001,veh_001,ps-11b4aa50327f89a0,cam-1001-veh_001-000000,benign,rsu-6,rsu,rsu-6,2.0,False,-1,0.78,0.88,0.99,0.76,0.68,ea9773b808d4de4cf8c36f9c2d4ca0bd840cb132aa3ce2f7d65051c884c891e9,cell-0-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 241.70529576324967}"
wdet-1b47eda81cd2923fc2aec676,case-smoke-1001-veh_001-benign,wroot-76730330398a26415498eb69,1001,veh_001,ps-11b4aa50327f89a0,cam-1001-veh_001-000000,benign,veh_000,vehicle_witness,rsu-1,2.0,False,-1,0.78,0.651209431482877,0.99,0.76,0.8373836834824651,91cd99d7b3bf63b1da182a58e44d60b6dd95dfa54eec4c8afbdb282a0e215aa2,cell-0--1,domain-1,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 2.0, ""compromised_witness"": false, ""witness_distance_m"": 22.700818326787736}"
det-c42137e404f7f46f2b0b9e85,case-smoke-1001-veh_000-benign,root-a636bac97b95bab191d2bf2b,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000002,benign,rsu-1,rsu,rsu-1,3.0,False,-1,0.78,0.96,0.99,0.76,0.92,4b822a0f20cb44fe8aa30d52713a987ed9a518aa0b86f13f7886a668c7c219b8,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 214.0184110888229}"
det-fc83c56715404b7fcca41e53,case-smoke-1001-veh_000-benign,root-a636bac97b95bab191d2bf2b,1001,veh_000,ps-0b6a8266609a146f,cam-1001-veh_000-000002,benign,rsu-6,rsu,rsu-6,3.0,False,-1,0.78,0.88,0.99,0.76,0.68,1108cf3ca8b220bc430417c0960c92607a801fa2f2be591d333c3b5b52cc48b7,cell-0-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 254.16070738666548}"
