architecture,TP,FP,TN,FN,trust_precision,malicious_revocation_recall,false_revocation_rate,malicious_acceptance_rate,specificity,trust_f1,mcc,detection_latency_p95_ms,qualification_latency_p95_ms,consensus_latency_p95_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ledger_consistency_delay_p95_ms,messages_total,messages_per_decision,bytes_total,bytes_per_decision,retransmissions,mean_queue_delay_ms,packet_delivery_ratio,consensus_success_rate,consensus_liveness_failures,safety_violations,view_changes,ledger_blocks,ledger_consistent,state_recoveries,false_revocations_from_compromise,runtime_seconds,cpu_time_seconds,peak_memory_kb,seed
centralized_vpuft,19,2,131,6,0.9047619047619048,0.76,0.015037593984962405,0.24,0.9849624060150376,0.8260869565217391,0.8008667271573939,8000.0,14093.947628142942,0.0,14058.589662801576,14159.383495283775,14176.473363208628,1.0000000000047748,5345,33.82911392405063,3762880,23815.696202531646,93,5921.605463049748,0.9826005612722171,,0,0,0,21,1,0,0,2.329757100029383,2.265625,4813.333984375,1001
distributed_rsu_vpuft,19,2,131,6,0.9047619047619048,0.76,0.015037593984962405,0.24,0.9849624060150376,0.8260869565217391,0.8008667271573939,8000.0,14273.865278878959,110.2103563903114,14133.414720305851,14310.543026434345,14355.618546542883,14.881529740691235,4815,30.474683544303797,3223168,20399.79746835443,101,5053.337624961936,0.9790238836967808,1.0,0,0,0,21,1,0,0,2.4394100999925286,2.390625,4672.26171875,1001
ahmed_inspired_witness_vpuft,22,4,129,3,0.8461538461538461,0.88,0.03007518796992481,0.12,0.9699248120300752,0.8627450980392156,0.836570783400992,8000.0,14794.730863667895,44.2040350814743,14288.534786614908,14835.08871715971,14972.907610373646,15.92208023756303,33154,209.83544303797467,24901380,157603.67088607594,638,3303.999603727379,0.9807564698075647,1.0,0,0,0,26,1,0,0,9.893317500012927,9.671875,19930.8251953125,1001
centralized_vpuft,19,2,131,6,0.9047619047619048,0.76,0.015037593984962405,0.24,0.9849624060150376,0.8260869565217391,0.8008667271573939,8000.0,14109.124635603968,0.0,14065.183687977385,14159.621110115537,14180.898009277851,1.0000000000047748,5421,34.31012658227848,3816384,24154.32911392405,119,5870.657030068422,0.9780483305663161,,0,0,0,21,1,0,0,2.390755200001877,2.359375,4869.8837890625,1002
distributed_rsu_vpuft,19,2,131,6,0.9047619047619048,0.76,0.015037593984962405,0.24,0.9849624060150376,0.8260869565217391,0.8008667271573939,8000.0,14278.363313944525,117.99624019928245,14142.185069268904,14313.874651697803,14367.390067077304,15.98382393249409,4909,31.069620253164558,3291200,20830.379746835442,116,4986.490473989995,0.976369932776533,1.0,0,0,0,21,1,0,0,1.7119426999706775,1.6875,4744.2919921875,1002
ahmed_inspired_witness_vpuft,24,4,129,1,0.8571428571428571,0.96,0.03007518796992481,0.04,0.9699248120300752,0.9056603773584904,0.888777330115168,8000.0,14608.58467837968,44.33754216205035,14263.648324075359,14642.77179875191,14713.140893315167,14.023448518427271,27655,175.03164556962025,20721772,131150.45569620252,553,3183.277062508294,0.9800036159826433,1.0,0,0,0,28,1,0,0,6.288268199947197,6.125,16555.09765625,1002
centralized_vpuft,19,2,131,6,0.9047619047619048,0.76,0.015037593984962405,0.24,0.9849624060150376,0.8260869565217391,0.8008667271573939,8000.0,14103.111725951485,0.0,14064.08900621324,14160.959823064553,14196.722171738415,1.0000000000047748,5401,34.18354430379747,3802304,24065.21518987342,101,5868.245105721332,0.9812997593038326,,0,0,0,21,1,0,0,1.4603206999599934,1.453125,4835.634765625,1003
distributed_rsu_vpuft,19,2,131,6,0.9047619047619048,0.76,0.015037593984962405,0.24,0.9849624060150376,0.8260869565217391,0.8008667271573939,8000.0,14279.58312658022,113.1028340382727,14134.338032043906,14323.052777611834,14383.467540826037,14.779793076613146,4871,30.829113924050635,3265376,20666.936708860758,88,5010.675362157135,0.98193389447752,1.0,0,0,0,21,1,0,0,1.4235813999548554,1.4375,4704.75390625,1003
ahmed_inspired_witness_vpuft,22,4,129,3,0.8461538461538461,0.88,0.03007518796992481,0.12,0.9699248120300752,0.8627450980392156,0.836570783400992,8000.0,14690.917337925688,43.849628258521456,14301.781207135917,14726.89263630313,14872.323445289423,15.795432077851501,29124,184.32911392405063,21854628,138320.43037974683,574,3242.001965818093,0.9802911687954952,1.0,0,0,0,26,1,0,0,9.027307100011967,8.53125,17396.2451171875,1003
centralized_vpuft,19,2,131,6,0.9047619047619048,0.76,0.015037593984962405,0.24,0.9849624060150376,0.8260869565217391,0.8008667271573939,8000.0,14094.25719040641,0.0,14061.730824064376,14153.414009115077,14164.050574387411,1.0000000000047748,5395,34.14556962025316,3798080,24038.481012658227,116,5844.507781279137,0.978498609823911,,0,0,0,21,1,0,0,1.279097999969963,1.25,4802.0341796875,1004
distributed_rsu_vpuft,19,2,131,6,0.9047619047619048,0.76,0.015037593984962405,0.24,0.9849624060150376,0.8260869565217391,0.8008667271573939,8000.0,14261.16407469982,109.5587482985465,14127.585172914067,14295.757110628656,14344.021569682607,15.941905117685451,4874,30.848101265822784,3270752,20700.962025316454,89,5025.777682106563,0.9817398440705786,1.0,0,0,0,21,1,0,0,1.3407604999956675,1.328125,4690.8701171875,1004
ahmed_inspired_witness_vpuft,22,4,129,3,0.8461538461538461,0.88,0.03007518796992481,0.12,0.9699248120300752,0.8627450980392156,0.836570783400992,8000.0,14737.727542504977,41.68784139416459,14295.863931692931,14771.873859738223,14928.456848307926,15.642195256310387,30032,190.0759493670886,22552432,142736.91139240508,617,3327.8060465376793,0.9794219499200852,1.0,0,0,0,26,1,0,0,4.533245900005568,4.46875,17942.8330078125,1004
centralized_vpuft,21,2,131,4,0.9130434782608695,0.84,0.015037593984962405,0.16,0.9849624060150376,0.8749999999999999,0.8536880074557871,8000.0,14094.599000346605,0.0,14068.112633429892,14157.992672600718,14188.734475934165,1.0000000000047748,5387,34.09493670886076,3792448,24002.835443037973,114,5833.833401893611,0.9788379431965843,,0,0,0,23,1,0,0,1.2245455000083894,1.203125,4788.3994140625,1005
distributed_rsu_vpuft,21,2,131,4,0.9130434782608695,0.84,0.015037593984962405,0.16,0.9849624060150376,0.8749999999999999,0.8536880074557871,8000.0,14252.311553678268,98.82638680199561,14134.327654290903,14298.906459530039,14330.051522599748,14.758758846995688,4882,30.89873417721519,3256320,20609.620253164558,95,4925.776745237876,0.9805407619827939,1.0,0,0,0,23,1,0,0,1.2625971999950707,1.234375,4686.4638671875,1005
ahmed_inspired_witness_vpuft,20,4,129,5,0.8333333333333334,0.8,0.03007518796992481,0.2,0.9699248120300752,0.816326530612245,0.7828636358030346,8000.0,14651.636669954945,43.37102268941244,14262.258095955414,14690.099013553676,14839.600441743703,16.670313924065635,29155,184.5253164556962,21923508,138756.37974683545,561,3293.0104460975876,0.9807580174927114,1.0,0,0,0,24,1,0,0,4.643396900035441,4.625,17695.4775390625,1005
centralized_vpuft,20,2,131,5,0.9090909090909091,0.8,0.015037593984962405,0.2,0.9849624060150376,0.8510638297872342,0.8274921602653108,8000.0,14093.79040075637,0.0,14067.537092216568,14158.638151527583,14170.305166007622,1.0000000000047748,5395,34.14556962025316,3798080,24038.481012658227,102,5853.69591251176,0.9810936051899908,,0,0,0,22,1,0,0,1.2388805000227876,1.234375,4857.384765625,1006
distributed_rsu_vpuft,20,2,131,5,0.9090909090909091,0.8,0.015037593984962405,0.2,0.9849624060150376,0.8510638297872342,0.8274921602653108,8000.0,14290.402619485389,125.00011822444321,14156.433812384048,14323.849651513496,14368.604249399305,13.679220753110144,4985,31.550632911392405,3335776,21112.506329113923,100,4991.359022044682,0.9799398194583752,1.0,0,0,0,22,1,0,0,1.3154406999819912,1.328125,4760.154296875,1006
ahmed_inspired_witness_vpuft,22,4,129,3,0.8461538461538461,0.88,0.03007518796992481,0.12,0.9699248120300752,0.8627450980392156,0.836570783400992,8000.0,14804.472108342023,45.42389544937375,14311.399370797059,14843.746513509197,14921.958153011361,15.401607135466122,30086,190.41772151898735,22565284,142818.25316455695,624,3193.570088807485,0.9792594562254869,1.0,0,0,0,26,1,0,0,4.343001899949741,4.328125,17952.4365234375,1006
centralized_vpuft,19,2,131,6,0.9047619047619048,0.76,0.015037593984962405,0.24,0.9849624060150376,0.8260869565217391,0.8008667271573939,8000.0,14106.333722153324,0.0,14068.956952526289,14164.63591399728,14179.339081202328,1.0000000000047748,5382,34.063291139240505,3788928,23980.556962025315,102,5844.876109996464,0.9810479375696767,,0,0,0,21,1,0,0,1.24763100000564,1.234375,4826.00390625,1007
distributed_rsu_vpuft,19,2,131,6,0.9047619047619048,0.76,0.015037593984962405,0.24,0.9849624060150376,0.8260869565217391,0.8008667271573939,8000.0,14283.37586996564,123.3795741715582,14145.613614078173,14321.571535518417,14368.682276942383,13.406744280224814,4971,31.462025316455698,3333632,21098.936708860758,106,5017.1592438235075,0.9786763226714946,1.0,0,0,0,21,1,0,0,1.2670269000227563,1.25,4725.1669921875,1007
ahmed_inspired_witness_vpuft,23,4,129,2,0.8518518518518519,0.92,0.03007518796992481,0.08,0.9699248120300752,0.8846153846153846,0.8628426628216331,8000.0,14793.259948417946,44.49698016755832,14284.604487357377,14830.56110628522,14921.211670689108,14.878694051375874,30973,196.03164556962025,23221208,146969.67088607594,605,3224.272816341385,0.9804668582313628,1.0,0,0,0,27,1,0,0,4.4224689999828115,4.40625,18360.7939453125,1007
centralized_vpuft,21,2,131,4,0.9130434782608695,0.84,0.015037593984962405,0.16,0.9849624060150376,0.8749999999999999,0.8536880074557871,8000.0,14092.444802737082,0.0,14067.758988273044,14151.951066149093,14172.491152953009,1.0000000000047748,5370,33.9873417721519,3780480,23927.08860759494,104,5850.969582123075,0.9806331471135941,,0,0,0,23,1,0,0,1.2169738999800757,1.234375,4792.654296875,1008
distributed_rsu_vpuft,21,2,131,4,0.9130434782608695,0.84,0.015037593984962405,0.16,0.9849624060150376,0.8749999999999999,0.8536880074557871,8000.0,14276.487728095972,100.53659761089334,14137.652706599245,14322.346999918858,14362.747727721871,13.871262237108795,4930,31.20253164556962,3288736,20814.78481012658,99,4946.652084817501,0.9799188640973631,1.0,0,0,0,23,1,0,0,1.2592118000029586,1.25,4704.4072265625,1008
ahmed_inspired_witness_vpuft,24,3,130,1,0.8888888888888888,0.96,0.022556390977443608,0.04,0.9774436090225563,0.923076923076923,0.9089153700625314,8000.0,14811.056889632491,43.42575418746577,14266.0087145157,14849.510035239695,15011.755136451438,16.243843996615226,30501,193.04430379746836,22894224,144900.15189873418,639,3344.140426123121,0.9790498672174682,1.0,0,0,0,27,1,0,0,4.5979986999882385,4.546875,18194.43359375,1008
centralized_vpuft,20,2,131,5,0.9090909090909091,0.8,0.015037593984962405,0.2,0.9849624060150376,0.8510638297872342,0.8274921602653108,8000.0,14095.531245224192,0.0,14067.768410469362,14149.455837228845,14168.297870222632,1.0000000000047748,5368,33.9746835443038,3779072,23918.177215189873,94,5866.224023845182,0.982488822652757,,0,0,0,22,1,0,0,1.2347413999959826,1.234375,4781.41796875,1009
distributed_rsu_vpuft,20,2,131,5,0.9090909090909091,0.8,0.015037593984962405,0.2,0.9849624060150376,0.8510638297872342,0.8274921602653108,8000.0,14265.19436645833,118.1031526002549,14140.852770324549,14297.070226790125,14354.177356621818,17.060408781419056,4969,31.449367088607595,3324416,21040.607594936708,94,4997.44553156836,0.9810827128194808,1.0,0,0,0,22,1,0,0,1.2672133999876678,1.265625,4701.7841796875,1009
ahmed_inspired_witness_vpuft,23,4,129,2,0.8518518518518519,0.92,0.03007518796992481,0.08,0.9699248120300752,0.8846153846153846,0.8628426628216331,8000.0,14766.745795876652,43.85367236437325,14291.564725684018,14805.44963500659,14893.033473313566,13.386923897375878,30637,193.90506329113924,22975928,145417.2658227848,578,3188.863912406961,0.9811339230342396,1.0,0,0,0,27,1,0,0,4.899004100007005,4.875,18243.763671875,1009
centralized_vpuft,19,3,130,6,0.8636363636363636,0.76,0.022556390977443608,0.24,0.9774436090225563,0.8085106382978724,0.7773987651228131,8000.0,14100.968474144973,0.0,14066.95607435003,14168.100062627755,14194.601804410317,1.0000000000047748,5409,34.234177215189874,3807936,24100.86075949367,119,5835.7249206879105,0.9779996302458864,,0,0,0,22,1,0,0,1.3556603999459185,1.359375,4859.830078125,1010
distributed_rsu_vpuft,19,3,130,6,0.8636363636363636,0.76,0.022556390977443608,0.24,0.9774436090225563,0.8085106382978724,0.7773987651228131,8000.0,14254.923733965534,110.99407400548245,14136.838500540098,14297.570837461182,14303.905659316937,13.647682120809534,4875,30.854430379746834,3260768,20637.772151898735,76,4997.188280781134,0.9844102564102564,1.0,0,0,0,22,1,0,0,1.3189999000169337,1.328125,4734.970703125,1010
ahmed_inspired_witness_vpuft,22,5,128,3,0.8148148148148148,0.88,0.03759398496240601,0.12,0.9624060150375939,0.8461538461538461,0.8167699555807348,8000.0,14748.434960317749,44.79177052674004,14294.474793180392,14785.818919255116,14891.310636851209,15.355763199737991,30961,195.95569620253164,23238132,147076.78481012658,637,3271.260431483605,0.9794257291431155,1.0,0,0,0,27,1,0,0,4.561447600019164,4.5,18545.5341796875,1010
