seed,event_id,case_id,source_kind,attack_type,ground_truth_attack_type,direction,ground_truth_malicious
1001,det-5ecd25e720e6bf386f97aa54,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-f4791f76fde449f92ea2817c,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-0fd6c879620b0a039a7cc388,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-5a7072bed06a3e4d3135dc4c,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-93d8656c1b5e2e19b8a2bde9,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-d735c8622de7267871a029d6,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,wdet-1b47eda81cd2923fc2aec676,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-e05424f6d47303d427699f5a,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,det-3d984fb5a0cda1eea296dc27,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-4ba682d9dabd8868286fe44e,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-592af6755487bea631ee3379,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-ae8c984ac6b91889adbb1c38,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-c42137e404f7f46f2b0b9e85,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-fc83c56715404b7fcca41e53,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,wdet-065e34aac9839e122381cba1,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-2d1d797d2988696ce69fa06c,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-4d9e670006dec0376fc02600,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-8f0ebbb0f735dfe4e0331847,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-cd4c4cb6312ded903bd464e4,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-cf74d525557410506a2bf171,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,det-1828404f09b2bc992bb638ba,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-261ce7c0e1535265451e4fec,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-659bcbc60f5a814841b78190,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-7b28c080342dc980baecc38b,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-b07d8a0580bd6457ed740330,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-ca7fb497425fcbab8d4628e3,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-f302533c43d4b11a6ecc39ec,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-f6e14e834447b727cb9b5405,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,wdet-33c3a79824cb8a7e332d981e,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-516af38c089f2e14fab6ad30,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-621b63598cd37008adb18eb9,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-78f78f57980a52de28ae884e,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-8a64a238b2a83022cb76b969,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-a0525835ceebf57150197a7f,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-b31c215841ad1b048f194cc3,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-c64d42b92962a713bf3971a4,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-dc77858702c46d28f0bf3dc3,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-e3a2194ec13c86ea4956f059,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-f35bef89974cd38f77840f26,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-fdea50dd8fb2400c385749c9,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,det-0429a24a54d99b8cb9aae446,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-44a8b196b4c9429a97e19a23,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-8261aa3ccf2aee6bf970ad26,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-997a943f71c3bae4513c924d,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-9b2dcd3c9b6cb070b84fc653,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-9ef90fe0ac86dcf7ee36229c,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-c2d84a64536db1699ad681e3,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-da7e92850520f0c67b9e4447,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-e42154af8d514a85d5b1e61b,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-e4966a9de7a9dd33e37d3fe6,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,wdet-11c8560a8cb091bbd0f9d74a,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-164ebbad80f4aa137899d40b,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-1ce1410fc51d741f4cb98bc3,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-266cc885b7c8a40146777ecc,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-39269426b31c186ba31b16ec,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-4f6d688509714359ef366baa,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-53dc75de097c6b9298c95946,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-62c8f114d1c2aa944405cf04,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-69b152500d3c9f055dc2a69e,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-7a017e4abd76e4461ae3783a,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-90737171370076e89b7802c6,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-90ea3bedce49c1cc9ba74638,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-ad9f49e30243d9ae056f545c,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-c31ed4ae9059e54788cd645a,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-c92d892b5fe60c3dc9b058dd,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-cdc58a62267938260cd0fd63,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-e1e844517f14cd8d5b85ae1b,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-e8b8eaad4e89e6f62bc13492,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-f8189887a62c1fbb7203c19e,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-fa5297e4b109093a518a9301,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,det-1114f9b7c131d3eab24ca73b,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-1c2124de4713afb721b9802a,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-3a1e2573b021b0de5c74872d,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-3efc161411fdf97264d368c1,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-42cee9c2f44a70a158d95526,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-4d4193559a05a85b87a5c266,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-510d6716abe6903e6c775232,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-545d5f866ad1e5b58d2a2dae,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-6368b4f0ff8314525b7dfd27,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-800249028b65b1ed981b3d78,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-ca4ea5aea2ab209072bca8c6,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-f1bbb32cffc2cb5dc82f9fe3,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,wdet-1f06cf01f4c91b833a1c5a44,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-270351e2dd1a66707b33f770,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-2bea633523c0335f5e1d81db,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-3cb5d90680a782a5fb2fc4c3,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-40d0d69cfa95fc06cf08860b,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-5961e6299f144014961de0f0,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-5a20c302332921e61966afd2,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-5a8db0509cd24bbfbd0ec236,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-5c2b939cdd2a215a077514df,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6caa36e06d5c9f5d543ae7c9,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-7600704bc5869c77611536ce,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-77b6dc9dedeb1d51e6ea56f5,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-7ea76046baa6d9897cf4b8aa,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-7f6eb9f6ac37233e86c830d7,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-83151e8aa2ef96e8fc55c7c4,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-9088054f4f991ce835f7ac45,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-9514e369620a487262608562,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-98d930faaff6284bee26a9a7,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-b04bef7d7c060237ce263e09,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-b90d351a2d950ba128c19c05,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-c31525b1b39b5217eeb467d3,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-cd121f2b2fc4c09c1f939cf5,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-ceb5c15329b9907a6e8a8e58,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-d1a20c1175662e60d68a5363,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-d44a4062609ed0e078de0456,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-e1fdbbbf3e44b0ec5de98f64,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-e8bfc1cec7831c436ac1a634,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-ed5ad51b1e33471636d1160f,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-f6d88ff94aca28537ba66ed3,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-ffb1f58ebf58c34b31fe458d,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,det-2dce9d6793f78a4b796279bb,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-39b08a6a532a783822096ad8,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-3c14155d88ffe0f6fdd05891,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-44d7600b0dc15471cb76cc5d,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-4c8d6a56fe830abbbaf32de9,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-5b5af31092cb6b5ab555e23e,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-61117936b287cf9621e4d7e3,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-8f32501ceb5fa36dd9b0e7a6,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-906ab0d13a4338b5e3c05111,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-9bd8a1fcec08a8a35af16ce6,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-a0dc20cc18636f2546f6f6eb,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-c102977b3bf37fd77ecec6e8,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-f1c17b38d78f069efb37b2fa,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-fddf52a832ab51c845e420ee,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,wdet-030ee621b363ed542879e3e1,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-0cf3209953fcb2662848ce8e,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-0cf8bd18fbd8f8e37271b887,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-12b7f262e61608711697e295,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-1709771291fc26c56b7a3800,case-1001-veh_005-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-1a4cffba1da9a1f052e5f811,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-20a21109c350e3bb33aa9133,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-21c8b34c94d5bcc81118bff9,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-35c13f900044e7beedf8a353,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-36ab05b3a1ade392ae99e9fe,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-4b4d24303f41d6a430ebc4c2,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-4daa3ff98398b50d4a0696d6,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,1,0
1001,wdet-501a6645b18ca11d4fd1860c,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-5244cb39e9fd62836a694b82,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-593afd80e5b85a16081ee0ef,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-60bdfffbd40ec1e3782265da,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-697a49fb89df0bbf5c274395,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-6c31ddd132faed66c1ce0ee9,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6e874bee3486f1fa2668f35f,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6f51693a39bf7f4bfb20d818,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6f5f64263efb4329a7512f79,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-71aedfd4fe673bb209cd202e,case-1001-veh_003-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-75b421936865c7ff35e535e5,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-8dc5398fe0a5d8db00b03c8d,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-996339d93012ee9f814a7c3b,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-9e3ae45bbecfb4e842acb315,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-9f9d8e2cb1e84b1084fdac8d,case-1001-veh_001-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-a4a790aacc45d536da8433e8,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-bbe11c648a3136fe5729709a,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-bd6de485cf9a0e4a3ada09ff,case-1001-veh_004-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-c61a019987d41f172a75d77d,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-c81793bf608faf00edf797fc,case-1001-veh_002-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-db20f12401ac20884860f599,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-dd87fd91bac1462f351c2fc2,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-e1688bcfbb720d1ec16132b9,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-e37ac3a57b58b5294ff285d2,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-e6652dd42f3325f04644c6fb,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-f3114f342b86e5d25d3d6f28,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-f4f0cffbc6df51ba3d15d55c,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-f7d5d5e4f7cc1e42da1b26c1,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-fb525085a2b45f890eef1aee,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-fb6e8efa8096f8e02a713db4,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,det-1a0497e463cca1cf30af1d3c,case-1001-veh_007-w0000,rsu,benign,benign,-1,0
1001,det-1e79ff60166d7d83e5ce42ee,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-24a013d36c90bf6e62db2982,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-3a228477420bd342904a77b0,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-5686b065306821c642f71769,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-784dc8c9c20d828322a94b3d,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-8ad14c3a15fdb15abb0009c9,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-9460f2509336c1b2dac08cd9,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-98351c221c2ace8f254b1eb4,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-b4e778de66d22ea954765bfe,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-cdead88deb61241fd087d802,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-dfd699079c4556392bb3793c,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-dfdd7c42e3fe24fdc4bb0390,case-1001-veh_007-w0000,rsu,benign,benign,-1,0
1001,det-e3aec59277caa6d380282976,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-f61a186632045507e2a8e642,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-ffb4a7831ae01f63a598d665,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,wdet-0fb69c1baa1da7cf898ca09f,case-1001-veh_007-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-10266217534a26802d3dfb41,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-12f6bf01215514a9f2b98be1,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-1415910d57d2d1c82d2999ad,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-17bdcc6661979db1271e9b7b,case-1001-veh_001-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-18070c9d2b46f39448731836,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-191ff0a6dfe046809f6fa913,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-1c3289d71fb28812deca20bf,case-1001-veh_007-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-1d628db2d262fe981ea6d78f,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-1ddd203bc56cd2b0910a8049,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-1f60e45b1e3cfd9be52e2cfa,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-270d3a4efc2f36732253e35f,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-2d112dd988a09129745898ce,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-2ea6e8e9e8fdb93e131a544d,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-323b4dc230fe443d7b264b39,case-1001-veh_003-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-39980e36fc6313300a22262a,case-1001-veh_007-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-41751758efb00cecb4ca81c7,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-42b9b14802eac30725dc2284,case-1001-veh_007-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-49ddc67a2c14bb53008aa9ad,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-4ab94ec69a7646521064073e,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-50e1a3cd218d7de51536e44d,case-1001-veh_007-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6209f882edff098dae99e55a,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6349071d1d5209c0815d8c53,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6ac27e977e9d300d3fe08434,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6b949b078064747368d953b2,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6cd7bd7df0091fe8c12f6d1c,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6e708902b2385ccfc46f9d8c,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-70b3331be49821d53f8c2033,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-7739bad1e3560a79dae20e13,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-88176d5321aa85af069d0e7f,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-8a49edeb86c438074e33c366,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-8d919d8b556481c08443bcbd,case-1001-veh_002-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-939c25bd385b87f15a2dbc99,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-944504e1980b456d4d6d9adb,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-95f01380fc4a884722dc05ac,case-1001-veh_007-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-9942554ffb80795187aa8494,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-999d2429030647a911389d5e,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-9f0d791ed0dfc2539bbf981c,case-1001-veh_007-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-a82fe25ed5d920e8d51aa6d2,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-b09bccf941da411dd7db470b,case-1001-veh_004-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-c44c6dd5c1e47d2b62d1e853,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-c7105f786ce017885843a2fc,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-d0263d03828be7bd45354a09,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-d0b512c13212d289490b92fc,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-d5f9a068b93d8a76146fadc9,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,1,0
1001,wdet-d64234db09811b318a05dd6e,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-d7264393580944ff668156aa,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-de1c84f1c2185affe94e0d86,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-dfd7c1ba6621a7064343dd3d,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-e0731ccd51edbfe47a3d4cfa,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-e6cd50363b5611fc43797720,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-eac4a63b69c1d2c71c8f4390,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-f31bf894e5d1e41678051566,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-f7590f04eaa43ef8818cc8a1,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-f7b323723e209f5889328e07,case-1001-veh_005-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-fb277311c136ac092f67df25,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,det-01475dd3464ba69b07183320,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-07cfd88b3f3b08753e8ad1c9,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-21d0c1ab4cd00356a162de26,case-1001-veh_008-w0000,rsu,benign,benign,-1,0
1001,det-271108c182d7780a8712f0dc,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-39762ff17670866123ab6874,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-3e3383e8cd909dc061fc9545,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-4062ea64f3b7b0b1fae1082f,case-1001-veh_007-w0000,rsu,benign,benign,-1,0
1001,det-41d118704afe74232624f343,case-1001-veh_007-w0000,rsu,benign,benign,-1,0
1001,det-437a1aba4018c9404ef4a7ef,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-4b5ba11e97b7438424a3183f,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-5a0aad129527dea9d2e7abe8,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-7c9bdf92b9955ff71d7d3cf2,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-8bab19e0fe54bc80bd3c241b,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
