architecture,seed,case_id,committed,view,leader,prepare_votes,commit_votes,started_at,committed_at,view_changes,reason,message_count,bytes_sent,safety_violation
distributed_rsu_vpuft,1001,case-1001-veh_002-w0001,True,0,rsu-1,4,4,29.01733136210306,29.05718624891484,0,committed,27,10080,False
distributed_rsu_vpuft,1001,case-1001-veh_004-w0001,True,0,rsu-1,4,4,29.055043012488664,29.100627822599986,0,committed,27,10080,False
distributed_rsu_vpuft,1001,case-1001-veh_008-w0001,True,0,rsu-1,4,4,29.09471024379943,29.13341472030585,0,committed,28,10432,False
distributed_rsu_vpuft,1001,case-1001-veh_002-w0002,True,0,rsu-1,4,4,44.017539678343915,44.05536964947331,0,committed,28,10432,False
distributed_rsu_vpuft,1001,case-1001-veh_004-w0002,True,0,rsu-1,4,4,44.05910005068475,44.100629480601185,0,committed,27,10080,False
distributed_rsu_vpuft,1001,case-1001-veh_006-w0002,True,0,rsu-1,4,4,44.03206704949201,44.14227740588232,0,committed,29,10784,False
distributed_rsu_vpuft,1001,case-1001-veh_008-w0002,True,0,rsu-1,4,4,44.149337938983074,44.18514416609226,0,committed,27,10080,False
distributed_rsu_vpuft,1001,case-1001-veh_010-w0002,True,0,rsu-1,4,4,44.2143561147765,44.250135449853126,0,committed,28,10432,False
distributed_rsu_vpuft,1001,case-1001-veh_002-w0003,True,0,rsu-1,4,4,59.01537573028789,59.055464124574776,0,committed,28,10432,False
distributed_rsu_vpuft,1001,case-1001-veh_004-w0003,True,0,rsu-1,4,4,59.05910473835742,59.09184848224601,0,committed,28,10432,False
distributed_rsu_vpuft,1001,case-1001-veh_006-w0003,True,0,rsu-1,4,4,59.02804965896158,59.12991182933473,0,committed,28,10432,False
distributed_rsu_vpuft,1001,case-1001-veh_008-w0003,True,0,rsu-1,4,4,59.13286742612824,59.1708584809424,0,committed,27,10080,False
distributed_rsu_vpuft,1001,case-1001-veh_010-w0003,True,0,rsu-1,4,4,59.210935722896735,59.25761822316946,0,committed,28,10624,False
distributed_rsu_vpuft,1001,case-1001-veh_002-w0004,True,0,rsu-1,4,4,74.01956554474062,74.0544486292794,0,committed,28,10432,False
distributed_rsu_vpuft,1001,case-1001-veh_004-w0004,True,0,rsu-1,4,4,74.06527526513013,74.10008762616683,0,committed,28,10432,False
distributed_rsu_vpuft,1001,case-1001-veh_006-w0004,True,0,rsu-1,4,4,74.02738868121835,74.14142190509075,0,committed,27,10080,False
distributed_rsu_vpuft,1001,case-1001-veh_008-w0004,True,0,rsu-1,4,4,74.14587551345537,74.18252834161505,0,committed,28,10432,False
distributed_rsu_vpuft,1001,case-1001-veh_010-w0004,True,0,rsu-1,4,4,74.23106025446265,74.26496101056492,0,committed,27,10080,False
distributed_rsu_vpuft,1001,case-1001-veh_012-w0004,True,0,rsu-1,4,4,74.27386527887896,74.31054302643435,0,committed,28,10432,False
distributed_rsu_vpuft,1001,case-1001-veh_014-w0004,True,0,rsu-1,4,4,74.33108172518398,74.36688742657002,0,committed,30,11136,False
distributed_rsu_vpuft,1001,case-1001-veh_008-w0005,True,0,rsu-1,4,4,89.03981977531092,89.07921256397093,0,committed,29,10784,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_002-w0001,True,0,rsu-1,4,4,29.02281008914044,29.066161566931907,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_008-w0001,True,0,rsu-1,4,4,29.169939958631403,29.20357757109329,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_012-w0001,True,0,rsu-1,4,4,29.283497710536153,29.32130762668971,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_002-w0002,True,0,rsu-1,4,4,44.0346524185161,44.07407186067996,0,committed,29,10784,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_004-w0002,True,0,rsu-1,4,4,44.07557481710545,44.11981493129461,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_006-w0002,True,0,rsu-1,4,4,44.03152420260833,44.15506133640429,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_008-w0002,True,0,rsu-1,4,4,44.16361830976048,44.20208576579101,0,committed,28,10624,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_010-w0002,True,0,rsu-1,4,4,44.222117105266655,44.25709191932908,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_012-w0002,True,0,rsu-1,4,4,44.25589960894111,44.296486163146405,0,committed,29,10784,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_014-w0002,True,0,rsu-1,4,4,44.30120559420368,44.33998548398448,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_002-w0003,True,0,rsu-1,4,4,59.07083058696951,59.107474028285836,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_004-w0003,True,0,rsu-1,4,4,59.163274026577284,59.19966586961333,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_006-w0003,True,0,rsu-1,4,4,59.22683850725935,59.26379664991899,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_008-w0003,True,0,rsu-1,4,4,59.31406953085331,59.349494841765676,0,committed,29,10784,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_010-w0003,True,0,rsu-1,4,4,59.553583918471745,59.59490392542248,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_012-w0003,True,0,rsu-1,4,4,59.63496611997915,59.671206855993425,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_014-w0003,True,0,rsu-1,4,4,59.81846763413346,59.85757950620308,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_004-w0004,True,0,rsu-1,4,4,74.14581237945649,74.17875467348743,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_006-w0004,True,0,rsu-1,4,4,74.24417536395167,74.28058341008341,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_008-w0004,True,0,rsu-1,4,4,74.32463298268871,74.35852103709408,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_010-w0004,True,0,rsu-1,4,4,74.6423369297413,74.68178525691636,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_012-w0004,True,0,rsu-1,4,4,74.7235205522712,74.7676163500296,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_014-w0004,True,0,rsu-1,4,4,74.98084684703748,75.01135031176383,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_008-w0005,True,0,rsu-1,4,4,89.14478986129093,89.1793862234626,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_012-w0005,True,0,rsu-1,4,4,89.30519188180128,89.33924337135369,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1001,case-1001-veh_014-w0005,True,0,rsu-1,4,4,89.4698708146148,89.51072804445091,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_002-w0001,True,0,rsu-1,4,4,29.017193252236012,29.04414088615704,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_008-w0001,True,0,rsu-1,4,4,29.057067510117562,29.096020713977055,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_002-w0002,True,0,rsu-1,4,4,44.019307757408875,44.05964939958013,0,committed,28,10432,False
distributed_rsu_vpuft,1002,case-1002-veh_004-w0002,True,0,rsu-1,4,4,44.06420413994247,44.10062506563189,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_006-w0002,True,0,rsu-1,4,4,44.03834937009818,44.13760934922383,0,committed,28,10432,False
distributed_rsu_vpuft,1002,case-1002-veh_008-w0002,True,0,rsu-1,4,4,44.140174895068874,44.18279460423247,0,committed,29,10784,False
distributed_rsu_vpuft,1002,case-1002-veh_010-w0002,True,0,rsu-1,4,4,44.2163395901813,44.25337076116988,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_012-w0002,True,0,rsu-1,4,4,44.25581527402712,44.291251869277744,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_002-w0003,True,0,rsu-1,4,4,59.02081447404116,59.059136294247566,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_004-w0003,True,0,rsu-1,4,4,59.066544868210315,59.105732023115124,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_006-w0003,True,0,rsu-1,4,4,59.02676503942432,59.1447612796236,0,committed,28,10432,False
distributed_rsu_vpuft,1002,case-1002-veh_008-w0003,True,0,rsu-1,4,4,59.159681176916564,59.196274229778425,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_010-w0003,True,0,rsu-1,4,4,59.232866535148794,59.27149217765452,0,committed,28,10432,False
distributed_rsu_vpuft,1002,case-1002-veh_002-w0004,True,0,rsu-1,4,4,74.01763462807023,74.06056448093089,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_004-w0004,True,0,rsu-1,4,4,74.06516845755228,74.10728451569642,0,committed,29,10784,False
distributed_rsu_vpuft,1002,case-1002-veh_006-w0004,True,0,rsu-1,4,4,74.0152211396268,74.1421850692689,0,committed,28,10432,False
distributed_rsu_vpuft,1002,case-1002-veh_008-w0004,True,0,rsu-1,4,4,74.15214445500575,74.18510123137209,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_010-w0004,True,0,rsu-1,4,4,74.23230024917238,74.2753422426622,0,committed,28,10432,False
distributed_rsu_vpuft,1002,case-1002-veh_012-w0004,True,0,rsu-1,4,4,74.27836331394452,74.3138746516978,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_014-w0004,True,0,rsu-1,4,4,74.34467635989212,74.38076892092218,0,committed,27,10080,False
distributed_rsu_vpuft,1002,case-1002-veh_008-w0005,True,0,rsu-1,4,4,89.06298750533252,89.10598698413446,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_002-w0001,True,0,rsu-1,4,4,29.02596737111482,29.06116713562216,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_004-w0001,True,0,rsu-1,4,4,29.088896578871736,29.129487385804673,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_008-w0001,True,0,rsu-1,4,4,29.19123126134342,29.236564425003884,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_012-w0001,True,0,rsu-1,4,4,29.300547104360344,29.34361709673184,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_002-w0002,True,0,rsu-1,4,4,44.03419171014021,44.07193744226224,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_004-w0002,True,0,rsu-1,4,4,44.08980009278775,44.12593353306739,0,committed,30,11136,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_006-w0002,True,0,rsu-1,4,4,44.12417620945559,44.162066301127844,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_008-w0002,True,0,rsu-1,4,4,44.17409574508165,44.20802401278723,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_010-w0002,True,0,rsu-1,4,4,44.29570513125419,44.33122511231562,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_012-w0002,True,0,rsu-1,4,4,44.33519148807204,44.3769207727512,0,committed,31,11488,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_014-w0002,True,0,rsu-1,4,4,44.39092661953312,44.43074062012352,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_002-w0003,True,0,rsu-1,4,4,59.05531611041173,59.092915293020546,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_004-w0003,True,0,rsu-1,4,4,59.11602082898462,59.15551505868377,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_006-w0003,True,0,rsu-1,4,4,59.19798938933604,59.232025329059844,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_008-w0003,True,0,rsu-1,4,4,59.27774943185397,59.31916668798923,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_010-w0003,True,0,rsu-1,4,4,59.51996612478834,59.56021007073562,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_012-w0003,True,0,rsu-1,4,4,59.573147916890655,59.605534003599516,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_014-w0003,True,0,rsu-1,4,4,59.68673158188539,59.73175165085774,0,committed,29,10784,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_002-w0004,True,0,rsu-1,4,4,74.04877987724173,74.0875539524877,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_004-w0004,True,0,rsu-1,4,4,74.1222629848047,74.16019907173214,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_006-w0004,True,0,rsu-1,4,4,74.19464404813633,74.23541036233591,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_008-w0004,True,0,rsu-1,4,4,74.25350424721633,74.29073222314683,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_010-w0004,True,0,rsu-1,4,4,74.38703726040843,74.42890150086569,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_012-w0004,True,0,rsu-1,4,4,74.45729154819863,74.49552729336844,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_014-w0004,True,0,rsu-1,4,4,74.62766601148915,74.66282291921858,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_008-w0005,True,0,rsu-1,4,4,89.15942031112513,89.1981464696208,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_012-w0005,True,0,rsu-1,4,4,89.26651618823786,89.30677238293045,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1002,case-1002-veh_014-w0005,True,0,rsu-1,4,4,89.37685255709948,89.41625271611085,0,committed,27,10080,False
distributed_rsu_vpuft,1003,case-1003-veh_002-w0001,True,0,rsu-1,4,4,29.029828974271197,29.068902481181645,0,committed,28,10432,False
distributed_rsu_vpuft,1003,case-1003-veh_004-w0001,True,0,rsu-1,4,4,29.064518492941914,29.102600495926453,0,committed,27,10080,False
distributed_rsu_vpuft,1003,case-1003-veh_008-w0001,True,0,rsu-1,4,4,29.10184227798906,29.134338032043907,0,committed,27,10080,False
distributed_rsu_vpuft,1003,case-1003-veh_002-w0002,True,0,rsu-1,4,4,44.01472747024294,44.06309828326885,0,committed,27,10080,False
distributed_rsu_vpuft,1003,case-1003-veh_004-w0002,True,0,rsu-1,4,4,44.06025865032784,44.09718402575465,0,committed,28,10432,False
distributed_rsu_vpuft,1003,case-1003-veh_006-w0002,True,0,rsu-1,4,4,44.026782364429444,44.13383919824092,0,committed,27,10080,False
distributed_rsu_vpuft,1003,case-1003-veh_008-w0002,True,0,rsu-1,4,4,44.137797520599435,44.175216242217886,0,committed,29,10784,False
distributed_rsu_vpuft,1003,case-1003-veh_010-w0002,True,0,rsu-1,4,4,44.19964989571104,44.24472098694136,0,committed,28,10624,False
distributed_rsu_vpuft,1003,case-1003-veh_002-w0003,True,0,rsu-1,4,4,59.024414850201424,59.06266813589501,0,committed,27,10080,False
distributed_rsu_vpuft,1003,case-1003-veh_004-w0003,True,0,rsu-1,4,4,59.06977669189048,59.10401064771394,0,committed,27,10080,False
distributed_rsu_vpuft,1003,case-1003-veh_006-w0003,True,0,rsu-1,4,4,59.027265876021325,59.1403687100596,0,committed,28,10432,False
distributed_rsu_vpuft,1003,case-1003-veh_008-w0003,True,0,rsu-1,4,4,59.14717784373558,59.18457743469427,0,committed,28,10624,False
distributed_rsu_vpuft,1003,case-1003-veh_010-w0003,True,0,rsu-1,4,4,59.22171079934475,59.261819094441435,0,committed,27,10080,False
distributed_rsu_vpuft,1003,case-1003-veh_002-w0004,True,0,rsu-1,4,4,74.01655138565067,74.04855735552616,0,committed,27,10080,False
distributed_rsu_vpuft,1003,case-1003-veh_004-w0004,True,0,rsu-1,4,4,74.05848192009883,74.0952552427517,0,committed,27,10080,False
distributed_rsu_vpuft,1003,case-1003-veh_006-w0004,True,0,rsu-1,4,4,74.00990453432371,74.13699422631706,0,committed,28,10432,False
distributed_rsu_vpuft,1003,case-1003-veh_008-w0004,True,0,rsu-1,4,4,74.14078976176515,74.1877111300716,0,committed,28,10624,False
distributed_rsu_vpuft,1003,case-1003-veh_010-w0004,True,0,rsu-1,4,4,74.23985458665268,74.27189791439942,0,committed,27,10080,False
distributed_rsu_vpuft,1003,case-1003-veh_012-w0004,True,0,rsu-1,4,4,74.27958312658022,74.32305277761184,0,committed,28,10432,False
distributed_rsu_vpuft,1003,case-1003-veh_014-w0004,True,0,rsu-1,4,4,74.3547960313827,74.39857123162959,0,committed,27,10080,False
distributed_rsu_vpuft,1003,case-1003-veh_008-w0005,True,0,rsu-1,4,4,89.05303890646557,89.09431805002521,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_002-w0001,True,0,rsu-1,4,4,29.02255134295687,29.06408327725213,0,committed,29,10784,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_008-w0001,True,0,rsu-1,4,4,29.203674552080557,29.248042335448215,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_012-w0001,True,0,rsu-1,4,4,29.33292363318894,29.373888256357755,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_002-w0002,True,0,rsu-1,4,4,44.030623395342026,44.063284539930045,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_004-w0002,True,0,rsu-1,4,4,44.07559079248582,44.111350518548456,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_006-w0002,True,0,rsu-1,4,4,44.02707021301561,44.15999546753258,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_008-w0002,True,0,rsu-1,4,4,44.17029740371938,44.20367447667585,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_010-w0002,True,0,rsu-1,4,4,44.26619332477028,44.30586037359178,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_012-w0002,True,0,rsu-1,4,4,44.307646346506765,44.343165681453804,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_014-w0002,True,0,rsu-1,4,4,44.359053222927145,44.39861623175876,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_002-w0003,True,0,rsu-1,4,4,59.057093447114994,59.09320089673599,0,committed,28,10432,False
