case_id,observation_root_id,seed,attack_type,label,validity,direction,source_id,source_kind,validator_rsu_id,administrative_domain_id,geographic_cell,sensor_modality,detector_confidence,source_reliability,freshness,verifiability,independence,observed_at,reason_codes
case-intersection-1008-veh_000-benign,root-bd56706d60a87068f523f07f,1008,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,1.0,clean_observation
case-intersection-1008-veh_000-benign,root-bd56706d60a87068f523f07f,1008,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,1.0,clean_observation
case-intersection-1008-veh_000-benign,root-4899010d999df184e0f1664a,1008,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,2.0,clean_observation
case-intersection-1008-veh_000-benign,root-4899010d999df184e0f1664a,1008,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,2.0,clean_observation
case-intersection-1008-veh_001-benign,root-e56f4e4a544c324031200fe5,1008,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,2.0,clean_observation
case-intersection-1008-veh_001-benign,root-e56f4e4a544c324031200fe5,1008,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,2.0,clean_observation
case-intersection-1008-veh_000-benign,root-025348c016bb3291c6d20fd9,1008,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,3.0,clean_observation
case-intersection-1008-veh_000-benign,root-025348c016bb3291c6d20fd9,1008,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,3.0,clean_observation
case-intersection-1008-veh_001-benign,root-66a163252c31ffaa9bc0d4fc,1008,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,3.0,clean_observation
case-intersection-1008-veh_001-benign,root-66a163252c31ffaa9bc0d4fc,1008,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,3.0,clean_observation
case-intersection-1008-veh_002-benign,root-3466d8c311a24947383a8bd1,1008,benign,0,1,-1,rsu-3,rsu,rsu-3,domain-2,cell-2-1,rsu_cam_plausibility,0.78,0.94,0.99,0.76,0.92,3.0,clean_observation
case-intersection-1008-veh_002-benign,root-3466d8c311a24947383a8bd1,1008,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,3.0,clean_observation
case-intersection-1008-veh_000-benign,root-c2e1e2ce728f081af40efda6,1008,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,4.0,clean_observation
case-intersection-1008-veh_000-benign,root-c2e1e2ce728f081af40efda6,1008,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,4.0,clean_observation
case-intersection-1008-veh_001-benign,root-c735d421e1a357a269afa461,1008,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,4.0,clean_observation
case-intersection-1008-veh_001-benign,root-c735d421e1a357a269afa461,1008,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,4.0,clean_observation
case-intersection-1008-veh_002-benign,root-e3ed3e4e38e5212ca304b33e,1008,benign,0,1,-1,rsu-3,rsu,rsu-3,domain-2,cell-2-1,rsu_cam_plausibility,0.78,0.94,0.99,0.76,0.92,4.0,clean_observation
case-intersection-1008-veh_002-benign,root-e3ed3e4e38e5212ca304b33e,1008,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,4.0,clean_observation
case-intersection-1008-veh_003-benign,root-8cae3790e61224d4d9ff5827,1008,benign,0,1,-1,rsu-4,rsu,rsu-4,domain-2,cell-2-3,rsu_cam_plausibility,0.78,0.93,0.99,0.76,0.92,4.0,clean_observation
case-intersection-1008-veh_003-benign,root-8cae3790e61224d4d9ff5827,1008,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,4.0,clean_observation
case-intersection-1008-veh_000-benign,root-45b899548f6473842ce8393d,1008,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,5.0,clean_observation
case-intersection-1008-veh_000-benign,root-45b899548f6473842ce8393d,1008,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,5.0,clean_observation
case-intersection-1008-veh_000-benign,wroot-ec2797c991306269e09c6bd4,1008,benign,0,1,-1,veh_004,vehicle_witness,rsu-1,domain-1,cell-0-1,vehicle_witness_observation,0.78,0.8232543297698417,0.99,0.76,0.8789193689204502,5.0,clean_observation
case-intersection-1008-veh_001-benign,root-48e98ae8b05c4e84ae4e8dff,1008,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,5.0,clean_observation
case-intersection-1008-veh_001-benign,root-48e98ae8b05c4e84ae4e8dff,1008,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,5.0,clean_observation
case-intersection-1008-veh_002-benign,root-b1536a254941191da139da5b,1008,benign,0,1,-1,rsu-3,rsu,rsu-3,domain-2,cell-2-1,rsu_cam_plausibility,0.78,0.94,0.99,0.76,0.92,5.0,clean_observation
case-intersection-1008-veh_002-benign,root-b1536a254941191da139da5b,1008,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,5.0,clean_observation
case-intersection-1008-veh_003-benign,root-e4bdc3860b461b30d2921384,1008,benign,0,1,-1,rsu-4,rsu,rsu-4,domain-2,cell-2-3,rsu_cam_plausibility,0.78,0.93,0.99,0.76,0.92,5.0,clean_observation
