event_id,case_id,observation_root_id,seed,vehicle_id,pseudonym,message_id,attack_type,detected_by,source_kind,validator_rsu_id,detected_at,ground_truth_malicious,direction,detector_confidence,source_reliability,freshness,verifiability,independence,raw_evidence_hash,geographic_cell,administrative_domain_id,sensor_modality,reason_codes,payload
det-7ccbbfc88cfcaafe7aa3d41f,case-smoke-1006-veh_000-benign,root-4a1c8957b699497d4fb4842d,1006,veh_000,ps-d23e9a2e8e32761c,cam-1006-veh_000-000000,benign,rsu-1,rsu,rsu-1,1.0,False,-1,0.78,0.96,0.99,0.76,0.92,e18a72fdacaa192109b79d99f1fc9e547984527c359d231c07d35d2c53f0e998,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 241.70529576324967}"
det-982044bc3c657e40b25bf1be,case-smoke-1006-veh_000-benign,root-4a1c8957b699497d4fb4842d,1006,veh_000,ps-d23e9a2e8e32761c,cam-1006-veh_000-000000,benign,rsu-6,rsu,rsu-6,1.0,False,-1,0.78,0.88,0.99,0.76,0.68,2d3ce70a81a18bc5bcb1c0eb2994a5b739e64d33914eb3de2e9129133b5ca267,cell-0-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 251.7368665889047}"
det-046b7db32dcf173490cfad61,case-smoke-1006-veh_000-benign,root-f975213e732eee5228f6744b,1006,veh_000,ps-d23e9a2e8e32761c,cam-1006-veh_000-000001,benign,rsu-1,rsu,rsu-1,2.0,False,-1,0.78,0.96,0.99,0.76,0.92,dbd648feb6f8e8870b55bf930d3663c2c8d18808a866ad9c402e8d86f795ae2b,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 227.16878929608228}"
det-c73b67b93e3f919e7615af01,case-smoke-1006-veh_000-benign,root-f975213e732eee5228f6744b,1006,veh_000,ps-d23e9a2e8e32761c,cam-1006-veh_000-000001,benign,rsu-6,rsu,rsu-6,2.0,False,-1,0.78,0.88,0.99,0.76,0.68,f657b66164918fa219720ea1e8ab7761e538bfbb486898ca377258ee1862cc85,cell-0-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 252.6342841056399}"
wdet-3234618d80faa82306067235,case-smoke-1006-veh_000-benign,wroot-dbbc5c4b3adc61de12c133eb,1006,veh_000,ps-d23e9a2e8e32761c,cam-1006-veh_000-000001,benign,veh_001,vehicle_witness,rsu-6,2.0,False,1,0.62,0.36901507486585716,0.99,0.86,0.8622854589514755,4965d39d6491cdf4bf8294da55906563cf85ed6e746e0de3a6f9185e6872cb21,cell-0-0,domain-3,vehicle_witness_observation,compromised_witness_false_report,"{""case_opened_at"": 2.0, ""compromised_witness"": true, ""witness_distance_m"": 23.431039252391557}"
det-e69f38086748824afa156cb0,case-smoke-1006-veh_001-benign,root-4e5ad2f10deb2b34124cf7e9,1006,veh_001,ps-bc1c02440651b6a5,cam-1006-veh_001-000000,benign,rsu-1,rsu,rsu-1,2.0,False,-1,0.78,0.96,0.99,0.76,0.92,c7f40d736878cf125f1437044d5a7805bb71c6d18a502fe8a9aad74c3b2f57b1,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 248.5386287883636}"
det-a9bdc9f9368189e60f22e022,case-smoke-1006-veh_001-benign,root-4e5ad2f10deb2b34124cf7e9,1006,veh_001,ps-bc1c02440651b6a5,cam-1006-veh_001-000000,benign,rsu-6,rsu,rsu-6,2.0,False,-1,0.78,0.88,0.99,0.76,0.68,f43dc798e7618aa50594594756b53af85907175d6e67a6765c5c1c7d198b03c0,cell-0-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 241.70529576324967}"
wdet-2cf3fe88436d1e82e6fa1b35,case-smoke-1006-veh_001-benign,wroot-f2e876fd5c181c5cc532d968,1006,veh_001,ps-bc1c02440651b6a5,cam-1006-veh_001-000000,benign,veh_000,vehicle_witness,rsu-1,2.0,False,1,0.62,0.5222051712991687,0.99,0.86,0.8451746941170146,02841ba9719d853bb546524d78ddd953e2fe04fef4c8b7cb116c314fa64b08ce,cell-0--1,domain-1,vehicle_witness_observation,compromised_witness_false_report,"{""case_opened_at"": 2.0, ""compromised_witness"": true, ""witness_distance_m"": 23.431039252391557}"
det-e9e7c0d7785b411f63530fbc,case-smoke-1006-veh_000-benign,root-fe6f98ef3029962c9169441b,1006,veh_000,ps-d23e9a2e8e32761c,cam-1006-veh_000-000002,benign,rsu-1,rsu,rsu-1,3.0,False,-1,0.78,0.96,0.99,0.76,0.92,24763f3970895c3a280470e1e3d7c39e4462a8773e5987390d5aa88d36bd9aef,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 210.54340683112352}"
det-e7aa1f29963f47924c8d5deb,case-smoke-1006-veh_000-benign,root-fe6f98ef3029962c9169441b,1006,veh_000,ps-d23e9a2e8e32761c,cam-1006-veh_000-000002,benign,rsu-6,rsu,rsu-6,3.0,False,-1,0.78,0.88,0.99,0.76,0.68,77fb6c70ef4eb51ad209641e9933911275c830cfb67020adc17d67d667b13cfd,cell-0-1,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 254.67599522060928}"
