seed,simulation_time,vehicle_id,x,y,speed_mps,acceleration_mps2,lane_id,lane_position_m,road_id
1006,1.0,veh_000,5.1,498.4,12.0,0.0,wc_0,5.1,wc
1006,2.0,veh_000,19.614587465645744,498.4,14.514587465645745,2.5145874656457448,wc_0,19.614587465645744,wc
1006,2.0,veh_001,994.9,501.6,13.0,0.0,ec_0,5.1,ec
1006,3.0,veh_000,35.594301774525086,498.4,15.97971430887934,1.4651268432335947,wc_0,35.594301774525086,wc
1006,3.0,veh_001,979.80519916235,501.6,15.094800837649963,2.094800837649963,ec_0,20.194800837649964,ec
1006,3.0,veh_002,501.6,5.1,12.0,0.0,sc_0,5.1,sc
1006,4.0,veh_000,51.794363061971964,498.4,16.200061287446882,0.2203469785675427,wc_0,51.794363061971964,wc
1006,4.0,veh_001,964.5068873925502,501.6,15.298311769799897,0.20351093214993377,ec_0,35.49311260744986,ec
1006,4.0,veh_002,501.6,19.425715391165575,14.325715391165577,2.325715391165577,sc_0,19.425715391165575,sc
1006,4.0,veh_003,498.4,994.9,13.0,0.0,nc_0,5.1,nc
1006,5.0,veh_000,67.73752382303122,498.4,15.943160761059264,-0.25690052638761784,wc_0,67.73752382303122,wc
1006,5.0,veh_001,949.6546879809478,501.6,14.852199411602328,-0.4461123581975688,ec_0,50.34531201905219,ec
1006,5.0,veh_002,501.6,35.84913257503882,16.423417183873244,2.0977017927076673,sc_0,35.84913257503882,sc
1006,5.0,veh_003,498.4,979.769753900906,15.13024609909393,2.130246099093929,nc_0,20.23024609909393,nc
1006,5.0,veh_004,5.1,498.4,12.0,0.0,wc_0,5.1,wc
1006,6.0,veh_000,83.68216035460122,498.4,15.944636531569996,0.0014757705107317776,wc_0,83.68216035460122,wc
1006,6.0,veh_001,934.5731137579057,501.6,15.081574223042102,0.229374811439774,ec_0,65.42688624209428,ec
1006,6.0,veh_002,501.6,51.863360720565545,16.014228145526722,-0.409189038346522,sc_0,51.863360720565545,sc
1006,6.0,veh_003,498.4,963.2219231536519,16.547830747254196,1.4175846481602665,nc_0,36.77807684634813,nc
1006,6.0,veh_004,19.60627939573955,498.4,14.506279395739547,2.506279395739547,wc_0,19.60627939573955,wc
1006,6.0,veh_005,994.9,501.6,13.0,0.0,ec_0,5.1,ec
1006,7.0,veh_000,100.29303373346106,498.4,16.610873378859836,0.6662368472898397,wc_0,100.29303373346106,wc
1006,7.0,veh_001,919.3479883025657,501.6,15.225125455340008,0.14355123229790578,ec_0,80.65201169743429,ec
1006,7.0,veh_002,501.6,68.28858489089646,16.425224170330914,0.4109960248041915,sc_0,68.28858489089646,sc
1006,7.0,veh_003,498.4,947.0319862819136,16.189936871738176,-0.3578938755160195,nc_0,52.968013718086304,nc
1006,7.0,veh_004,36.05667908843607,498.4,16.45039969269652,1.9441202969569744,wc_0,36.05667908843607,wc
1006,7.0,veh_005,979.6374177116854,501.6,15.262582288314588,2.2625822883145883,ec_0,20.362582288314588,ec
1006,7.0,veh_006,501.6,5.1,12.0,0.0,sc_0,5.1,sc
1006,8.0,veh_000,116.21252133914271,498.4,15.919487605681645,-0.6913857731781903,wc_0,116.21252133914271,wc
1006,8.0,veh_001,904.2315242298897,501.6,15.116464072676012,-0.10866138266399616,ec_0,95.7684757701103,ec
1006,8.0,veh_002,501.6,84.21305874329526,15.924473852398807,-0.5007503179321073,sc_0,84.21305874329526,sc
1006,8.0,veh_003,498.4,931.0743896452896,15.957596636624077,-0.2323402351140995,nc_0,68.92561035471039,nc
1006,8.0,veh_004,52.501064018220646,498.4,16.444384929784576,-0.0060147629119455814,wc_0,52.501064018220646,wc
1006,8.0,veh_005,963.6199049254394,501.6,16.01751278624594,0.7549304979313529,ec_0,36.38009507456053,ec
1006,8.0,veh_006,501.6,19.420114017417653,14.320114017417653,2.3201140174176533,sc_0,19.420114017417653,sc
1006,8.0,veh_007,498.4,994.9,13.0,0.0,nc_0,5.1,nc
1006,9.0,veh_000,132.49879345189316,498.4,16.28627211275045,0.36678450706880383,wc_0,132.49879345189316,wc
1006,9.0,veh_001,889.0690017395991,501.6,15.162522490290561,0.04605841761454954,ec_0,110.93099826040086,ec
1006,9.0,veh_002,501.6,100.73752796924674,16.52446922595147,0.5999953735526642,sc_0,100.73752796924674,sc
1006,9.0,veh_003,498.4,914.6684655451076,16.40592410018202,0.44832746355794306,nc_0,85.3315344548924,nc
1006,9.0,veh_004,68.489507696284,498.4,15.988443678063343,-0.45594125172123334,wc_0,68.489507696284,wc
1006,9.0,veh_005,947.2478039395631,501.6,16.372100985876322,0.35458819963038124,ec_0,52.75219606043685,ec
1006,9.0,veh_006,501.6,35.50179831441492,16.081684296997267,1.7615702795796135,sc_0,35.50179831441492,sc
1006,9.0,veh_007,498.4,979.3511139931484,15.54888600685168,2.5488860068516797,nc_0,20.64888600685168,nc
1006,9.0,veh_008,5.1,498.4,12.0,0.0,wc_0,5.1,wc
1006,10.0,veh_000,148.39336449899713,498.4,15.894571047103966,-0.3917010656464832,wc_0,148.39336449899713,wc
1006,10.0,veh_001,874.0266022571742,501.6,15.042399482424939,-0.12012300786562236,ec_0,125.9733977428258,ec
1006,10.0,veh_002,501.6,117.10321746945382,16.365689500207083,-0.15877972574438814,sc_0,117.10321746945382,sc
1006,10.0,veh_003,498.4,898.3676713308133,16.300794214294292,-0.10512988588772743,nc_0,101.6323286691867,nc
1006,10.0,veh_004,85.01935048775749,498.4,16.529842791473495,0.5413991134101526,wc_0,85.01935048775749,wc
1006,10.0,veh_005,931.2349445408992,501.6,16.012859398664013,-0.3592415872123098,ec_0,68.76505545910086,ec
1006,10.0,veh_006,501.6,51.887156425500294,16.38535811108537,0.30367381408810346,sc_0,51.887156425500294,sc
1006,10.0,veh_007,498.4,963.2570587434456,16.094055249702805,0.5451692428511254,nc_0,36.74294125655449,nc
1006,10.0,veh_008,19.302932821111753,498.4,14.202932821111753,2.2029328211117534,wc_0,19.302932821111753,wc
1006,10.0,veh_009,994.9,501.6,13.0,0.0,ec_0,5.1,ec
1006,11.0,veh_000,164.55840511592106,498.4,16.165040616923946,0.27046956981997994,wc_0,164.55840511592106,wc
1006,11.0,veh_001,858.5030830113964,501.6,15.523519245777848,0.4811197633529094,ec_0,141.49691698860363,ec
1006,11.0,veh_002,501.6,133.55046922289768,16.447251753443854,0.08156225323677191,sc_0,133.55046922289768,sc
1006,11.0,veh_003,498.4,881.8989801586885,16.46869117212482,0.1678969578305285,nc_0,118.10101984131153,nc
1006,11.0,veh_004,101.17623889957557,498.4,16.156888411818073,-0.3729543796554218,wc_0,101.17623889957557,wc
1006,11.0,veh_005,915.4874482792261,501.6,15.747496261673085,-0.26536313699092773,ec_0,84.51255172077396,ec
1006,11.0,veh_006,501.6,68.11516282283236,16.228006397332067,-0.1573517137533038,sc_0,68.11516282283236,sc
