event_id,case_id,observation_root_id,seed,vehicle_id,pseudonym,message_id,attack_type,detected_by,source_kind,validator_rsu_id,detected_at,ground_truth_malicious,direction,detector_confidence,source_reliability,freshness,verifiability,independence,raw_evidence_hash,geographic_cell,administrative_domain_id,sensor_modality,reason_codes,payload
det-c8b099e8a8a3e6940ded257c,case-corridor-1005-veh_000-benign,root-63120c563e05bdcf854b9729,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000000,benign,rsu-1,rsu,rsu-1,1.0,False,-1,0.78,0.96,0.99,0.76,0.92,86c49257f336a25c06b574a32b4131457c53c6d6a9890aa6abe12d4494a7e20b,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 99.46883934177578}"
det-bc5d41dda3a88bd8ccb779df,case-corridor-1005-veh_000-benign,root-63120c563e05bdcf854b9729,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000000,benign,rsu-2,rsu,rsu-2,1.0,False,-1,0.78,0.948,0.99,0.76,0.68,5b70a0039df8ff21a142ea8fe318a6f8e0f10afec55406ff00bbaaf831edc614,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 1.0, ""compromised_rsu"": false, ""observer_distance_m"": 376.08250424607627}"
det-9ceec32e213f6df5cb26509e,case-corridor-1005-veh_000-benign,root-5ba81a295f38f65d0aaeaea1,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000001,benign,rsu-1,rsu,rsu-1,2.0,False,-1,0.78,0.96,0.99,0.76,0.92,85b645747ba89b10ae8d8749efa39690e50ccb13de5b72cbe9fbb18c7014e928,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 85.73351036876839}"
det-955d0d0409c41eed0ba296d8,case-corridor-1005-veh_000-benign,root-5ba81a295f38f65d0aaeaea1,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000001,benign,rsu-2,rsu,rsu-2,2.0,False,-1,0.78,0.948,0.99,0.76,0.68,c86d808b50d947f8895e8ffb599b3d62c5d5907ddfb1fc52282da40cada77818,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 361.6177405774416}"
det-5e32c6a1513955825f8f346e,case-corridor-1005-veh_001-benign,root-1e97471f7ad2b22033b3e1fe,1005,veh_001,ps-54653f2b2619718e,cam-1005-veh_001-000000,benign,rsu-5,rsu,rsu-5,2.0,False,-1,0.78,0.9119999999999999,0.99,0.76,0.92,2df90306edd65f0dd9a866b1d4ea3b2e50d1264a9c5718f88c0646a82474ba1a,cell-5-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 315.5472230903008}"
det-51e960579e24a901c0b9aee9,case-corridor-1005-veh_001-benign,root-1e97471f7ad2b22033b3e1fe,1005,veh_001,ps-54653f2b2619718e,cam-1005-veh_001-000000,benign,rsu-6,rsu,rsu-6,2.0,False,-1,0.78,0.8999999999999999,0.99,0.76,0.68,75065c1908710b776da912fa40d035094960fb456235ff78e651287634641048,cell-6-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 2.0, ""compromised_rsu"": false, ""observer_distance_m"": 49.23464227553612}"
det-752a90077f4c8dc20b2a3f98,case-corridor-1005-veh_000-benign,root-3edad6acb605e07ae338c301,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000002,benign,rsu-1,rsu,rsu-1,3.0,False,-1,0.78,0.96,0.99,0.76,0.92,ff7f3e3416262bd89c779e7ecf5e969c68a50191b136f9f346823dfd5411a81e,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 70.73611672862128}"
det-e4b55d76eb6d7d8a49d13ea0,case-corridor-1005-veh_000-benign,root-3edad6acb605e07ae338c301,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000002,benign,rsu-2,rsu,rsu-2,3.0,False,-1,0.78,0.948,0.99,0.76,0.68,ae2b1555bf85712c4f95c364a471e540f41036721926918811a19a8334090df7,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 345.44039062658385}"
wdet-394d78466179f59f27a790a2,case-corridor-1005-veh_000-benign,wroot-9bfac26ed8f6baacbc933914,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000002,benign,veh_002,vehicle_witness,rsu-1,3.0,False,-1,0.78,0.8104558414161472,0.99,0.76,0.9031523556918695,c63e6703025866ec27884c11ffb77b03a17bd39c0e5154ac513d7f060c1a8c60,cell-0--1,domain-1,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 3.0, ""compromised_witness"": false, ""witness_distance_m"": 30.747383452854116}"
det-314daafed0fb3c4f522a2571,case-corridor-1005-veh_001-benign,root-ec3b8a5af57df814f083a227,1005,veh_001,ps-54653f2b2619718e,cam-1005-veh_001-000001,benign,rsu-5,rsu,rsu-5,3.0,False,-1,0.78,0.9119999999999999,0.99,0.76,0.92,1c9f28027fa426c99c2e4e0b2dce69da49f2e68f84dd954a6f2a592394f3610a,cell-5-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 299.98167493880567}"
det-be93577b7f80785e13e0f7a0,case-corridor-1005-veh_001-benign,root-ec3b8a5af57df814f083a227,1005,veh_001,ps-54653f2b2619718e,cam-1005-veh_001-000001,benign,rsu-6,rsu,rsu-6,3.0,False,-1,0.78,0.8999999999999999,0.99,0.76,0.68,2a75ee59ad26b68724c087836b1159f67e9da6e1c78255a891d885b14c6fc153,cell-6-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 35.58899450694507}"
det-a89086dbf0d9ca73cdd3bf12,case-corridor-1005-veh_002-benign,root-786abcd345f3ab3d0356d40f,1005,veh_002,ps-c3ce8ed2a53b527c,cam-1005-veh_002-000000,benign,rsu-1,rsu,rsu-1,3.0,False,-1,0.78,0.96,0.99,0.76,0.92,8dfb56b12b8f76e972ce548be5f3d441298d45eca69150c40ab66d6750aa26b0,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 99.46883934177578}"
det-594f89252a8a49a511451fe6,case-corridor-1005-veh_002-benign,root-786abcd345f3ab3d0356d40f,1005,veh_002,ps-c3ce8ed2a53b527c,cam-1005-veh_002-000000,benign,rsu-2,rsu,rsu-2,3.0,False,-1,0.78,0.948,0.99,0.76,0.68,6e34ccb0ec5bd53fc39da89b5d9ea91eca851b124938a9c21c8c73822555b78b,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 3.0, ""compromised_rsu"": false, ""observer_distance_m"": 376.08250424607627}"
wdet-d309fec308c7e97409fb7390,case-corridor-1005-veh_002-benign,wroot-625a3aee36c73d025a205ea9,1005,veh_002,ps-c3ce8ed2a53b527c,cam-1005-veh_002-000000,benign,veh_000,vehicle_witness,rsu-1,3.0,False,-1,0.78,0.8523715754093291,0.99,0.76,0.8405428219713759,b31b73ec8002e0c7d3c3dbd24595186b259264d723cfab4a183b188792926cd1,cell-0--1,domain-1,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 3.0, ""compromised_witness"": false, ""witness_distance_m"": 30.747383452854116}"
det-a0a6b1d2175606816e861776,case-corridor-1005-veh_000-benign,root-8ea0ff2de0e1599840177a59,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000003,benign,rsu-1,rsu,rsu-1,4.0,False,-1,0.78,0.96,0.99,0.76,0.92,15ab497f603a00264b88fa7e7ddd0f73355337a19fe0ba4ee24479f515109925,cell-0-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 4.0, ""compromised_rsu"": false, ""observer_distance_m"": 56.66864280648936}"
det-ba9c7d51aac57167c46244a4,case-corridor-1005-veh_000-benign,root-8ea0ff2de0e1599840177a59,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000003,benign,rsu-2,rsu,rsu-2,4.0,False,-1,0.78,0.948,0.99,0.76,0.68,87c31cc2db2cb618ddcbfb39c13a38f4252bc140f156046a3ad0c88c0e146cbb,cell-1-0,domain-1,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 4.0, ""compromised_rsu"": false, ""observer_distance_m"": 329.55068658415297}"
wdet-2403c910536ab2667db7f507,case-corridor-1005-veh_000-benign,wroot-13aaed214a3b13082dbb114e,1005,veh_000,ps-e26fbc5b00543bc6,cam-1005-veh_000-000003,benign,veh_002,vehicle_witness,rsu-1,4.0,False,-1,0.78,0.8104558414161472,0.99,0.76,0.8204695416889156,1a9d7928337ead990f06ece7b20fddb79b51ee344d277ed1bb51316737737be9,cell-0--1,domain-1,vehicle_witness_observation,clean_observation,"{""case_opened_at"": 4.0, ""compromised_witness"": false, ""witness_distance_m"": 32.11501648891718}"
det-8de1cc5b66f39280634709c9,case-corridor-1005-veh_001-benign,root-5093dc8a77240db35315fbe8,1005,veh_001,ps-54653f2b2619718e,cam-1005-veh_001-000002,benign,rsu-5,rsu,rsu-5,4.0,False,-1,0.78,0.9119999999999999,0.99,0.76,0.92,68b3e1395fd551d1f4799e2174caf3c59d1f4ff42d0f32af6fe09f754700e8b1,cell-5-0,domain-3,rsu_cam_plausibility,clean_observation,"{""case_opened_at"": 4.0, ""compromised_rsu"": false, ""observer_distance_m"": 283.9494262716443}"
