topology,ttl_seconds,from_vehicle_count,to_vehicle_count,metric,previous_mean,current_mean,absolute_change,relative_change
corridor,2.0,80,100,observed_vehicle_count,80.0,100.0,20.0,0.25
corridor,2.0,80,100,interactions,6293.3,7454.7,1161.3999999999996,0.18454546899083146
corridor,2.0,80,100,mean_active_vehicles,66.25578947368422,78.48105263157895,12.22526315789473,0.18451614953211623
corridor,2.0,80,100,peak_active_vehicles,80.0,100.0,20.0,0.25
corridor,2.0,80,100,cache_hits,3667.3,4194.1,526.8000000000002,0.1436479153600742
corridor,2.0,80,100,cache_misses,2626.0,3260.6,634.5999999999999,0.24166031987814163
corridor,2.0,80,100,cache_hit_rate,0.5826890767142154,0.562604938895813,-0.02008413781840246,-0.034468018401266315
corridor,2.0,80,100,v2i_queries,2626.0,3260.6,634.5999999999999,0.24166031987814163
corridor,2.0,80,100,v2i_queries_avoided,3667.3,4194.1,526.8000000000002,0.1436479153600742
corridor,2.0,80,100,query_failures,0.1,0.1,0.0,0.0
corridor,2.0,80,100,accepted,4600.9,5467.9,867.0,0.1884413919015845
corridor,2.0,80,100,rejected,1692.4,1986.8,294.39999999999986,0.17395414795556596
corridor,2.0,80,100,anomaly_escalations,127.4,149.7,22.299999999999983,0.17503924646781777
corridor,2.0,80,100,stale_trust_acceptances,24.2,31.0,6.800000000000001,0.28099173553719015
corridor,2.0,80,100,stale_acceptance_rate,0.0038469646508088305,0.0041593444598122505,0.00031237980900342,0.08120163228891164
corridor,2.0,80,100,authorization_latency_mean_ms,7.227214304689332,7.559502706387265,0.3322884016979337,0.0459773832197463
corridor,2.0,80,100,authorization_latency_p95_ms,22.067757180737747,22.196608973571976,0.12885179283422943,0.005838916559526952
corridor,2.0,80,100,messages_total,5364.3,6662.8,1298.5,0.2420632701377626
corridor,2.0,80,100,messages_per_interaction,0.8524718729739936,0.8937857893756899,0.04131391640169624,0.04846367101540323
corridor,2.0,80,100,bytes_total,3778841.6,4691417.6,912575.9999999995,0.24149622995576198
corridor,2.0,80,100,bytes_per_interaction,600.5175990238376,629.3338788871164,28.816279863278737,0.04798573748732861
corridor,2.0,80,100,cache_entries_final,685.4,1019.6,334.20000000000005,0.48759848263787575
corridor,2.0,80,100,cache_entries_peak,685.4,1019.6,334.20000000000005,0.48759848263787575
corridor,5.0,20,40,observed_vehicle_count,20.0,40.0,20.0,1.0
corridor,5.0,20,40,interactions,1686.0,3378.0,1692.0,1.00355871886121
