topology,vehicle_count,seed,observed_vehicle_count,peak_concurrent_vehicles,cases,v2x_messages,detection_events,attack_vehicle_count,attack_vehicle_ratio,trace_path
grid,40,1010,40,40,244,3504,27335,14,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_40\seed_1010\shared_detection_trace.jsonl
grid,60,1001,60,60,366,5274,49364,21,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_60\seed_1001\shared_detection_trace.jsonl
grid,60,1002,60,60,364,5237,47985,21,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_60\seed_1002\shared_detection_trace.jsonl
grid,60,1003,60,60,369,5289,48493,21,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_60\seed_1003\shared_detection_trace.jsonl
grid,60,1004,60,60,368,5312,48480,21,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_60\seed_1004\shared_detection_trace.jsonl
grid,60,1005,60,60,370,5312,48731,21,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_60\seed_1005\shared_detection_trace.jsonl
grid,60,1006,60,60,361,5195,47217,21,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_60\seed_1006\shared_detection_trace.jsonl
grid,60,1007,60,60,364,5228,47751,21,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_60\seed_1007\shared_detection_trace.jsonl
grid,60,1008,60,60,361,5199,47250,21,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_60\seed_1008\shared_detection_trace.jsonl
grid,60,1009,60,60,364,5221,47873,21,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_60\seed_1009\shared_detection_trace.jsonl
grid,60,1010,60,60,367,5267,48838,21,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_60\seed_1010\shared_detection_trace.jsonl
grid,80,1001,80,80,494,7113,72052,28,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_80\seed_1001\shared_detection_trace.jsonl
grid,80,1002,80,80,495,7092,71095,28,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_80\seed_1002\shared_detection_trace.jsonl
grid,80,1003,80,80,496,7096,71073,28,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_80\seed_1003\shared_detection_trace.jsonl
grid,80,1004,80,80,495,7113,71023,28,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_80\seed_1004\shared_detection_trace.jsonl
grid,80,1005,80,80,493,7092,70548,28,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_80\seed_1005\shared_detection_trace.jsonl
grid,80,1006,80,80,490,7019,69825,28,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_80\seed_1006\shared_detection_trace.jsonl
grid,80,1007,80,80,491,7059,70546,28,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_80\seed_1007\shared_detection_trace.jsonl
grid,80,1008,80,80,495,7121,71332,28,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_80\seed_1008\shared_detection_trace.jsonl
grid,80,1009,80,80,491,7019,70282,28,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_80\seed_1009\shared_detection_trace.jsonl
grid,80,1010,80,80,494,7078,71305,28,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_80\seed_1010\shared_detection_trace.jsonl
grid,100,1001,100,100,614,8777,89848,35,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_100\seed_1001\shared_detection_trace.jsonl
grid,100,1002,100,100,615,8763,89108,35,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_100\seed_1002\shared_detection_trace.jsonl
grid,100,1003,100,100,616,8757,89031,35,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_100\seed_1003\shared_detection_trace.jsonl
grid,100,1004,100,100,616,8780,89361,35,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_100\seed_1004\shared_detection_trace.jsonl
grid,100,1005,100,100,617,8796,89436,35,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_100\seed_1005\shared_detection_trace.jsonl
grid,100,1006,100,100,607,8671,87984,35,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_100\seed_1006\shared_detection_trace.jsonl
grid,100,1007,100,100,610,8726,88744,35,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_100\seed_1007\shared_detection_trace.jsonl
grid,100,1008,100,100,612,8743,88899,35,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_100\seed_1008\shared_detection_trace.jsonl
grid,100,1009,100,100,609,8686,88246,35,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_100\seed_1009\shared_detection_trace.jsonl
grid,100,1010,100,100,616,8760,89331,35,0.35,C:\Users\reemg\VPUFT_density_results\traces\grid\vehicles_100\seed_1010\shared_detection_trace.jsonl
