seed,case_id,source_kind,attestations,independent_roots,correlated_reports_suppressed,suppression_rate
1010,case-1010-veh_021-w0006,rsu,6,2,4,0.6666666666666666
1010,case-1010-veh_021-w0006,vehicle_witness,1,1,0,0.0
1010,case-1010-veh_022-w0001,rsu,14,7,7,0.5
1010,case-1010-veh_022-w0001,vehicle_witness,14,14,0,0.0
1010,case-1010-veh_022-w0002,rsu,44,15,29,0.6590909090909091
1010,case-1010-veh_022-w0002,vehicle_witness,59,59,0,0.0
1010,case-1010-veh_022-w0003,rsu,62,15,47,0.7580645161290323
1010,case-1010-veh_022-w0003,vehicle_witness,119,119,0,0.0
1010,case-1010-veh_022-w0004,rsu,51,15,36,0.7058823529411765
1010,case-1010-veh_022-w0004,vehicle_witness,54,54,0,0.0
1010,case-1010-veh_022-w0005,rsu,20,10,10,0.5
1010,case-1010-veh_022-w0005,vehicle_witness,2,2,0,0.0
1010,case-1010-veh_023-w0001,rsu,12,6,6,0.5
1010,case-1010-veh_023-w0001,vehicle_witness,12,12,0,0.0
1010,case-1010-veh_023-w0002,rsu,47,15,32,0.6808510638297872
1010,case-1010-veh_023-w0002,vehicle_witness,66,66,0,0.0
1010,case-1010-veh_023-w0003,rsu,60,15,45,0.75
1010,case-1010-veh_023-w0003,vehicle_witness,119,119,0,0.0
1010,case-1010-veh_023-w0004,rsu,38,15,23,0.6052631578947368
1010,case-1010-veh_023-w0004,vehicle_witness,20,20,0,0.0
1010,case-1010-veh_023-w0005,rsu,2,1,1,0.5
