central_comparator,topology,vehicle_count,metric,paired_seed_count,distributed_mean,central_mean,mean_difference_distributed_minus_central,ci95_lower,ci95_upper,wilcoxon_raw_p,rank_biserial,holm_adjusted_p_within_comparator_metric_20_cells,holm_reject_0_05,analysis_family
central_crn_available_0ms,intersection,40,bytes_per_decision,10,68261.19063272489,51101.84437962326,17159.346253101616,15677.118673715107,19026.197278672982,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,40,mean_queue_delay_ms,10,5620.610761528182,6543.6145637890995,-923.0038022609181,-942.8543098075719,-902.3770163074372,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,40,packet_delivery_ratio,10,0.9801676299236293,0.980029104006188,0.0001385259174414677,-0.00029519143199106617,0.0005609395106333892,0.556640625,0.23636363636363636,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,40,cpu_time_seconds,10,7.1875,4.628125,2.559375,2.3718359375,2.7765625,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,40,peak_memory_kb,10,15056.200390625,15445.57275390625,-389.37236328125,-462.0689697265625,-317.3540869140626,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,60,trust_precision,10,0.9231952261830312,0.9219732610136976,0.0012219651693335942,0.0006050617475521602,0.0018490273722141582,0.03125,1.0,0.625,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,60,malicious_revocation_recall,10,0.7377454981992797,0.7258631452581034,0.011882352941176465,0.0059215686274509795,0.017843137254901942,0.03125,1.0,0.625,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,60,false_revocation_rate,10,0.00989956651932444,0.00989956651932444,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,60,trust_f1,10,0.8196936661918759,0.8116771548851961,0.008016511306679807,0.003960708455090489,0.012034689783835994,0.03125,1.0,0.625,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,60,mcc,10,0.8012577774848074,0.7932861856912133,0.007971591793594046,0.003975196638601653,0.011948790812134343,0.03125,1.0,0.625,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,60,latency_p95_ms,10,15716.149993040463,14442.102785363208,1274.0472076772535,1247.5212991906315,1305.8487273376954,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,60,messages_per_decision,10,62.00061374204311,72.06849298537952,-10.067879243336417,-10.191205004044951,-9.966981547338978,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,60,bytes_per_decision,10,67826.13700132424,50736.21906170719,17089.917939617037,16547.729844066405,17749.905670406297,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,60,mean_queue_delay_ms,10,5817.889296870518,6590.242333535076,-772.353036664559,-782.5276517201945,-760.8513399200435,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,60,packet_delivery_ratio,10,0.980369564668508,0.9802144046995398,0.0001551599689682881,-1.503520712249462e-05,0.00034423457636595205,0.232421875,0.45454545454545453,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,60,cpu_time_seconds,10,10.8109375,6.7515625,4.059375,3.670234375,4.5312890625,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,60,peak_memory_kb,10,22366.32802734375,22905.16083984375,-538.8328125,-637.8655908203125,-417.1009985351563,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,80,trust_precision,10,0.912218087234894,0.912762304921969,-0.000544217687074866,-0.001088435374149732,-0.0001700680272109012,0.25,-1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,80,malicious_revocation_recall,10,0.7050202228327228,0.7097821275946277,-0.004761904761904778,-0.009523809523809556,0.0,0.25,-1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,80,false_revocation_rate,10,0.01057303087317671,0.01057303087317671,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,80,trust_f1,10,0.7952976889933412,0.7985280052767549,-0.003230316283413659,-0.006460632566827318,0.0,0.25,-1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,80,mcc,10,0.7762783040242568,0.7794880786166193,-0.003209774592362491,-0.0064271050306213716,0.0,0.25,-1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,80,latency_p95_ms,10,15899.677449305422,14577.519587794328,1322.1578615110925,1255.2853121041985,1410.97141671448,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,80,messages_per_decision,10,60.81007850925977,70.98117746202084,-10.171098952761065,-10.248274017055769,-10.091125290715434,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,80,bytes_per_decision,10,62065.30753271771,49970.74893326267,12094.55859945503,11590.23420426828,12532.246628485917,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,80,mean_queue_delay_ms,10,5840.010581956298,6577.389830249209,-737.379248292911,-745.9506613522901,-729.207943846768,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,80,packet_delivery_ratio,10,0.9800954142504757,0.9799361556666512,0.00015925858382459523,-9.467484158583201e-05,0.0004328178164232846,0.556640625,0.23636363636363636,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,80,cpu_time_seconds,10,11.9671875,8.1234375,3.84375,3.7109375,3.9640625,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,80,peak_memory_kb,10,28304.161328125,29069.6537109375,-765.4923828125,-818.5098950195313,-721.066103515625,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,100,trust_precision,10,0.8989752285368269,0.8991713069681995,-0.00019607843137255942,-0.0005882352941176782,0.0,1.0,-1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,100,malicious_revocation_recall,10,0.6676744282117829,0.6691029996403544,-0.0014285714285714236,-0.00428571428571427,0.0,1.0,-1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,100,false_revocation_rate,10,0.010615129829843199,0.010615129829843199,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,100,trust_f1,10,0.7661574316305224,0.767190489481762,-0.0010330578512396716,-0.0030991735537190144,0.0,1.0,-1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,100,mcc,10,0.7488563873073846,0.7498459390590764,-0.0009895517516917863,-0.0029686552550753586,0.0,1.0,-1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,100,latency_p95_ms,10,16021.973715309778,14669.579658205204,1352.3940571045714,1247.3907588647398,1467.270661790353,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,100,messages_per_decision,10,58.41971774777111,68.65763882908747,-10.237921081316378,-10.297848598845208,-10.18322426701536,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,100,bytes_per_decision,10,57029.53634929075,48334.977735677596,8694.558613613153,8280.91605641558,9062.272043157282,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,100,mean_queue_delay_ms,10,5834.7056054764125,6553.117173407872,-718.4115679314598,-726.2599738062543,-710.1500248156608,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,100,packet_delivery_ratio,10,0.9802291232315735,0.9800314509315813,0.00019767229999226866,-0.0001463648595695327,0.0004935870413384016,0.232421875,0.45454545454545453,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,100,cpu_time_seconds,10,13.621875,9.5875,4.034375,3.8109375,4.290625,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,intersection,100,peak_memory_kb,10,33091.17421875,34048.11318359375,-956.93896484375,-1026.9566699218751,-876.8007275390627,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,20,trust_precision,10,0.9087878787878789,0.9087878787878789,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,20,malicious_revocation_recall,10,0.59375,0.59375,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,20,false_revocation_rate,10,0.0085470085470085,0.0085470085470085,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,20,trust_f1,10,0.7152041195519455,0.7152041195519455,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,20,mcc,10,0.7062876620001578,0.7062876620001578,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,20,latency_p95_ms,10,14314.666676632687,14147.818844918966,166.84783171372,146.44157652030253,190.28745081982254,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,20,messages_per_decision,10,24.797744360902254,33.196992481203004,-8.39924812030075,-8.693251879699249,-8.12781954887218,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,20,bytes_per_decision,10,26572.751879699248,23370.682706766915,3202.069172932331,2157.9236090225563,4142.9269172932345,0.00390625,0.9636363636363636,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,20,mean_queue_delay_ms,10,4291.803682011449,5636.319753657526,-1344.516071646076,-1411.8149882529485,-1277.8874721289978,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,20,packet_delivery_ratio,10,0.9813431956893375,0.980822155771787,0.0005210399175504477,-0.0007529304691351274,0.0017875101331665682,0.556640625,0.23636363636363636,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,20,cpu_time_seconds,10,2.5671875,1.7109375,0.85625,0.6858593749999999,1.025,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,20,peak_memory_kb,10,3821.57548828125,3975.81767578125,-154.2421875,-224.54515869140624,-90.61672363281255,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,40,trust_precision,10,0.8933842181210604,0.8933842181210604,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,40,malicious_revocation_recall,10,0.5860416666666666,0.5860416666666666,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,40,false_revocation_rate,10,0.0100792522621547,0.0100792522621547,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,40,trust_f1,10,0.7071935646053293,0.7071935646053293,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,40,mcc,10,0.6939244038294544,0.6939244038294544,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,40,latency_p95_ms,10,14538.439116245305,14243.446054767552,294.9930614777515,253.39844341478155,343.56165910951074,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,40,messages_per_decision,10,24.062291970956018,31.97650988284937,-7.91421791189335,-8.038501943256898,-7.798592832281508,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,40,bytes_per_decision,10,24228.97639077354,22511.462957525957,1717.5134332475823,1251.1480864775217,2249.887769786116,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,40,mean_queue_delay_ms,10,4570.93733164755,5951.4186379434705,-1380.48130629592,-1405.6286192927817,-1354.1307634221869,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,40,packet_delivery_ratio,10,0.9812867322593212,0.980843171289975,0.0004435609693461018,9.315641796160429e-05,0.0007835690196443389,0.037109375,0.7454545454545455,0.7421875,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,40,cpu_time_seconds,10,4.2515625,3.1046875,1.146875,0.7953125,1.55,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,40,peak_memory_kb,10,6750.82529296875,7086.55126953125,-335.7259765625,-350.2644580078125,-316.6133447265625,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,60,trust_precision,10,0.8602371541501977,0.8602371541501977,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,60,malicious_revocation_recall,10,0.5544168433139021,0.5544168433139021,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,60,false_revocation_rate,10,0.010127588112645811,0.010127588112645811,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,60,trust_f1,10,0.6737562313561268,0.6737562313561268,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,60,mcc,10,0.6644222307153416,0.6644222307153416,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,60,latency_p95_ms,10,14580.050893862684,14308.154835502923,271.89605835976124,231.22506453183706,315.7009725611298,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,60,messages_per_decision,10,22.220518799950796,30.432843469391948,-8.212324669441152,-8.284833858770423,-8.150461585538297,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,60,bytes_per_decision,10,20933.960855047895,21424.72180245193,-490.76094740403715,-811.5709251928237,-157.63688135090766,0.037109375,-0.7454545454545455,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,60,mean_queue_delay_ms,10,4774.4873858644105,5989.223824802173,-1214.7364389377622,-1231.6667182227384,-1198.5517249656793,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,60,packet_delivery_ratio,10,0.980830424178297,0.9804578283816563,0.0003725957966406068,1.3494015513607627e-05,0.0007274917837700905,0.10546875,0.6,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,60,cpu_time_seconds,10,4.94375,3.7390625,1.2046875,1.0078125,1.4312890624999997,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,60,peak_memory_kb,10,8632.02734375,9170.89072265625,-538.86337890625,-558.9185546875,-523.52841796875,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,80,trust_precision,10,0.8490171881109422,0.8490171881109422,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,80,malicious_revocation_recall,10,0.5072702834799608,0.5072702834799608,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,80,false_revocation_rate,10,0.007691127616788819,0.007691127616788819,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,80,trust_f1,10,0.6337554814031897,0.6337554814031897,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,80,mcc,10,0.6348879298851604,0.6348879298851604,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,80,latency_p95_ms,10,14514.592891681645,14325.405038067842,189.18785361380597,149.14611670014742,232.83661543568678,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,80,messages_per_decision,10,20.622837279903106,29.327037438591873,-8.704200158688767,-8.805564788838943,-8.603126156136831,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,80,bytes_per_decision,10,18018.16188289233,20646.23435676868,-2628.0724738763492,-2972.573638002843,-2301.4509429241066,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,80,mean_queue_delay_ms,10,4911.350842806607,5926.166255924599,-1014.8154131179917,-1044.4029915696842,-986.1711151453858,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,80,packet_delivery_ratio,10,0.9808407070082001,0.9806032222884398,0.00023748471976038356,-6.478505745269647e-05,0.0005745273836089859,0.16015625,0.5272727272727272,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,80,cpu_time_seconds,10,3.690625,3.084375,0.60625,0.5608984375,0.6546875,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,80,peak_memory_kb,10,9850.11953125,10571.41708984375,-721.29755859375,-731.1042236328125,-709.6263671875,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,100,trust_precision,10,0.835763981031009,0.835763981031009,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,100,malicious_revocation_recall,10,0.44803763440860206,0.44803763440860206,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,100,false_revocation_rate,10,0.006376576712564269,0.006376576712564269,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,100,trust_f1,10,0.5826917859342319,0.5826917859342319,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,100,mcc,10,0.5928460216965725,0.5928460216965725,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,100,latency_p95_ms,10,14489.203190503744,14348.836784762645,140.36640574110007,95.65158841801693,182.88641865575323,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,100,messages_per_decision,10,19.39729929932709,28.16657146803133,-8.769272168704234,-8.826892822562188,-8.714626192409492,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,100,bytes_per_decision,10,16308.322571708753,19829.266313494056,-3520.943741785299,-3788.738475729339,-3247.9674787848335,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,100,mean_queue_delay_ms,10,4930.85998226415,5832.592836065169,-901.7328538010199,-923.9129161910467,-877.9914709162907,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,100,packet_delivery_ratio,10,0.9805607928474099,0.9804161664358556,0.00014462641155447154,-0.00010239414899902682,0.0003981821694050635,0.431640625,0.3090909090909091,1.0,False,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,100,cpu_time_seconds,10,3.79375,3.3171875,0.4765625,0.4328125,0.5312890624999997,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_available_0ms,smoke,100,peak_memory_kb,10,10457.70966796875,11288.710546875,-831.00087890625,-846.3495483398438,-819.4226513671875,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,20,trust_precision,10,0.9214951714951715,0.9205860805860805,0.0009090909090909149,0.0,0.002727272727272745,1.0,1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,20,malicious_revocation_recall,10,0.7125,0.70625,0.00625,0.0,0.01875,1.0,1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,20,false_revocation_rate,10,0.0085470085470085,0.0085470085470085,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,20,trust_f1,10,0.8019331115882841,0.7970898067449791,0.00484330484330483,0.0,0.014529914529914489,1.0,1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,20,mcc,10,0.7878964778288545,0.7834286254813763,0.004467852347478285,0.0,0.013403557042434854,1.0,1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,20,latency_p95_ms,10,14412.226846305144,14145.262747002393,266.96409930274785,250.04701707715654,285.7380393104694,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,20,messages_per_decision,10,32.594736842105256,41.739097744360905,-9.144360902255638,-9.303815789473687,-9.007499999999999,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,20,bytes_per_decision,10,37550.0030075188,29384.32481203007,8165.678195488721,7537.438796992479,8841.16210526316,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,20,mean_queue_delay_ms,10,4275.9392536603345,5655.432653476702,-1379.4933998163688,-1416.2070698970256,-1344.0166166809508,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,20,packet_delivery_ratio,10,0.9802821913536984,0.9799741926970368,0.00030799865666176763,-0.000289161488987206,0.0009382471471398825,0.556640625,0.23636363636363636,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,20,cpu_time_seconds,10,2.2578125,1.409375,0.8484375,0.8,0.8984375,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,20,peak_memory_kb,10,4795.0021484375,4916.05947265625,-121.05732421875,-142.28213134765625,-103.60085693359375,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,40,trust_precision,10,0.9174177929350342,0.9174177929350342,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,40,malicious_revocation_recall,10,0.79375,0.79375,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,40,false_revocation_rate,10,0.00982905982905979,0.00982905982905979,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,40,trust_f1,10,0.8506764403204737,0.8506764403204737,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,40,mcc,10,0.8349878041975195,0.8349878041975195,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,40,latency_p95_ms,10,14772.668044429529,14257.737440126812,514.9306043027184,483.3962280343117,546.6780471397782,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,40,messages_per_decision,10,32.57105263157895,41.56015037593985,-8.989097744360901,-9.101907894736843,-8.859755639097742,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,40,bytes_per_decision,10,36063.89172932331,29258.345864661656,6805.5458646616535,6100.426165413536,7547.092932330827,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,40,mean_queue_delay_ms,10,4813.976253085551,5967.563818768042,-1153.5875656824915,-1175.7102489357098,-1131.623272133893,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,40,packet_delivery_ratio,10,0.9805540772642786,0.980191717093587,0.0003623601706916446,-0.0001394546011823433,0.0008251289428949289,0.10546875,0.6,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,40,cpu_time_seconds,10,4.4546875,2.8671875,1.5875,1.484375,1.6844531249999994,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,40,peak_memory_kb,10,9354.7630859375,9785.6158203125,-430.852734375,-472.97470703125,-395.219375,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,60,trust_precision,10,0.9230997191523507,0.9226839187365503,0.00041580041580042694,0.0,0.0012474012474012809,1.0,1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,60,malicious_revocation_recall,10,0.7200984393757504,0.7160984393757502,0.003999999999999992,0.0,0.011999999999999978,1.0,1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,60,false_revocation_rate,10,0.00875159011808961,0.00875159011808961,0.0,0.0,0.0,1.0,,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,60,trust_f1,10,0.8089173603528504,0.8061794034885861,0.0027379568642644904,0.0,0.00821387059279347,1.0,1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,60,mcc,10,0.7927230193642865,0.7900447238994754,0.002678295464811109,0.0,0.008034886394433328,1.0,1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,60,latency_p95_ms,10,15163.817336136135,14363.29600640121,800.5213297349276,759.331056437968,848.8478879275392,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,60,messages_per_decision,10,31.99422350760876,41.106131952992634,-9.111908445383879,-9.162695063250068,-9.056117158829109,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,60,bytes_per_decision,10,34237.279927646414,28938.71689490682,5298.563032739602,4967.30064685722,5650.476703088312,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,60,mean_queue_delay_ms,10,5041.65603632001,6057.758596685466,-1016.1025603654567,-1037.765953709991,-996.440078908566,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,60,packet_delivery_ratio,10,0.9800847038864002,0.9800838296350272,8.74251373172985e-07,-0.00043397622481014254,0.0004428860018012404,1.0,-0.01818181818181818,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,60,cpu_time_seconds,10,6.521875,4.3125,2.209375,2.096875,2.3406640625,0.001953125,1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,60,peak_memory_kb,10,13593.82236328125,14280.86806640625,-687.045703125,-740.804814453125,-622.86212890625,0.001953125,-1.0,0.0390625,True,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,80,trust_precision,10,0.9134131573073262,0.9130712806861874,0.000341876621138737,0.0,0.0008131686347064221,0.5,1.0,1.0,False,post_hoc_supplementary_sensitivity
central_crn_operational_0ms,corridor,80,malicious_revocation_recall,10,0.6848572954822956,0.6818036824286825,0.003053613053613047,0.0,0.007622377622377607,0.5,1.0,1.0,False,post_hoc_supplementary_sensitivity
