topology,vehicle_count,seed,architecture,backhaul_extra_latency_ms,message_type,messages,delivered,dropped,bytes_total,retransmissions,mean_queue_delay_ms
smoke,60,1004,distributed_crn_honest,0.0,PREPARE,280,276,4,98560,4,0.0
smoke,60,1004,distributed_crn_honest,0.0,PRE_PREPARE,70,69,1,38080,1,0.0
smoke,60,1004,distributed_crn_honest,0.0,RSU_EVIDENCE_EXCHANGE,6767,6638,129,4763968,129,5405.2311004344265
smoke,60,1004,distributed_crn_honest,0.0,RSU_READ_CACHE_SYNC,46,46,0,51520,0,0.0
smoke,60,1004,distributed_crn_honest,0.0,VPUFT_EVIDENCE_BUNDLE,71,69,2,2085760,2,95.010424217666
smoke,60,1004,central_crn_available_0ms,0.0,ATTESTATION_TO_SERVER,10335,10147,188,7275840,188,6011.409751717862
smoke,60,1004,central_crn_operational_0ms,0.0,ATTESTATION_TO_SERVER,10335,10147,188,7275840,188,6011.409751717862
smoke,60,1005,distributed_crn_honest,0.0,COMMIT,279,276,3,98208,3,0.0
smoke,60,1005,distributed_crn_honest,0.0,LEDGER_REPLICATION,71,69,2,79520,2,0.0
smoke,60,1005,distributed_crn_honest,0.0,PREPARE,281,276,5,98912,5,0.0
smoke,60,1005,distributed_crn_honest,0.0,PRE_PREPARE,71,69,2,38624,2,0.0
smoke,60,1005,distributed_crn_honest,0.0,RSU_EVIDENCE_EXCHANGE,6771,6654,117,4766784,117,5356.51849261687
smoke,60,1005,distributed_crn_honest,0.0,RSU_READ_CACHE_SYNC,47,46,1,52640,1,0.0
smoke,60,1005,distributed_crn_honest,0.0,VPUFT_EVIDENCE_BUNDLE,70,69,1,2064960,1,105.84204074254535
smoke,60,1005,central_crn_available_0ms,0.0,ATTESTATION_TO_SERVER,10370,10181,189,7300480,189,6009.410717840323
smoke,60,1005,central_crn_operational_0ms,0.0,ATTESTATION_TO_SERVER,10370,10181,189,7300480,189,6009.410717840323
smoke,60,1006,distributed_crn_honest,0.0,COMMIT,270,264,6,95040,6,0.0
smoke,60,1006,distributed_crn_honest,0.0,LEDGER_REPLICATION,69,66,3,77280,3,0.0
smoke,60,1006,distributed_crn_honest,0.0,PREPARE,270,264,6,95040,6,0.0
smoke,60,1006,distributed_crn_honest,0.0,PRE_PREPARE,67,66,1,36448,1,0.0
smoke,60,1006,distributed_crn_honest,0.0,RSU_EVIDENCE_EXCHANGE,6880,6743,137,4843520,137,5288.211415780221
smoke,60,1006,distributed_crn_honest,0.0,RSU_READ_CACHE_SYNC,44,44,0,49280,0,0.0
smoke,60,1006,distributed_crn_honest,0.0,VPUFT_EVIDENCE_BUNDLE,67,66,1,1758272,1,100.56327137565353
smoke,60,1006,central_crn_available_0ms,0.0,ATTESTATION_TO_SERVER,10465,10255,210,7367360,210,5985.4087896802685
smoke,60,1006,central_crn_operational_0ms,0.0,ATTESTATION_TO_SERVER,10465,10255,210,7367360,210,5985.4087896802685
smoke,60,1007,distributed_crn_honest,0.0,COMMIT,281,276,5,98912,5,0.0
smoke,60,1007,distributed_crn_honest,0.0,LEDGER_REPLICATION,69,69,0,77280,0,0.0
smoke,60,1007,distributed_crn_honest,0.0,PREPARE,282,276,6,99264,6,0.0
smoke,60,1007,distributed_crn_honest,0.0,PRE_PREPARE,72,69,3,39168,3,0.0
smoke,60,1007,distributed_crn_honest,0.0,RSU_EVIDENCE_EXCHANGE,6853,6736,117,4824512,116,5308.12958026135
smoke,60,1007,distributed_crn_honest,0.0,RSU_READ_CACHE_SYNC,47,46,1,52640,1,0.0
smoke,60,1007,distributed_crn_honest,0.0,VPUFT_EVIDENCE_BUNDLE,71,69,2,2130112,2,139.64934397600476
smoke,60,1007,central_crn_available_0ms,0.0,ATTESTATION_TO_SERVER,10504,10312,192,7394816,191,6001.3456169082265
smoke,60,1007,central_crn_operational_0ms,0.0,ATTESTATION_TO_SERVER,10504,10312,192,7394816,191,6001.3456169082265
smoke,60,1008,distributed_crn_honest,0.0,COMMIT,269,264,5,94688,5,0.0
smoke,60,1008,distributed_crn_honest,0.0,LEDGER_REPLICATION,66,66,0,73920,0,0.0
smoke,60,1008,distributed_crn_honest,0.0,PREPARE,269,264,5,94688,5,0.0
smoke,60,1008,distributed_crn_honest,0.0,PRE_PREPARE,67,66,1,36448,1,0.0
smoke,60,1008,distributed_crn_honest,0.0,RSU_EVIDENCE_EXCHANGE,6699,6560,139,4716096,139,5321.430184358856
