topology,vehicle_count,architecture,seed_count,trust_precision__mean,malicious_revocation_recall__mean,false_revocation_rate__mean,trust_f1__mean,mcc__mean,latency_p95_ms__mean,messages_per_decision__mean,bytes_per_decision__mean,mean_queue_delay_ms__mean,packet_delivery_ratio__mean,cpu_time_seconds__mean,peak_memory_kb__mean,trust_precision__median,malicious_revocation_recall__median,false_revocation_rate__median,trust_f1__median,mcc__median,latency_p95_ms__median,messages_per_decision__median,bytes_per_decision__median,mean_queue_delay_ms__median,packet_delivery_ratio__median,cpu_time_seconds__median,peak_memory_kb__median,trust_precision__std,malicious_revocation_recall__std,false_revocation_rate__std,trust_f1__std,mcc__std,latency_p95_ms__std,messages_per_decision__std,bytes_per_decision__std,mean_queue_delay_ms__std,packet_delivery_ratio__std,cpu_time_seconds__std,peak_memory_kb__std
grid,40,distributed_crn_honest,10,0.9199717204889619,0.825,0.011051447452928149,0.8695814249477902,0.8527060615768922,14873.792889793836,29.20570943466263,36567.47599097123,4555.111420511845,0.9798514035634842,4.1046875,7891.82744140625,0.9272486772486773,0.84375,0.0096857410881801,0.870967741935484,0.8522059811313898,14883.358803863674,29.146741303478606,36335.91103482801,4553.114273102414,0.9800944780042928,4.1640625,7957.509765625,0.015717953243603672,0.03359274061791063,0.002428868661458583,0.02153359253898049,0.023429708619767797,38.7374917669655,0.20336958693329096,1280.6430288098566,87.64801494992028,0.0017209115147562876,0.11877969292513303,141.77127083203794
grid,60,central_crn_available_0ms,10,0.91040676091203,0.746938775510204,0.01136939870440906,0.8202886872041726,0.8009036762870899,14290.778471377174,37.75871661275086,26582.136495376606,6415.504233596117,0.9799808643062802,3.5390625,12250.32255859375,0.9140146878824968,0.7551020408163265,0.01103822190270785,0.8268414481897628,0.8077261518772745,14290.02912630314,37.75727146814404,26581.119113573408,6416.437058978519,0.9800960915326666,3.546875,12257.70361328125,0.017166010014683524,0.03495301381949697,0.002164878456346853,0.025291605930914014,0.026544525296509996,5.638422499504248,0.13118700717665668,92.35565305236595,14.776534049553739,0.0011025546155247555,0.06346905003621843,126.0123131343703
grid,60,central_crn_operational_0ms,10,0.9100023501403476,0.7428571428571429,0.01136939870440906,0.8177241849962897,0.7982454456743437,14291.027839717583,37.75871661275086,26582.136495376606,6415.504233596117,0.9799808643062802,3.546875,12279.36923828125,0.912907268170426,0.7551020408163265,0.01103822190270785,0.8268414481897628,0.8076218696519689,14290.320407111634,37.75727146814404,26581.119113573408,6416.437058978519,0.9800960915326666,3.5234375,12282.64697265625,0.017041696845357276,0.03072541439628903,0.002164878456346853,0.022841301132904626,0.024037215721977062,5.591280232492962,0.13118700717665668,92.35565305236595,14.776534049553739,0.0011025546155247555,0.0855816496101822,118.61833688910683
grid,60,distributed_crn_honest,10,0.91040676091203,0.746938775510204,0.01136939870440906,0.8202886872041726,0.8009036762870899,15215.494309665964,28.161372226702262,33001.71209946382,4977.018787384083,0.9801078797094875,5.7453125,11613.38212890625,0.9140146878824968,0.7551020408163265,0.01103822190270785,0.8268414481897628,0.8077261518772745,15204.335988825569,28.206223124701385,32698.210977033865,4995.849042469055,0.9800247508285844,5.6875,11613.13671875,0.017166010014683524,0.03495301381949697,0.002164878456346853,0.025291605930914014,0.026544525296509996,87.93023521681742,0.20576571869431218,813.6339817608768,67.93058034159914,0.0008618406229800555,0.20293126444754087,129.84246456505088
grid,80,central_crn_available_0ms,10,0.8905695950368535,0.7151515151515151,0.01357026013084349,0.7932227493344144,0.7712508188532492,14394.703061443593,38.098449913697586,26821.308739243097,6477.110406860151,0.9801335634580914,4.8625,16657.86376953125,0.8878406708595388,0.7121212121212122,0.01400235278739945,0.79326306793904,0.7720787791525786,14393.447630465467,38.098305794625844,26821.207279416594,6479.341462224602,0.9801979725129077,4.828125,16624.64306640625,0.007724806060291793,0.013923281567767929,0.0009823411970165444,0.010278730635208289,0.010770337345479407,10.187454640304946,0.13585072318718924,95.63890912377957,10.308048866103116,0.0010733462280758707,0.111414516309341,146.8094851490717
grid,80,central_crn_operational_0ms,10,0.8903810580836108,0.7136363636363636,0.01357026013084349,0.7921942110177405,0.7702260395618954,14394.733887845223,38.098449913697586,26821.308739243097,6477.110406860151,0.9801335634580914,4.7875,16640.188671875,0.8878406708595388,0.7121212121212122,0.01400235278739945,0.7899159663865547,0.7674912877084978,14393.541064352059,38.098305794625844,26821.207279416594,6479.341462224602,0.9801979725129077,4.7578125,16616.14697265625,0.007380081116081011,0.015067104939572029,0.0009823411970165444,0.010415795157746694,0.010688324668287513,10.088856598632491,0.13585072318718924,95.63890912377957,10.308048866103116,0.0010733462280758707,0.10184922134650276,147.08242601743376
grid,80,distributed_crn_honest,10,0.8893449348776763,0.706060606060606,0.01357026013084349,0.7871151624491605,0.7650929650040449,15630.797662723833,28.396295763809963,33768.77232268535,5209.967544503098,0.979967511848408,8.065625,15898.37626953125,0.8867924528301887,0.7121212121212122,0.01400235278739945,0.7899159663865547,0.7673345444605808,15625.155522574421,28.374121784648104,33582.59099417037,5214.906016160143,0.979862592268326,8.0546875,15892.150390625,0.007373668710007303,0.012776879435023758,0.0009823411970165444,0.008939034211489203,0.009267855773476951,77.52012368057603,0.11892675169875137,581.78652993508,45.33414230677759,0.0010963079804965279,0.17963842928999849,214.8023030999635
grid,100,central_crn_available_0ms,10,0.9111880966182593,0.6767068273092369,0.01038381285764876,0.7764459935056193,0.7578979999517543,14470.702150760557,37.59874449034196,26469.51612120074,6513.745562958157,0.9799972789141247,5.9390625,20397.95341796875,0.912179487179487,0.6666666666666666,0.01038136953466635,0.7724137931034483,0.7538555739846063,14472.226179912956,37.58316653161541,26458.54923825725,6518.922216572111,0.9799994693520493,5.96875,20397.86181640625,0.00920397167830527,0.026216347996570848,0.000999757063820431,0.019399969477878372,0.019571151551832547,11.003087100020247,0.058825261360416506,41.41298399773407,16.683964453704487,0.0011509068292467292,0.2576361981365931,120.76924098914385
grid,100,central_crn_operational_0ms,10,0.9109001542555217,0.6742971887550201,0.01038381285764876,0.774761526092189,0.7562514613565288,14469.880561035996,37.59874449034196,26469.51612120074,6513.745562958157,0.9799972789141247,5.9265625,20377.08603515625,0.912179487179487,0.6666666666666666,0.01038136953466635,0.7724137931034483,0.7538555739846063,14471.825249847163,37.58316653161541,26458.54923825725,6518.922216572111,0.9799994693520493,5.8828125,20384.93701171875,0.009253324677877223,0.02567762379858975,0.000999757063820431,0.019110717089501777,0.019278834288286455,11.2198250611614,0.058825261360416506,41.41298399773407,16.683964453704487,0.0011509068292467292,0.2713386711826508,110.1953174276713
grid,100,distributed_crn_honest,10,0.9110241621920296,0.6755163511187607,0.01038381285764876,0.775583924540102,0.7570666190076357,15880.649237295927,27.682249674407142,31540.918429985973,5307.761394654966,0.9800994956696301,9.5953125,19212.11357421875,0.912179487179487,0.6666666666666666,0.01038136953466635,0.7724137931034483,0.7538555739846063,15823.780087437517,27.661720867208672,31416.20779220779,5301.637691955475,0.9798564422800078,9.734375,19230.70703125,0.009405340925466816,0.027559473662109896,0.000999757063820431,0.02044354510409617,0.020598522624087894,145.5452200440148,0.12929963702761754,996.6142082125642,23.446382765075438,0.00104863180989528,0.6081696590601909,84.74412981037972
intersection,20,central_crn_available_0ms,10,0.9143939393939394,0.66875,0.00984981561061961,0.7722222222222221,0.7545473254086286,14170.295314161853,71.49608675790891,50333.24507756787,6306.893661416725,0.9804628585487049,2.0921875,7412.88203125,0.9166666666666666,0.6875,0.0098039215686274,0.7857142857142857,0.7665858148469811,14170.262819335989,71.26845005074671,50172.98883572568,6309.573498070242,0.9799945195865638,2.078125,7352.68701171875,0.003659438572270001,0.030190368221228007,0.0002827685992642098,0.021724286127444536,0.02074727858504817,5.960215448907119,0.6977199802263634,491.1948660793573,19.27057597444022,0.0014668789854558161,0.05484847340375322,190.5148206458582
intersection,20,central_crn_operational_0ms,10,0.9134848484848485,0.6625,0.00984981561061961,0.7673789173789174,0.7500475782729741,14170.40933118168,71.49608675790891,50333.24507756787,6306.893661416725,0.9804628585487049,2.1109375,7403.97412109375,0.9166666666666666,0.6875,0.0098039215686274,0.7857142857142857,0.7665858148469811,14170.4756825111,71.26845005074671,50172.98883572568,6309.573498070242,0.9799945195865638,2.09375,7347.3466796875,0.005689388895611649,0.04370036867375631,0.0002827685992642098,0.03233191382943028,0.030565781459224946,5.920087598797524,0.6977199802263634,491.1948660793573,19.27057597444022,0.0014668789854558161,0.0664751480818208,193.90826631710686
intersection,20,distributed_crn_honest,10,0.9143939393939394,0.66875,0.00984981561061961,0.7722222222222221,0.7545473254086286,14528.792055515547,61.152003153133634,64350.59454420296,4945.773230251453,0.9807667919016735,3.2265625,7298.43916015625,0.9166666666666666,0.6875,0.0098039215686274,0.7857142857142857,0.7665858148469811,14530.941238880463,60.97310424822386,64609.898305084746,4959.76376786507,0.9800026834565962,3.203125,7217.73583984375,0.003659438572270001,0.030190368221228007,0.0002827685992642098,0.021724286127444536,0.02074727858504817,28.772257224741836,0.7011390330102367,1325.942501585362,44.075848996385645,0.0019271063121196932,0.0695853604994135,187.09407522266974
intersection,40,central_crn_available_0ms,10,0.9171101006273421,0.790625,0.01097524795120591,0.8486195740167835,0.8308581301198876,14306.040465927863,72.58784713014668,51101.84437962326,6543.6145637890995,0.9800291040061879,4.628125,15445.57275390625,0.9245014245014247,0.796875,0.00954659375712005,0.8499583217560434,0.8312350086491208,14305.626455678244,72.44922839506172,51004.25679012346,6549.004282198207,0.9800859406112445,4.5625,15407.4287109375,0.013653994626468508,0.03623443152276268,0.002430851781845384,0.01931464659690086,0.0195517244637517,10.82141769351106,0.5708011427523864,401.84400449768214,19.49024565786465,0.0011984218314412141,0.2736036201738241,265.0662027013592
intersection,40,central_crn_operational_0ms,10,0.9171101006273421,0.790625,0.01097524795120591,0.8486195740167835,0.8308581301198876,14306.244888263105,72.58784713014668,51101.84437962326,6543.6145637890995,0.9800291040061879,4.55625,15455.32353515625,0.9245014245014247,0.796875,0.00954659375712005,0.8499583217560434,0.8312350086491208,14306.311578260003,72.44922839506172,51004.25679012346,6549.004282198207,0.9800859406112445,4.59375,15389.2119140625,0.013653994626468508,0.03623443152276268,0.002430851781845384,0.01931464659690086,0.0195517244637517,10.75365943748168,0.5708011427523864,401.84400449768214,19.49024565786465,0.0011984218314412141,0.12655285457072854,250.2835032922471
intersection,40,distributed_crn_honest,10,0.9171101006273421,0.790625,0.01097524795120591,0.8486195740167835,0.8308581301198876,15220.774110304812,62.72001946605151,68261.19063272487,5620.610761528182,0.9801676299236295,7.1875,15056.200390625,0.9245014245014247,0.796875,0.00954659375712005,0.8499583217560434,0.8312350086491208,15225.822624051914,62.62377247579529,67165.03327454439,5631.385646229334,0.9804487200632943,7.2578125,14967.3759765625,0.013653994626468508,0.03623443152276268,0.002430851781845384,0.01931464659690086,0.0195517244637517,81.44861065457172,0.5750281873317192,2993.071080154101,30.753717906243047,0.0013291899843353597,0.2880165950562185,255.23667899141844
intersection,60,central_crn_available_0ms,10,0.9219732610136976,0.7258631452581032,0.00989956651932444,0.8116771548851961,0.7932861856912133,14442.102785363208,72.06849298537954,50736.21906170719,6590.242333535076,0.9802144046995398,6.7515625,22905.16083984375,0.9240384615384616,0.7227450980392156,0.0096153846153846,0.8066682950659501,0.7867028493373203,14443.87193275699,71.93406347286614,50641.58068489775,6593.557101560317,0.9801999839786577,6.734375,22835.86279296875,0.012488614355760154,0.037517648521340534,0.0018461977757374215,0.023596231244156052,0.02295974392332113,18.82412537486898,0.40233719634141285,283.2453862243519,23.1279195060643,0.000933562564860411,0.38587036921779555,280.01277990696224
intersection,60,central_crn_operational_0ms,10,0.921158689406443,0.7178615446178471,0.00989956651932444,0.8064166790531522,0.7879746139584372,14442.347767533478,72.06849298537954,50736.21906170719,6590.242333535076,0.9802144046995398,6.925,22920.62568359375,0.9230769230769232,0.7227450980392156,0.0096153846153846,0.8066682950659501,0.7867028493373203,14444.15462654689,71.93406347286614,50641.58068489775,6593.557101560317,0.9801999839786577,6.7265625,22829.7041015625,0.012821551929533834,0.034238035724777155,0.0018461977757374215,0.02169507090302798,0.021164093293850765,19.007477272598862,0.40233719634141285,283.2453862243519,23.1279195060643,0.000933562564860411,0.8293786370597638,315.23562808567243
intersection,60,distributed_crn_honest,10,0.9231952261830312,0.7377454981992797,0.00989956651932444,0.8196936661918759,0.8012577774848074,15716.149993040463,62.000613742043114,67826.13700132423,5817.889296870517,0.980369564668508,10.8109375,22366.32802734375,0.925,0.7425490196078431,0.0096153846153846,0.8197132616487455,0.7998984011538042,15703.157025521625,61.87942315344822,67716.53994490358,5822.240978952401,0.9803900390336333,10.578125,22288.3779296875,0.011959367437960078,0.03021687543305889,0.0018461977757374215,0.017864979574601033,0.01713608098789286,50.83798429021027,0.44880988610557176,1226.1077417808058,29.70920319456243,0.0009165843253611743,0.8105093804078806,266.4358758701949
intersection,80,central_crn_available_0ms,10,0.9127623049219687,0.7097821275946277,0.01057303087317671,0.7985280052767548,0.7794880786166193,14577.519587794328,70.98117746202084,49970.74893326267,6577.389830249209,0.9799361556666512,8.1234375,29069.6537109375,0.9183673469387756,0.7142857142857143,0.00993802622157475,0.8017857142857143,0.783038534551759,14575.833575243158,70.9146633792206,49923.923018971305,6577.1467304912185,0.9798323311815138,8.0859375,29017.9609375,0.00984314084651246,0.012761092063076386,0.0011244863776420952,0.010309571794763937,0.010844891642993546,17.091160358602632,0.4075416333532245,286.90930988066805,14.976861072643144,0.0007539548994816524,0.17155114691235465,248.450659091876
