architecture,TP,FP,TN,FN,trust_precision,malicious_revocation_recall,false_revocation_rate,malicious_acceptance_rate,specificity,trust_f1,mcc,detection_latency_p95_ms,qualification_latency_p95_ms,consensus_latency_p95_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ledger_consistency_delay_p95_ms,messages_total,messages_per_decision,bytes_total,bytes_per_decision,retransmissions,mean_queue_delay_ms,packet_delivery_ratio,consensus_success_rate,consensus_liveness_failures,safety_violations,view_changes,ledger_blocks,ledger_consistent,state_recoveries,false_revocations_from_compromise,runtime_seconds,topology,vehicle_count,seed,backhaul_extra_latency_ms,cpu_time_seconds,peak_memory_kb,source_architecture,derivation
central_crn_available_50ms,12,4,419,19,0.75,0.3870967741935484,0.0094562647754137,0.6129032258064516,0.9905437352245864,0.5106382978723403,0.5165740180554358,11000.0,14285.394273440925,0.0,14172.002460702482,14399.622564914163,14467.435699862974,1.000000000001222,12819,28.23568281938326,9024576,19877.920704845816,244,5834.467761292718,0.9809657539589672,,0,0,0,16,1,0,0,3.272071000013966,smoke,100,1002,50.0,3.1875,11300.498046875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,14,3,419,16,0.8235294117647058,0.4666666666666667,0.0071090047393364,0.5333333333333333,0.9928909952606636,0.5957446808510638,0.6012952524968195,11000.0,14286.076832533232,0.0,14174.262932684249,14398.14007560692,14423.930290738632,1.000000000001222,12745,28.19690265486725,8972480,19850.619469026547,273,5812.27079231158,0.9785798352295018,,0,0,0,17,1,0,0,3.3605698000174016,smoke,100,1003,50.0,3.359375,11288.478515625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,16,2,421,15,0.8888888888888888,0.5161290322580645,0.0047281323877068,0.4838709677419355,0.9952718676122932,0.6530612244897959,0.6610480391064252,10349.999999999964,14288.979935560326,0.0,14177.16522374604,14401.453615985703,14449.968678019237,1.000000000001222,12746,28.07488986784141,8973184,19764.722466960357,234,5842.167984309678,0.9816412992311312,,0,0,0,18,1,0,0,3.325996600004146,smoke,100,1004,50.0,3.328125,11254.4150390625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,15,2,421,16,0.8823529411764706,0.4838709677419355,0.0047281323877068,0.5161290322580645,0.9952718676122932,0.625,0.6365768633178919,11000.0,14258.869976676962,0.0,14172.374859756705,14397.092989009128,14428.715743389334,1.000000000001222,12779,28.14757709251101,8996416,19815.894273127757,250,5833.774364818168,0.9804366538852806,,0,0,0,17,1,0,0,3.341856699989876,smoke,100,1005,50.0,3.3125,11264.556640625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,13,3,423,19,0.8125,0.40625,0.0070422535211267,0.59375,0.9929577464788732,0.5416666666666666,0.5542524515283389,11000.0,14249.012735903852,0.0,14170.16295561228,14396.458368900549,14430.511143860163,1.000000000001222,12917,28.20305676855895,9093568,19854.951965065506,252,5837.098807463867,0.9804908260431988,,0,0,0,16,1,0,0,3.510960700019496,smoke,100,1006,50.0,3.359375,11380.9931640625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,16,3,426,16,0.8421052631578947,0.5,0.0069930069930069,0.5,0.993006993006993,0.6274509803921569,0.6303311642288979,10000.0,14254.915076604831,0.0,14176.74403390038,14383.48159966758,14416.479296975256,1.000000000001222,13078,28.36876355748373,9206912,19971.609544468545,241,5851.877487690105,0.9814956415354028,,0,0,0,19,1,0,0,3.5658372000034437,smoke,100,1007,50.0,3.390625,11532.0078125,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,13,2,417,17,0.8666666666666667,0.4333333333333333,0.0047732696897374,0.5666666666666667,0.9952267303102624,0.5777777777777778,0.5955097034382407,11000.0,14295.000084854124,0.0,14170.817280800213,14398.97250960513,14425.297428928736,1.000000000001222,12524,27.893095768374163,8816896,19636.739420935413,244,5826.028766529081,0.9805174065793676,,0,0,0,15,1,0,0,3.422400599985849,smoke,100,1008,50.0,3.375,11041.0869140625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,15,2,425,17,0.8823529411764706,0.46875,0.0046838407494145,0.53125,0.9953161592505856,0.6122448979591837,0.6257966459501901,11000.0,14265.539285942074,0.0,14187.45180854303,14411.501706241514,14456.73340655305,1.000000000001222,12991,28.30283224400872,9145664,19925.19389978213,294,5812.903700716737,0.977368947733046,,0,0,0,17,1,0,0,3.396385400003055,smoke,100,1009,50.0,3.375,11420.328125,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,11,3,417,19,0.7857142857142857,0.3666666666666666,0.0071428571428571,0.6333333333333333,0.9928571428571428,0.5,0.5165420323871209,10549.999999999956,14284.393341875631,0.0,14165.370313655618,14394.387918257353,14429.398265957974,1.000000000001222,12606,28.01333333333333,8874624,19721.386666666665,238,5807.833133429398,0.9811201015389496,,0,0,0,14,1,0,0,3.2417589999968186,smoke,100,1010,50.0,3.234375,11117.8505859375,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,12,2,115,4,0.8571428571428571,0.75,0.017094017094017,0.25,0.9829059829059827,0.7999999999999999,0.7768974404523403,7399.999999999992,14221.809248096504,0.0,14106.990319811,14226.473685753526,14239.522977291745,1.000000000001222,5571,41.88721804511278,3921984,29488.6015037594,128,5641.433227786914,0.9768443726440496,,0,0,0,14,1,0,0,1.4176116999879014,corridor,20,1001,50.0,1.328125,4912.0673828125,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,12,1,116,4,0.9230769230769232,0.75,0.0085470085470085,0.25,0.9914529914529916,0.8275862068965517,0.8122210574969772,7399.999999999992,14191.836084457504,0.0,14102.85095197373,14178.475290394468,14198.759105630192,1.000000000001222,5526,41.54887218045113,3890304,29250.406015037595,87,5676.714582700122,0.984256243213898,,0,0,0,13,1,0,0,1.3996455000014976,corridor,20,1002,50.0,1.40625,4910.322265625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,12,1,116,4,0.9230769230769232,0.75,0.0085470085470085,0.25,0.9914529914529916,0.8275862068965517,0.8122210574969772,7399.999999999992,14210.489614602626,0.0,14105.212533492828,14190.540384275102,14213.143687012143,1.000000000001222,5546,41.69924812030075,3904384,29356.27067669173,108,5667.845141002682,0.9805265055896142,,0,0,0,13,1,0,0,1.4320718000235502,corridor,20,1003,50.0,1.4375,4913.4482421875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,10,1,116,6,0.9090909090909092,0.625,0.0085470085470085,0.375,0.9914529914529916,0.7407407407407406,0.7280758546857721,7399.999999999992,14223.983862263512,0.0,14107.872874268183,14189.94724381182,14218.014291631944,1.000000000001222,5551,41.73684210526316,3907904,29382.736842105263,112,5656.4481686184245,0.9798234552332912,,0,0,0,11,1,0,0,1.4332684999972116,corridor,20,1004,50.0,1.40625,4912.310546875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,10,0,117,6,1.0,0.625,0.0,0.375,1.0,0.7692307692307693,0.771046169254443,7399.999999999992,14210.627751441123,0.0,14107.011452158082,14197.742945208283,14214.227962649467,1.000000000001222,5564,41.83458646616541,3917056,29451.54887218045,122,5644.459946801023,0.9780733285406182,,0,0,0,10,1,0,0,1.3967370000027586,corridor,20,1005,50.0,1.375,4915.6337890625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,11,1,116,5,0.9166666666666666,0.6875,0.0085470085470085,0.3125,0.9914529914529916,0.7857142857142857,0.7709200132055521,7399.999999999992,14221.706074975398,0.0,14102.864623326002,14198.98969076339,14217.892786671518,1.000000000001222,5552,41.74436090225564,3908608,29388.03007518797,107,5660.170631124077,0.980727665706052,,0,0,0,12,1,0,0,1.4149358000140635,corridor,20,1006,50.0,1.421875,4918.5927734375,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,12,1,116,4,0.9230769230769232,0.75,0.0085470085470085,0.25,0.9914529914529916,0.8275862068965517,0.8122210574969772,7399.999999999992,14198.166353685656,0.0,14105.554672326494,14192.67065266908,14218.42284971389,1.000000000001222,5565,41.8421052631579,3917760,29456.84210526316,127,5634.43009236314,0.9771787960467204,,0,0,0,13,1,0,0,1.4169736999901943,corridor,20,1007,50.0,1.421875,4917.310546875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,12,1,116,4,0.9230769230769232,0.75,0.0085470085470085,0.25,0.9914529914529916,0.8275862068965517,0.8122210574969772,7399.999999999992,14199.313160315818,0.0,14105.87633774792,14185.531197119231,14208.150717792823,1.000000000001222,5529,41.57142857142857,3892416,29266.285714285717,94,5670.1961454152415,0.9829987339482728,,0,0,0,13,1,0,0,1.4149253999930806,corridor,20,1008,50.0,1.40625,4907.478515625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,12,1,116,4,0.9230769230769232,0.75,0.0085470085470085,0.25,0.9914529914529916,0.8275862068965517,0.8122210574969772,7399.999999999992,14210.336712440749,0.0,14105.523873224573,14190.606278908956,14209.85716566354,1.000000000001222,5559,41.796992481203006,3913536,29425.08270676692,115,5649.489311027321,0.9793128260478504,,0,0,0,13,1,0,0,1.4410050000005867,corridor,20,1009,50.0,1.421875,4919.52734375,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,11,1,116,5,0.9166666666666666,0.6875,0.0085470085470085,0.3125,0.9914529914529916,0.7857142857142857,0.7709200132055521,7399.999999999992,14213.861800431236,0.0,14107.887836615831,14201.017075760972,14212.078434880324,1.000000000001222,5550,41.72932330827068,3907200,29377.44360902256,111,5653.139287928086,0.98,,0,0,0,12,1,0,0,1.491380899999058,corridor,20,1010,50.0,1.46875,4967.810546875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,27,3,231,5,0.9,0.84375,0.0128205128205128,0.15625,0.9871794871794872,0.870967741935484,0.8545361900901783,7750.0,14314.314291362463,0.0,14146.949484511604,14303.857886024189,14351.178446449834,1.000000000001222,11048,41.53383458646616,7777792,29239.81954887218,206,5970.193039826567,0.9813540912382333,,0,0,0,30,1,0,0,3.016025399992941,corridor,40,1001,50.0,2.9375,9827.478515625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,26,3,231,6,0.896551724137931,0.8125,0.0128205128205128,0.1875,0.9871794871794872,0.8524590163934426,0.8346909444100639,7750.0,14293.078063621988,0.0,14148.20381069031,14321.474602672804,14357.100048812226,1.000000000001222,11031,41.46992481203007,7765824,29194.82706766917,203,5973.828107696848,0.981506663040522,,0,0,0,29,1,0,0,2.8254629999864846,corridor,40,1002,50.0,2.796875,9728.990234375,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,25,2,232,7,0.925925925925926,0.78125,0.0085470085470085,0.21875,0.9914529914529916,0.847457627118644,0.8323666646724434,7750.0,14295.29226937456,0.0,14146.935596465188,14299.46991837712,14345.536232958942,1.000000000001222,11057,41.567669172932334,7784128,29263.639097744363,218,5971.640192457622,0.9802839829971964,,0,0,0,27,1,0,0,2.9970326999900863,corridor,40,1003,50.0,2.984375,9908.5634765625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,26,3,231,6,0.896551724137931,0.8125,0.0128205128205128,0.1875,0.9871794871794872,0.8524590163934426,0.8346909444100639,7750.0,14324.195989282603,0.0,14146.997297663733,14304.732738942908,14357.329551275096,1.000000000001222,11071,41.6203007518797,7793984,29300.69172932331,232,5962.436959985904,0.979044350103875,,0,0,0,29,1,0,0,2.848370499996236,corridor,40,1004,50.0,2.84375,9745.408203125,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,24,2,232,8,0.9230769230769232,0.75,0.0085470085470085,0.25,0.9914529914529916,0.8275862068965517,0.8122210574969772,7750.0,14310.41486216735,0.0,14147.009167510794,14306.918660688962,14331.00787034437,1.000000000001222,11047,41.53007518796993,7777088,29237.17293233083,212,5973.159621979171,0.980809269484928,,0,0,0,26,1,0,0,2.896128399996087,corridor,40,1005,50.0,2.875,9733.794921875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,26,2,232,6,0.9285714285714286,0.8125,0.0085470085470085,0.1875,0.9914529914529916,0.8666666666666666,0.852208927026802,7750.0,14311.036696149722,0.0,14148.827339216516,14297.51347456846,14346.06943312536,1.000000000001222,11065,41.597744360902254,7789760,29284.812030075187,226,5960.991472210024,0.9795752372345232,,0,0,0,28,1,0,0,2.816739600006258,corridor,40,1006,50.0,2.734375,9742.9296875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,25,2,232,7,0.925925925925926,0.78125,0.0085470085470085,0.21875,0.9914529914529916,0.847457627118644,0.8323666646724434,7750.0,14285.493798299312,0.0,14145.430614564126,14314.265869105497,14353.539689140503,1.000000000001222,11047,41.53007518796993,7777088,29237.17293233083,210,5970.719451073042,0.9809903141124288,,0,0,0,27,1,0,0,2.7941787999880034,corridor,40,1007,50.0,2.765625,9736.3330078125,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,24,2,232,8,0.9230769230769232,0.75,0.0085470085470085,0.25,0.9914529914529916,0.8275862068965517,0.8122210574969772,7750.0,14287.12842343134,0.0,14143.969243687428,14309.695806591082,14349.142140188504,1.000000000001222,11080,41.65413533834587,7800320,29324.51127819549,245,5956.122629603244,0.9778880866425992,,0,0,0,26,1,0,0,2.800778100005118,corridor,40,1008,50.0,2.78125,9741.5576171875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,26,2,232,6,0.9285714285714286,0.8125,0.0085470085470085,0.1875,0.9914529914529916,0.8666666666666666,0.852208927026802,7750.0,14307.503659778831,0.0,14148.472813184862,14311.10587665394,14356.562720259097,1.000000000001222,11073,41.62781954887218,7795392,29305.98496240601,235,5960.757966224503,0.9787772058159488,,0,0,0,28,1,0,0,2.800757999997586,corridor,40,1009,50.0,2.765625,9744.232421875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,25,2,232,7,0.925925925925926,0.78125,0.0085470085470085,0.21875,0.9914529914529916,0.847457627118644,0.8323666646724434,7750.0,14274.243628972334,0.0,14143.019937079767,14307.069195205857,14350.498170581395,1.000000000001222,11031,41.46992481203007,7765824,29194.82706766917,202,5975.788746623504,0.981687970265615,,0,0,0,27,1,0,0,2.995907000004081,corridor,40,1010,50.0,3.0,9794.0107421875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,37,2,341,13,0.9487179487179488,0.74,0.0058309037900874,0.26,0.9941690962099126,0.8314606741573033,0.8182654746234073,8399.999999999978,14410.45985581097,0.0,14183.666659989049,14409.742252869768,14462.367270248296,1.000000000001222,16169,41.14249363867685,11382976,28964.315521628498,340,6055.077327231716,0.9789721071185602,,0,0,0,39,1,0,0,4.062745400005952,corridor,60,1001,50.0,3.984375,14216.7265625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,36,4,339,14,0.9,0.72,0.0116618075801749,0.28,0.9883381924198252,0.7999999999999999,0.7806482180431829,8399.999999999978,14439.051437946404,0.0,14190.647545996842,14429.034411489702,14494.88903064222,1.000000000001222,16231,41.30025445292621,11426624,29075.37913486005,361,6045.50674782882,0.9776969995687264,,0,0,0,40,1,0,0,4.3206562000268605,corridor,60,1002,50.0,4.296875,14435.7705078125,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,36,3,341,14,0.9230769230769232,0.72,0.0087209302325581,0.28,0.9912790697674418,0.8089887640449438,0.7927892866215679,9000.0,14396.60548657595,0.0,14190.034158606311,14406.579755428673,14451.87250406101,1.000000000001222,16134,40.9492385786802,11358336,28828.263959390864,280,6072.728807735815,0.982645345233668,,0,0,0,39,1,0,0,4.850139099988155,corridor,60,1003,50.0,4.734375,14335.744140625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,37,3,341,12,0.925,0.7551020408163265,0.0087209302325581,0.2448979591836734,0.9912790697674418,0.8314606741573034,0.8154935918315358,8000.0,14424.643654197283,0.0,14195.404058818867,14428.335522161353,14456.63409923541,1.000000000001222,16166,41.13486005089059,11380864,28958.94147582697,318,6063.581291600246,0.9803290857354944,,0,0,0,40,1,0,0,4.59789180001826,corridor,60,1004,50.0,4.46875,14325.1181640625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,37,3,341,13,0.925,0.74,0.0087209302325581,0.26,0.9912790697674418,0.8222222222222222,0.8059641793787916,8349.999999999965,14402.656431327698,0.0,14189.435331118528,14402.864459473109,14452.482112419337,1.000000000001222,16219,41.16497461928934,11418176,28980.142131979694,326,6064.0370602385865,0.9799001171465566,,0,0,0,40,1,0,0,4.52074010000797,corridor,60,1005,50.0,4.390625,14270.8701171875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,36,3,338,14,0.9230769230769232,0.72,0.0087976539589442,0.28,0.9912023460410556,0.8089887640449438,0.7925957458401175,8500.0,14383.670805590174,0.0,14201.549805877758,14394.187095778423,14444.303233149569,1.000000000001222,16092,41.15601023017903,11328768,28973.83120204604,314,6056.028260502713,0.980487198608004,,0,0,0,39,1,0,0,4.489782899996499,corridor,60,1006,50.0,4.453125,14246.0205078125,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,36,3,337,15,0.9230769230769232,0.7058823529411765,0.0088235294117647,0.2941176470588235,0.9911764705882352,0.8000000000000002,0.7834122176716437,9000.0,14397.067753607744,0.0,14188.25369549252,14413.055005845436,14511.726644673086,1.000000000001222,16019,40.9693094629156,11277376,28842.393861892582,334,6042.789035021519,0.9791497596604032,,0,0,0,39,1,0,0,4.393336799985264,corridor,60,1007,50.0,4.234375,14171.2119140625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,34,3,339,16,0.918918918918919,0.68,0.0087719298245614,0.32,0.9912280701754386,0.7816091954022989,0.7658665940314572,9000.0,14399.58170930604,0.0,14187.34012348111,14420.46637734841,14475.35174312198,1.000000000001222,16089,41.04336734693877,11326656,28894.530612244896,307,6061.274770589201,0.9809186400646404,,0,0,0,37,1,0,0,4.493199599994114,corridor,60,1008,50.0,4.453125,14245.021484375,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,36,3,341,14,0.9230769230769232,0.72,0.0087209302325581,0.28,0.9912790697674418,0.8089887640449438,0.7927892866215679,9000.0,14421.852194952004,0.0,14191.98178251928,14423.213330363376,14469.712600577768,1.000000000001222,16186,41.08121827411168,11394944,28921.17766497462,338,6052.236451749019,0.979117756085506,,0,0,0,39,1,0,0,4.423273799999151,corridor,60,1009,50.0,4.390625,14334.3525390625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,35,3,340,15,0.9210526315789472,0.7,0.0087463556851311,0.3,0.9912536443148688,0.7954545454545453,0.7794055989795936,8399.999999999978,14395.1117318292,0.0,14191.3562213786,14403.574760276242,14469.195299535731,1.000000000001222,16160,41.11959287531807,11376640,28948.19338422392,296,6064.326214357028,0.9816212871287128,,0,0,0,38,1,0,0,4.486764000001131,corridor,60,1010,50.0,4.265625,14406.7529296875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,44,4,434,20,0.9166666666666666,0.6875,0.0091324200913242,0.3125,0.9908675799086758,0.7857142857142857,0.7693847632312516,9000.0,14441.452911894365,0.0,14232.787690054844,14493.875042783457,14565.145668833016,1.000000000001222,20264,40.36653386454184,14265856,28418.03984063745,401,6173.562171734027,0.9802112120015792,,0,0,0,48,1,0,0,5.1242948999861255,corridor,80,1001,50.0,5.046875,17804.3759765625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,44,5,434,21,0.8979591836734694,0.676923076923077,0.0113895216400911,0.3230769230769231,0.9886104783599088,0.7719298245614036,0.7529309627638238,9000.0,14444.669984667553,0.0,14234.068928198973,14518.115658826606,14573.40444553036,1.000000000001222,20389,40.45436507936508,14353856,28479.87301587301,444,6163.029336211597,0.9782235519152483,,0,0,0,49,1,0,0,5.154622100002598,corridor,80,1002,50.0,5.140625,17912.8818359375,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,43,4,433,23,0.9148936170212766,0.6515151515151515,0.0091533180778032,0.3484848484848485,0.9908466819221968,0.7610619469026548,0.7451797849591753,9000.0,14472.392695860128,0.0,14229.322819837382,14508.820386764944,14585.43879534037,1.000000000001222,20263,40.28429423459245,14265152,28360.143141153083,361,6184.018488872245,0.9821842767605982,,0,0,0,47,1,0,0,5.334539300005417,corridor,80,1003,50.0,5.25,17860.7763671875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,47,4,433,18,0.9215686274509804,0.7230769230769231,0.0091533180778032,0.2769230769230769,0.9908466819221968,0.8103448275862069,0.7933700093466292,9949.999999999987,14465.130978168194,0.0,14229.593308306832,14497.452478453524,14575.022160017585,1.000000000001222,20223,40.28486055776892,14236992,28360.54183266932,377,6180.32195104674,0.9813578598625328,,0,0,0,51,1,0,0,5.359147000010125,corridor,80,1004,50.0,5.28125,17900.919921875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,45,5,434,21,0.9,0.6818181818181818,0.0113895216400911,0.3181818181818182,0.9886104783599088,0.7758620689655172,0.7565995855941852,9000.0,14462.074997115838,0.0,14234.16370133977,14493.896415090803,14593.49470437428,1.000000000001222,20432,40.45940594059406,14384128,28483.42178217822,384,6186.50962059604,0.981205951448708,,0,0,0,50,1,0,0,5.23685819999082,corridor,80,1005,50.0,5.1875,18042.673828125,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,46,4,435,18,0.92,0.71875,0.0091116173120728,0.28125,0.9908883826879272,0.8070175438596492,0.790360525610249,9000.0,14452.60174177351,0.0,14229.144742084389,14505.615017726528,14638.64438819098,1.000000000001222,20371,40.49900596421471,14341184,28511.30019880716,431,6169.768714349727,0.9787933827499876,,0,0,0,50,1,0,0,5.1651451000070665,corridor,80,1006,50.0,4.984375,17891.3798828125,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,44,4,431,20,0.9166666666666666,0.6875,0.0091954022988505,0.3125,0.9908045977011494,0.7857142857142857,0.7692198567729468,9000.0,14459.115778565982,0.0,14231.156244672273,14505.547110831363,14635.154259718434,1.000000000001222,20111,40.30260521042084,14158144,28373.034068136272,426,6154.561114614806,0.9788175625279698,,0,0,0,48,1,0,0,5.133897299994715,corridor,80,1007,50.0,5.125,17660.98828125,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,44,4,434,19,0.9166666666666666,0.6984126984126984,0.0091324200913242,0.3015873015873015,0.9908675799086758,0.7927927927927927,0.7764857015933431,9000.0,14462.851943424768,0.0,14227.2740631529,14509.45943861176,14584.586304481709,1.000000000001222,20220,40.35928143712575,14234880,28412.934131736525,400,6171.729032641854,0.980217606330366,,0,0,0,48,1,0,0,5.1112226999830455,corridor,80,1008,50.0,5.078125,17793.0615234375,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,44,4,434,21,0.9166666666666666,0.676923076923077,0.0091324200913242,0.3230769230769231,0.9908675799086758,0.7787610619469026,0.7624436557482251,9000.0,14485.601192409593,0.0,14234.505064980438,14521.186895925992,14595.903498336884,1.000000000001222,20351,40.45924453280318,14327104,28483.30815109344,432,6161.529048008365,0.9787725418898334,,0,0,0,48,1,0,0,5.515154900000198,corridor,80,1009,50.0,5.40625,18061.1376953125,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,42,4,434,23,0.9130434782608696,0.6461538461538462,0.0091324200913242,0.3538461538461538,0.9908675799086758,0.7567567567567568,0.7413286041157948,9000.0,14462.07060645779,0.0,14235.181104097524,14487.934152437325,14581.204849617508,1.000000000001222,20344,40.44532803180915,14322176,28473.51093439364,373,6183.500751868771,0.9816162013370036,,0,0,0,46,1,0,0,5.218262799986405,corridor,80,1010,50.0,5.1875,17906.734375,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,49,5,526,22,0.9074074074074074,0.6901408450704225,0.0094161958568738,0.3098591549295774,0.9905838041431262,0.784,0.7683529314523646,9949.99999999993,14547.632082134502,0.0,14262.038811726325,14590.278742321872,14668.31670505425,1.000000000001222,23575,39.16112956810631,16596800,27569.435215946844,461,6187.7824108601935,0.9804453870625662,,0,0,0,54,1,0,0,6.114922100008698,corridor,100,1001,50.0,6.015625,20686.8515625,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,48,5,526,23,0.9056603773584906,0.676056338028169,0.0094161958568738,0.323943661971831,0.9905838041431262,0.7741935483870968,0.7588287718811008,9000.0,14581.479590905052,0.0,14267.368025760788,14601.026523276012,14702.6536897093,1.000000000001222,23656,39.29568106312292,16653824,27664.159468438535,499,6188.42773824945,0.9789059857964152,,0,0,0,53,1,0,0,6.030103900004178,corridor,100,1002,50.0,5.984375,20746.9951171875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,48,5,525,25,0.9056603773584906,0.6575342465753424,0.0094339622641509,0.3424657534246575,0.9905660377358492,0.761904761904762,0.7466589879075266,10000.0,14564.51552688661,0.0,14253.753475113142,14593.30519350465,14706.707278613974,1.000000000001222,23568,39.08457711442786,16591872,27515.54228855721,431,6201.186202648888,0.9817124915139172,,0,0,0,53,1,0,0,6.166755999991437,corridor,100,1003,50.0,6.109375,20711.435546875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,50,5,525,22,0.9090909090909092,0.6944444444444444,0.0094339622641509,0.3055555555555556,0.9905660377358492,0.7874015748031497,0.7714830563092584,10000.0,14508.482883187822,0.0,14259.130187656128,14588.843904094869,14673.43381686332,1.000000000001222,23506,39.04651162790697,16548224,27488.74418604651,461,6193.342804391597,0.980387986046116,,0,0,0,55,1,0,0,6.205979099991964,corridor,100,1004,50.0,6.015625,20790.005859375,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,51,5,527,21,0.9107142857142856,0.7083333333333334,0.0093984962406015,0.2916666666666667,0.9906015037593984,0.796875,0.7808623064869261,9000.0,14520.946590935042,0.0,14264.88586153663,14623.627130008126,14735.158569464416,1.000000000001222,23707,39.25,16689728,27632.0,452,6199.838927575362,0.9809339013793394,,0,0,0,56,1,0,0,6.313842500007013,corridor,100,1005,50.0,6.28125,20827.5537109375,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
central_crn_available_50ms,52,5,527,21,0.912280701754386,0.7123287671232876,0.0093984962406015,0.2876712328767123,0.9906015037593984,0.8,0.7837937304447967,9000.0,14531.323380921487,0.0,14249.190772464504,14615.04254528514,14758.080063137266,1.000000000001222,23801,39.3404958677686,16755904,27695.70909090909,478,6187.908685518632,0.9798747951766732,,0,0,0,57,1,0,0,6.053015299985418,corridor,100,1006,50.0,5.96875,20891.7607421875,central_crn_available_0ms,exact additive one-way backhaul shift; no architecture rerun
