architecture,TP,FP,TN,FN,trust_precision,malicious_revocation_recall,false_revocation_rate,malicious_acceptance_rate,specificity,trust_f1,mcc,detection_latency_p95_ms,qualification_latency_p95_ms,consensus_latency_p95_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ledger_consistency_delay_p95_ms,messages_total,messages_per_decision,bytes_total,bytes_per_decision,retransmissions,mean_queue_delay_ms,packet_delivery_ratio,consensus_success_rate,consensus_liveness_failures,safety_violations,view_changes,ledger_blocks,ledger_consistent,state_recoveries,false_revocations_from_compromise,runtime_seconds,topology,vehicle_count,seed,backhaul_extra_latency_ms,cpu_time_seconds,peak_memory_kb
central_crn_available_0ms,50,5,525,22,0.9090909090909091,0.6944444444444444,0.009433962264150943,0.3055555555555556,0.9905660377358491,0.7874015748031497,0.7714830563092584,10000.0,14458.482883187822,0.0,14209.130187656127,14538.843904094869,14623.43381686332,1.0000000000012221,23506,39.04651162790697,16548224,27488.74418604651,461,6193.342804391597,0.9803879860461159,,0,0,0,55,1,0,0,6.205979099991964,corridor,100,1004,0.0,6.015625,20790.005859375
central_crn_operational_0ms,49,5,525,23,0.9074074074074074,0.6805555555555556,0.009433962264150943,0.3194444444444444,0.9905660377358491,0.7777777777777779,0.7621110108747202,10000.0,14461.232458971912,0.0,14208.603652187947,14539.631043016896,14623.6448796619,1.0000000000012221,23506,39.04651162790697,16548224,27488.74418604651,461,6193.342804391597,0.9803879860461159,,0,0,0,54,1,0,0,6.171090999996522,corridor,100,1004,0.0,6.046875,20755.0517578125
distributed_crn_honest,51,5,527,21,0.9107142857142857,0.7083333333333334,0.009398496240601503,0.2916666666666667,0.9906015037593985,0.796875,0.7808623064869261,9000.0,14744.814685577488,1204.1830968331465,14636.670950190379,15503.759092356,15621.44897161474,15.507472565536418,18411,30.4817880794702,18667744,30906.860927152316,357,5172.311782948966,0.9806094182825484,1.0,0,0,0,56,1,0,0,9.323443399975076,corridor,100,1005,0.0,9.1875,19890.4541015625
central_crn_available_0ms,51,5,527,21,0.9107142857142857,0.7083333333333334,0.009398496240601503,0.2916666666666667,0.9906015037593985,0.796875,0.7808623064869261,9000.0,14470.946590935042,0.0,14214.88586153663,14573.627130008126,14685.158569464416,1.0000000000012221,23707,39.25,16689728,27632.0,452,6199.838927575362,0.9809339013793394,,0,0,0,56,1,0,0,6.313842500007013,corridor,100,1005,0.0,6.28125,20827.5537109375
central_crn_operational_0ms,50,5,527,22,0.9090909090909091,0.6944444444444444,0.009398496240601503,0.3055555555555556,0.9906015037593985,0.7874015748031497,0.7715680745212496,9000.0,14471.501632272157,0.0,14214.705301365555,14574.399218687566,14685.300252688925,1.0000000000012221,23707,39.25,16689728,27632.0,452,6199.838927575362,0.9809339013793394,,0,0,0,55,1,0,0,6.068935199989937,corridor,100,1005,0.0,6.046875,20817.880859375
distributed_crn_honest,52,5,527,21,0.9122807017543859,0.7123287671232876,0.009398496240601503,0.2876712328767123,0.9906015037593985,0.8,0.7837937304447967,9000.0,14820.554685405832,1103.1669072573573,14609.628498532544,15525.089349512413,15674.10734755476,17.19156130120254,18684,30.882644628099175,18788032,31054.59834710744,405,5175.454237094257,0.978270177692143,1.0,0,0,0,57,1,0,0,8.951913700002478,corridor,100,1006,0.0,8.78125,19996.767578125
central_crn_available_0ms,52,5,527,21,0.9122807017543859,0.7123287671232876,0.009398496240601503,0.2876712328767123,0.9906015037593985,0.8,0.7837937304447967,9000.0,14481.323380921487,0.0,14199.190772464504,14565.04254528514,14708.080063137266,1.0000000000012221,23801,39.340495867768595,16755904,27695.70909090909,478,6187.908685518632,0.9798747951766732,,0,0,0,57,1,0,0,6.053015299985418,corridor,100,1006,0.0,5.96875,20891.7607421875
central_crn_operational_0ms,51,5,527,22,0.9107142857142857,0.6986301369863014,0.009398496240601503,0.3013698630136986,0.9906015037593985,0.7906976744186046,0.7746441883355176,9000.0,14481.218531801223,0.0,14198.414381028015,14559.690471082338,14708.47426936929,1.0000000000012221,23801,39.340495867768595,16755904,27695.70909090909,478,6187.908685518632,0.9798747951766732,,0,0,0,56,1,0,0,6.055676099989796,corridor,100,1006,0.0,5.875,20881.689453125
distributed_crn_honest,50,5,526,21,0.9090909090909091,0.704225352112676,0.009416195856873822,0.29577464788732394,0.9905838041431262,0.7936507936507936,0.7777982469449675,9949.99999999993,14829.426265488975,1179.8484377689929,14656.869412151213,15669.653001203997,15782.511554622652,15.630786216014766,18397,30.559800664451828,18818432,31259.853820598008,395,5176.31864863258,0.9785291080067402,1.0,0,0,0,55,1,0,0,9.017535799997859,corridor,100,1007,0.0,8.9375,19762.6416015625
central_crn_available_0ms,50,5,526,21,0.9090909090909091,0.704225352112676,0.009416195856873822,0.29577464788732394,0.9905838041431262,0.7936507936507936,0.7777982469449675,9949.99999999993,14529.207044886827,0.0,14215.532900530174,14562.480433640654,14645.062623156908,1.0000000000012221,23615,39.22757475083056,16624960,27616.212624584718,507,6183.968393310567,0.97853059496083,,0,0,0,55,1,0,0,6.058778799982974,corridor,100,1007,0.0,5.96875,20701.076171875
central_crn_operational_0ms,49,5,526,22,0.9074074074074074,0.6901408450704225,0.009416195856873822,0.30985915492957744,0.9905838041431262,0.784,0.7683529314523646,9949.99999999993,14473.167071016142,0.0,14215.532900530174,14561.802668623872,14645.128141879824,1.0000000000012221,23615,39.22757475083056,16624960,27616.212624584718,507,6183.968393310567,0.97853059496083,,0,0,0,54,1,0,0,6.144533200014848,corridor,100,1007,0.0,6.125,20692.1533203125
distributed_crn_honest,50,5,525,20,0.9090909090909091,0.7142857142857143,0.009433962264150943,0.2857142857142857,0.9905660377358491,0.8,0.7841608257745105,9000.0,14793.547581355853,1165.1154752547848,14677.132286091868,15589.799325757358,15694.285872993318,15.660266966312442,18295,30.491666666666667,18334816,30558.02666666667,401,5178.650007837971,0.9780814430172178,1.0,0,0,0,55,1,0,0,9.2577221999818,corridor,100,1008,0.0,9.1875,19692.85546875
central_crn_available_0ms,50,5,525,20,0.9090909090909091,0.7142857142857143,0.009433962264150943,0.2857142857142857,0.9905660377358491,0.8,0.7841608257745105,9000.0,14498.671117089278,0.0,14209.60274101369,14558.85680066152,14656.714283091085,1.0000000000012221,23532,39.22,16566528,27610.88,494,6188.216675166965,0.9790073091959884,,0,0,0,55,1,0,0,6.5477132000087295,corridor,100,1008,0.0,6.484375,20639.5263671875
central_crn_operational_0ms,50,5,525,20,0.9090909090909091,0.7142857142857143,0.009433962264150943,0.2857142857142857,0.9905660377358491,0.8,0.7841608257745105,9000.0,14498.671117089278,0.0,14208.686503406141,14559.004809736116,14656.76419946617,1.0000000000012221,23532,39.22,16566528,27610.88,494,6188.216675166965,0.9790073091959884,,0,0,0,55,1,0,0,6.29756959999213,corridor,100,1008,0.0,6.0,20631.6591796875
distributed_crn_honest,50,5,526,22,0.9090909090909091,0.6944444444444444,0.009416195856873822,0.3055555555555556,0.9905838041431262,0.7874015748031497,0.7715256438991795,9000.0,14717.12810070996,1002.8469683066205,14616.225298785324,15438.892228616403,15570.601354757568,15.747807280908077,18352,30.434494195688224,18487232,30658.75953565506,378,5176.109606500211,0.9794027898866609,1.0,0,0,0,55,1,0,0,9.003097600012552,corridor,100,1009,0.0,8.828125,19784.5576171875
central_crn_available_0ms,50,5,526,22,0.9090909090909091,0.6944444444444444,0.009416195856873822,0.3055555555555556,0.9905838041431262,0.7874015748031497,0.7715256438991795,9000.0,14536.729733829505,0.0,14208.588996380122,14559.099495120612,14630.287938131034,1.0000000000012221,23651,39.22222222222222,16650304,27612.444444444445,489,6183.542585092762,0.9793243414654772,,0,0,0,55,1,0,0,6.060830300004454,corridor,100,1009,0.0,5.90625,20756.892578125
central_crn_operational_0ms,50,5,526,22,0.9090909090909091,0.6944444444444444,0.009416195856873822,0.3055555555555556,0.9905838041431262,0.7874015748031497,0.7715256438991795,9000.0,14536.729733829505,0.0,14207.00622696956,14559.266633162006,14630.684206764003,1.0000000000012221,23651,39.22222222222222,16650304,27612.444444444445,489,6183.542585092762,0.9793243414654772,,0,0,0,55,1,0,0,6.279953599994769,corridor,100,1009,0.0,6.234375,20869.564453125
distributed_crn_honest,48,5,526,24,0.9056603773584906,0.6666666666666666,0.009416195856873822,0.3333333333333333,0.9905838041431262,0.7679999999999999,0.7527055791398223,9000.0,14719.038694830318,1033.197439201737,14560.854990204361,15505.491532354179,15625.297604294883,16.067559896232808,18319,30.379767827529022,18161824,30119.11111111111,344,5230.3626772128455,0.9811670942737049,1.0,0,0,0,53,1,0,0,8.892047800007276,corridor,100,1010,0.0,8.84375,19855.74609375
central_crn_available_0ms,48,5,526,24,0.9056603773584906,0.6666666666666666,0.009416195856873822,0.3333333333333333,0.9905838041431262,0.7679999999999999,0.7527055791398223,9000.0,14506.167376846997,0.0,14214.31127223903,14533.393642634299,14645.239318975944,1.0000000000012221,23665,39.24543946932007,16660160,27628.789386401328,437,6195.817630087843,0.981491654341855,,0,0,0,53,1,0,0,6.204971099999966,corridor,100,1010,0.0,6.171875,20947.6650390625
central_crn_operational_0ms,48,5,526,24,0.9056603773584906,0.6666666666666666,0.009416195856873822,0.3333333333333333,0.9905838041431262,0.7679999999999999,0.7527055791398223,9000.0,14506.167376846997,0.0,14217.675527661084,14533.60999262533,14645.360837249336,1.0000000000012221,23665,39.24543946932007,16660160,27628.789386401328,437,6195.817630087843,0.981491654341855,,0,0,0,53,1,0,0,6.2169793999928515,corridor,100,1010,0.0,6.203125,20910.2119140625
distributed_crn_honest,11,1,104,5,0.9166666666666666,0.6875,0.009523809523809525,0.3125,0.9904761904761905,0.7857142857142857,0.7683608197663213,8000.0,14360.86241006509,143.39963603977452,14237.663026123884,14530.79118073592,14536.520600779426,15.764610839947224,7366,60.87603305785124,7640384,63143.669421487604,155,4989.953058386016,0.9789573717078469,1.0,0,0,0,12,1,0,0,3.359844399994472,intersection,20,1001,0.0,3.328125,7446.27734375
central_crn_available_0ms,11,1,104,5,0.9166666666666666,0.6875,0.009523809523809525,0.3125,0.9904761904761905,0.7857142857142857,0.7683608197663213,8000.0,14161.61557165103,0.0,14066.447023330325,14169.818985393149,14193.022826475151,1.0000000000012221,8622,71.25619834710744,6069888,50164.36363636364,174,6312.733811180804,0.9798190675017397,,0,0,0,12,1,0,0,2.1675642000045627,intersection,20,1001,0.0,2.046875,7604.1904296875
central_crn_operational_0ms,11,1,104,5,0.9166666666666666,0.6875,0.009523809523809525,0.3125,0.9904761904761905,0.7857142857142857,0.7683608197663213,8000.0,14161.61557165103,0.0,14066.447023330325,14169.818985393149,14193.022826475151,1.0000000000012221,8622,71.25619834710744,6069888,50164.36363636364,174,6312.733811180804,0.9798190675017397,,0,0,0,12,1,0,0,2.167713900009403,intersection,20,1001,0.0,2.125,7604.2294921875
distributed_crn_honest,10,1,103,6,0.9090909090909091,0.625,0.009615384615384616,0.375,0.9903846153846154,0.7407407407407406,0.7249594312389651,8049.999999999997,14374.696353955347,138.0145572197513,14205.773266603452,14509.225796207573,14545.786273032212,13.74368042829488,7265,60.541666666666664,7445856,62048.8,119,4966.903807408385,0.9836200963523744,1.0,0,0,0,11,1,0,0,3.2938422999868635,intersection,20,1002,0.0,3.203125,7506.732421875
central_crn_available_0ms,10,1,103,6,0.9090909090909091,0.625,0.009615384615384616,0.375,0.9903846153846154,0.7407407407407406,0.7249594312389651,8049.999999999997,14159.570527032312,0.0,14062.074225429576,14171.139339615054,14192.439357966568,1.0000000000012221,8522,71.01666666666667,5999488,49995.73333333333,139,6338.0374832200005,0.9836892748181179,,0,0,0,11,1,0,0,2.1678269999974873,intersection,20,1002,0.0,2.171875,7535.6826171875
central_crn_operational_0ms,10,1,103,6,0.9090909090909091,0.625,0.009615384615384616,0.375,0.9903846153846154,0.7407407407407406,0.7249594312389651,8049.999999999997,14159.570527032312,0.0,14062.77028783947,14171.296681446183,14192.453421434035,1.0000000000012221,8522,71.01666666666667,5999488,49995.73333333333,139,6338.0374832200005,0.9836892748181179,,0,0,0,11,1,0,0,2.1729841999767814,intersection,20,1002,0.0,2.171875,7536.4638671875
distributed_crn_honest,11,1,101,5,0.9166666666666666,0.6875,0.00980392156862745,0.3125,0.9901960784313726,0.7857142857142857,0.7676292132770449,8149.999999999992,14423.854343336949,152.61276492147303,14252.424840994743,14564.626903046164,14574.473932677533,14.989393810329155,7132,60.440677966101696,7799424,66096.81355932204,143,4938.750126199276,0.9799495232753785,1.0,0,0,0,12,1,0,0,3.3103148000082,intersection,20,1003,0.0,3.1875,7166.9208984375
central_crn_available_0ms,11,1,101,5,0.9166666666666666,0.6875,0.00980392156862745,0.3125,0.9901960784313726,0.7857142857142857,0.7676292132770449,8149.999999999992,14170.935636707623,0.0,14067.159933104027,14170.706653278832,14195.676995677437,1.0000000000012221,8306,70.38983050847457,5847424,49554.4406779661,162,6315.346903924955,0.9804960269684565,,0,0,0,12,1,0,0,2.108643299987307,intersection,20,1003,0.0,2.09375,7311.8974609375
central_crn_operational_0ms,11,1,101,5,0.9166666666666666,0.6875,0.00980392156862745,0.3125,0.9901960784313726,0.7857142857142857,0.7676292132770449,8149.999999999992,14170.935636707623,0.0,14067.500011834567,14171.13237962905,14195.769723888967,1.0000000000012221,8306,70.38983050847457,5847424,49554.4406779661,162,6315.346903924955,0.9804960269684565,,0,0,0,12,1,0,0,2.0923259000119288,intersection,20,1003,0.0,2.046875,7297.3896484375
distributed_crn_honest,10,1,101,6,0.9090909090909091,0.625,0.00980392156862745,0.375,0.9901960784313726,0.7407407407407406,0.7244116135524754,8149.999999999992,14270.30972878295,221.5611602602543,14208.525031942976,14558.714591430531,14592.511772832271,14.44172120320708,7108,60.23728813559322,7592672,64344.67796610169,118,4958.756516854672,0.9833989870568374,1.0,0,0,0,11,1,0,0,3.215353200008394,intersection,20,1004,0.0,3.1875,7230.896484375
central_crn_available_0ms,10,1,101,6,0.9090909090909091,0.625,0.00980392156862745,0.375,0.9901960784313726,0.7407407407407406,0.7244116135524754,8149.999999999992,14135.08740456956,0.0,14072.983961878936,14162.71730165691,14187.929572234052,1.0000000000012221,8354,70.79661016949153,5881216,49840.813559322036,149,6325.921905674008,0.9821642327028968,,0,0,0,11,1,0,0,2.114076900004875,intersection,20,1004,0.0,2.09375,7363.111328125
central_crn_operational_0ms,9,1,101,7,0.9,0.5625,0.00980392156862745,0.4375,0.9901960784313726,0.6923076923076923,0.6794141421959301,8149.999999999992,14126.179680705198,0.0,14072.929255615207,14162.959474504096,14187.960302489411,1.0000000000012221,8354,70.79661016949153,5881216,49840.813559322036,149,6325.921905674008,0.9821642327028968,,0,0,0,10,1,0,0,2.148507600009907,intersection,20,1004,0.0,2.109375,7362.9931640625
distributed_crn_honest,11,1,105,5,0.9166666666666666,0.6875,0.009433962264150943,0.3125,0.9905660377358491,0.7857142857142857,0.768595700650054,7949.999999999989,14373.738121135451,153.04850475196147,14250.518625509778,14531.091297025003,14551.908571968817,14.974699599363637,7521,61.64754098360656,7805184,63976.91803278688,150,4976.118014393078,0.9800558436378142,1.0,0,0,0,12,1,0,0,3.3713803999999072,intersection,20,1005,0.0,3.34375,7649.5908203125
central_crn_available_0ms,11,1,105,5,0.9166666666666666,0.6875,0.009433962264150943,0.3125,0.9905660377358491,0.7857142857142857,0.768595700650054,7949.999999999989,14159.163336354413,0.0,14069.900011144191,14168.74862737083,14193.462109757558,1.0000000000012221,8825,72.3360655737705,6212800,50924.59016393442,175,6297.20750594913,0.9801699716713881,,0,0,0,12,1,0,0,2.2316978000162635,intersection,20,1005,0.0,2.203125,7782.8515625
central_crn_operational_0ms,11,1,105,5,0.9166666666666666,0.6875,0.009433962264150943,0.3125,0.9905660377358491,0.7857142857142857,0.768595700650054,7949.999999999989,14159.163336354413,0.0,14069.638347031685,14168.913359044624,14193.637152860358,1.0000000000012221,8825,72.3360655737705,6212800,50924.59016393442,175,6297.20750594913,0.9801699716713881,,0,0,0,12,1,0,0,2.2427741000137758,intersection,20,1005,0.0,2.25,7783.21875
distributed_crn_honest,11,1,97,5,0.9166666666666666,0.6875,0.01020408163265306,0.3125,0.9897959183673469,0.7857142857142857,0.7665858148469811,8349.999999999995,14367.16377045967,134.32859614357744,14231.910329667353,14527.706333325517,14537.145402247894,17.558581809715786,7085,62.14912280701754,7441696,65278.0350877193,148,4871.099674667332,0.9791107974594213,1.0,0,0,0,12,1,0,0,3.1743474999966566,intersection,20,1006,0.0,3.15625,7136.533203125
central_crn_available_0ms,11,1,97,5,0.9166666666666666,0.6875,0.01020408163265306,0.3125,0.9897959183673469,0.7857142857142857,0.7665858148469811,8349.999999999995,14163.51210467523,0.0,14065.461409861822,14167.263287133323,14189.815813512552,1.0000000000012221,8222,72.12280701754386,5788288,50774.45614035088,166,6287.762345901308,0.9798102651423012,,0,0,0,12,1,0,0,2.0474527000042144,intersection,20,1006,0.0,2.03125,7240.87109375
central_crn_operational_0ms,11,1,97,5,0.9166666666666666,0.6875,0.01020408163265306,0.3125,0.9897959183673469,0.7857142857142857,0.7665858148469811,8349.999999999995,14163.51210467523,0.0,14065.007527292415,14167.41348462929,14189.82528227122,1.0000000000012221,8222,72.12280701754386,5788288,50774.45614035088,166,6287.762345901308,0.9798102651423012,,0,0,0,12,1,0,0,2.0695675000024494,intersection,20,1006,0.0,2.046875,7206.14453125
distributed_crn_honest,11,1,97,5,0.9166666666666666,0.6875,0.01020408163265306,0.3125,0.9897959183673469,0.7857142857142857,0.7665858148469811,8349.999999999995,14380.860991086822,141.8347029931041,14250.295500833381,14547.622764282834,14560.910748082562,13.214497189307826,7070,62.01754385964912,7500800,65796.49122807017,147,4890.458604276291,0.9792079207920792,1.0,0,0,0,12,1,0,0,3.272973399987677,intersection,20,1007,0.0,3.203125,7204.5751953125
central_crn_available_0ms,11,1,97,5,0.9166666666666666,0.6875,0.01020408163265306,0.3125,0.9897959183673469,0.7857142857142857,0.7665858148469811,8349.999999999995,14162.176791457925,0.0,14061.329891725456,14161.819074305487,14192.670118149514,1.0000000000012221,8227,72.16666666666667,5791808,50805.333333333336,168,6280.043642640155,0.9795794335723836,,0,0,0,12,1,0,0,2.0833152000268456,intersection,20,1007,0.0,2.078125,7260.5517578125
central_crn_operational_0ms,11,1,97,5,0.9166666666666666,0.6875,0.01020408163265306,0.3125,0.9897959183673469,0.7857142857142857,0.7665858148469811,8349.999999999995,14162.176791457925,0.0,14061.329891725456,14161.819074305487,14192.670118149514,1.0000000000012221,8227,72.16666666666667,5791808,50805.333333333336,168,6280.043642640155,0.9795794335723836,,0,0,0,12,1,0,0,2.0901343000005,intersection,20,1007,0.0,2.078125,7261.2392578125
distributed_crn_honest,10,1,100,6,0.9090909090909091,0.625,0.009900990099009901,0.375,0.9900990099009901,0.7407407407407406,0.7241298177834372,8199.999999999989,14351.306505697648,140.4848058119086,14178.765705283737,14463.441042325807,14497.071502717656,15.74803083234233,7104,60.717948717948715,7357504,62884.64957264957,119,4902.476528094641,0.9832488738738738,1.0,0,0,0,11,1,0,0,3.1447324999899138,intersection,20,1008,0.0,3.140625,7197.4677734375
central_crn_available_0ms,10,1,100,6,0.9090909090909091,0.625,0.009900990099009901,0.375,0.9900990099009901,0.7407407407407406,0.7241298177834372,8199.999999999989,14171.760160558626,0.0,14063.943726096724,14171.569876154648,14187.290691477077,1.0000000000012221,8336,71.24786324786325,5868544,50158.49572649573,160,6321.296245681464,0.980806142034549,,0,0,0,11,1,0,0,2.087752499995986,intersection,20,1008,0.0,2.078125,7342.2626953125
central_crn_operational_0ms,10,1,100,6,0.9090909090909091,0.625,0.009900990099009901,0.375,0.9900990099009901,0.7407407407407406,0.7241298177834372,8199.999999999989,14171.760160558626,0.0,14063.943726096724,14171.569876154648,14187.290691477077,1.0000000000012221,8336,71.24786324786325,5868544,50158.49572649573,160,6321.296245681464,0.980806142034549,,0,0,0,11,1,0,0,2.0887553000065964,intersection,20,1008,0.0,2.078125,7331.7001953125
distributed_crn_honest,11,1,97,5,0.9166666666666666,0.6875,0.01020408163265306,0.3125,0.9897959183673469,0.7857142857142857,0.7665858148469811,8349.999999999995,14356.200874007784,143.98279974154946,14238.739060381165,14538.492195073928,14540.116445114809,14.883785760939537,6962,61.07017543859649,7416928,65060.771929824565,145,5002.444953359375,0.9791726515369147,1.0,0,0,0,12,1,0,0,3.254587300005369,intersection,20,1009,0.0,3.234375,7067.8818359375
central_crn_available_0ms,11,1,97,5,0.9166666666666666,0.6875,0.01020408163265306,0.3125,0.9897959183673469,0.7857142857142857,0.7665858148469811,8349.999999999995,14157.952450198265,0.0,14064.202720747271,14178.256516290636,14195.539702072161,1.0000000000012221,8126,71.28070175438596,5720704,50181.61403508772,173,6284.173585035746,0.9787103125769137,,0,0,0,12,1,0,0,2.081909700005781,intersection,20,1009,0.0,2.046875,7173.2890625
central_crn_operational_0ms,11,1,97,5,0.9166666666666666,0.6875,0.01020408163265306,0.3125,0.9897959183673469,0.7857142857142857,0.7665858148469811,8349.999999999995,14157.952450198265,0.0,14064.202720747271,14178.256516290636,14195.539702072161,1.0000000000012221,8126,71.28070175438596,5720704,50181.61403508772,173,6284.173585035746,0.9787103125769137,,0,0,0,12,1,0,0,2.0482050999999046,intersection,20,1009,0.0,2.046875,7173.8125
distributed_crn_honest,11,1,101,5,0.9166666666666666,0.6875,0.00980392156862745,0.3125,0.9901960784313726,0.7857142857142857,0.7676292132770449,8149.999999999992,14348.397908307565,142.34049246248503,14224.003157061037,14516.208451702181,14526.407004527717,14.570454006048548,7295,61.82203389830509,7655264,64875.1186440678,139,4960.771018875467,0.9809458533241947,1.0,0,0,0,12,1,0,0,3.354438600013964,intersection,20,1010,0.0,3.28125,7377.515625
central_crn_available_0ms,11,1,101,5,0.9166666666666666,0.6875,0.00980392156862745,0.3125,0.9901960784313726,0.7857142857142857,0.7676292132770449,8149.999999999992,14175.403365643237,0.0,14068.924986438602,14180.913480419642,14208.556889249274,1.0000000000012221,8537,72.34745762711864,6010048,50932.61016949153,176,6306.413184959679,0.9793838584983016,,0,0,0,12,1,0,0,2.2632502000196837,intersection,20,1010,0.0,2.078125,7514.1123046875
central_crn_operational_0ms,11,1,101,5,0.9166666666666666,0.6875,0.00980392156862745,0.3125,0.9901960784313726,0.7857142857142857,0.7676292132770449,8149.999999999992,14175.403365643237,0.0,14068.924986438602,14180.913480419642,14208.556889249274,1.0000000000012221,8537,72.34745762711864,6010048,50932.61016949153,176,6306.413184959679,0.9793838584983016,,0,0,0,12,1,0,0,2.2004067999951076,intersection,20,1010,0.0,2.15625,7482.5498046875
distributed_crn_honest,26,2,211,6,0.9285714285714286,0.8125,0.009389671361502348,0.1875,0.9906103286384976,0.8666666666666666,0.8506112447093135,8000.0,14951.006207398797,191.22126013547742,14460.602753434181,15229.586373992208,15313.959872982105,15.73339186073728,15508,63.29795918367347,16644544,67936.91428571429,349,5628.741675821769,0.9774954862006706,1.0,0,0,0,28,1,0,0,7.151655599998776,intersection,40,1001,0.0,7.09375,15387.4482421875
central_crn_available_0ms,26,2,211,6,0.9285714285714286,0.8125,0.009389671361502348,0.1875,0.9906103286384976,0.8666666666666666,0.8506112447093135,8000.0,14359.47084767099,0.0,14130.851020604525,14321.776465187115,14392.461601299949,1.0000000000012221,17933,73.19591836734693,12624832,51529.92653061225,382,6558.641702336777,0.9786984888194948,,0,0,0,28,1,0,0,4.5389155999873765,intersection,40,1001,0.0,4.46875,15787.494140625
central_crn_operational_0ms,26,2,211,6,0.9285714285714286,0.8125,0.009389671361502348,0.1875,0.9906103286384976,0.8666666666666666,0.8506112447093135,8000.0,14359.47084767099,0.0,14130.851020604525,14321.776465187115,14392.461601299949,1.0000000000012221,17933,73.19591836734693,12624832,51529.92653061225,382,6558.641702336777,0.9786984888194948,,0,0,0,28,1,0,0,4.5162859999982174,intersection,40,1001,0.0,4.5,15783.455078125
distributed_crn_honest,26,3,205,6,0.896551724137931,0.8125,0.014423076923076924,0.1875,0.9855769230769231,0.8524590163934426,0.8323599647179546,8049.999999999983,15019.888361476045,187.55159923828157,14565.304761046285,15217.152568979704,15313.271573404461,15.97511494113916,15038,62.65833333333333,16913728,70473.86666666667,263,5649.5794774755395,0.982444473999202,1.0,0,0,0,29,1,0,0,7.4417161000019405,intersection,40,1002,0.0,7.359375,14864.5888671875
central_crn_available_0ms,26,3,205,6,0.896551724137931,0.8125,0.014423076923076924,0.1875,0.9855769230769231,0.8524590163934426,0.8323599647179546,8049.999999999983,14299.283845481337,0.0,14113.492048977709,14284.811818829408,14334.926573170647,1.0000000000012221,17339,72.24583333333334,12206656,50861.066666666666,305,6551.229203991254,0.9823519234096545,,0,0,0,29,1,0,0,5.021081500017317,intersection,40,1002,0.0,4.953125,15431.5107421875
central_crn_operational_0ms,26,3,205,6,0.896551724137931,0.8125,0.014423076923076924,0.1875,0.9855769230769231,0.8524590163934426,0.8323599647179546,8049.999999999983,14299.283845481337,0.0,14113.509260688645,14284.833698275192,14334.988278377808,1.0000000000012221,17339,72.24583333333334,12206656,50861.066666666666,305,6551.229203991254,0.9823519234096545,,0,0,0,29,1,0,0,4.713123099994846,intersection,40,1002,0.0,4.6875,15313.2529296875
distributed_crn_honest,25,2,207,7,0.9259259259259259,0.78125,0.009569377990430622,0.21875,0.9904306220095693,0.847457627118644,0.8302272008000696,8000.0,14935.618463272001,176.78515568097808,14421.684586343496,15217.815137886186,15299.456457708773,14.992467693295097,15084,62.58921161825726,15865792,65833.16182572614,314,5561.647710411227,0.979183240519756,1.0,0,0,0,27,1,0,0,7.379219599999487,intersection,40,1003,0.0,7.28125,14911.9462890625
central_crn_available_0ms,25,2,207,7,0.9259259259259259,0.78125,0.009569377990430622,0.21875,0.9904306220095693,0.847457627118644,0.8302272008000696,8000.0,14323.030059385082,0.0,14117.999848033576,14300.4175068472,14374.158564905267,1.0000000000012221,17478,72.52282157676349,12304512,51056.066390041495,376,6533.552292024519,0.978487241103101,,0,0,0,27,1,0,0,5.142853299999842,intersection,40,1003,0.0,5.046875,15383.3466796875
central_crn_operational_0ms,25,2,207,7,0.9259259259259259,0.78125,0.009569377990430622,0.21875,0.9904306220095693,0.847457627118644,0.8302272008000696,8000.0,14323.030059385082,0.0,14117.926379366992,14300.197334411649,14374.25602652584,1.0000000000012221,17478,72.52282157676349,12304512,51056.066390041495,376,6533.552292024519,0.978487241103101,,0,0,0,27,1,0,0,4.745662900008028,intersection,40,1003,0.0,4.65625,15384.4482421875
distributed_crn_honest,27,3,205,5,0.9,0.84375,0.014423076923076924,0.15625,0.9855769230769231,0.870967741935484,0.8524367141602663,8049.999999999983,15114.60771401607,185.10356775852011,14629.10550071147,15343.247155711284,15433.769583047424,13.954986967752346,15059,62.74583333333333,17774624,74060.93333333333,291,5644.879171746285,0.9806760077030348,1.0,0,0,0,30,1,0,0,7.444594500004314,intersection,40,1004,0.0,7.234375,14870.4765625
central_crn_available_0ms,27,3,205,5,0.9,0.84375,0.014423076923076924,0.15625,0.9855769230769231,0.870967741935484,0.8524367141602663,8049.999999999983,14316.25355702905,0.0,14114.134717079676,14304.970758019825,14370.175594707283,1.0000000000012221,17386,72.44166666666666,12239744,50998.933333333334,361,6546.77936040516,0.9792361670309444,,0,0,0,30,1,0,0,4.365963399992324,intersection,40,1004,0.0,4.25,15190.5166015625
central_crn_operational_0ms,27,3,205,5,0.9,0.84375,0.014423076923076924,0.15625,0.9855769230769231,0.870967741935484,0.8524367141602663,8049.999999999983,14316.25355702905,0.0,14114.134717079676,14306.187265013185,14370.37969263537,1.0000000000012221,17386,72.44166666666666,12239744,50998.933333333334,361,6546.77936040516,0.9792361670309444,,0,0,0,30,1,0,0,4.59127959999023,intersection,40,1004,0.0,4.515625,15361.5634765625
